PSA_ID,Domain,Subcategory,EN,SW,SO,EK,DH,Source,Date_Generated,Confidence_Note
PSA_02718,Education,Civic Education,The Kenya National Examinations Council calls on youth in Mombasa to understand civic rights ahead of this weekend.,Baraza la Kitaifa la Mitihani Kenya inawaomba vijana wa Mombasa kuelewa haki za kiraia kabla ya wikendi hii.,Golaha Imtixaanada Qaranka Kenya waxay ka codsanaysaa dhalinyarada Mombasa inay fahmaan xuquuqda madaniga ka hor usbuucan.,Baraza y'Ebitomanwa Kenya egosaba abaisia b'Mombasa komanya amaturo g'obogaki imbere y'wiki inu.,Bura mar Bwoch Kenya kwayo rowere e Mombasa mondo owinj tiend ratiro mag pinyruodhi kapok juma ni.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02719,Education,Civic Education,The County Education Office reminds citizens in Garissa of their national values responsibilities.,Ofisi ya Elimu ya Kaunti inawakumbusha raia wa Garissa majukumu yao ya maadili ya kitaifa.,Xafiiska Waxbarashada ee Gobolka waxay xasuusinaysaa muwaadiniinta Garissa mas'uuliyadaha qiyamka qaranka.,Ofisi y'Emisomo ya County egoibokia abanto b'Garissa amang'ana gabo ga ebithoro bia ekari.,Ofis mar Puonj e County paro jo Garissa tich mag puonj mag piny.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02720,Education,Civic Education,The County Education Office urges residents of Nairobi to complete voter registration before 15th August 2026.,Ofisi ya Elimu ya Kaunti inawahimiza wakazi wa Nairobi kukamilisha usajili wa wapigakura kabla ya tarehe 15 Agosti 2026.,Xafiiska Waxbarashada ee Gobolka waxay ku boorinaysaa dadka Nairobi inay dhammeeyaan diiwaan gelinta codbixiyeyaasha ka hor 15-ka Ogosto 2026.,Ofisi y'Emisomo ya County egoseka abanto b'Nairobi komaliza okoandikwa kw'abachagi imbere y'ekiro kia 15 Agosti 2026.,Ofis mar Puonj e County jiwo jo Nairobi mondo giti chuoyo mar ndiko mar joyiero kapok tarik 15 Agosti 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02721,Education,Civic Education,The Kenya National Examinations Council will hold a civic education forum on constitutional duties in Kilifi 1st September 2026.,Baraza la Kitaifa la Mitihani Kenya itafanya kongamano la elimu ya uraia kuhusu wajibu wa kikatiba katika Kilifi tarehe 1 Septemba 2026.,Golaha Imtixaanada Qaranka Kenya waxay qaban doontaa shir waxbarasho madani oo ku saabsan waajibaadka dastuuriga ah ee Kilifi 1-da Sebtember 2026.,Baraza y'Ebitomanwa Kenya egotebeka omokutano gw'emisomo y'obogaki ase amang'ana ga chati ase Kilifi ekiro kia 1 Septemba 2026.,Bura mar Bwoch Kenya biro chungo bura mar puonj wat kuom tich mag chik e Kilifi tarik 1 Septemba 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02722,Education,Civic Education,The Kenya National Examinations Council reminds citizens in Kilifi of their national values responsibilities.,Baraza la Kitaifa la Mitihani Kenya inawakumbusha raia wa Kilifi majukumu yao ya maadili ya kitaifa.,Golaha Imtixaanada Qaranka Kenya waxay xasuusinaysaa muwaadiniinta Kilifi mas'uuliyadaha qiyamka qaranka.,Baraza y'Ebitomanwa Kenya egoibokia abanto b'Kilifi amang'ana gabo ga ebithoro bia ekari.,Bura mar Bwoch Kenya paro jo Kilifi tich mag puonj mag piny.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02723,Education,Civic Education,The County Education Office urges residents of Kisii to complete constitutional duties before the next 7 days.,Ofisi ya Elimu ya Kaunti inawahimiza wakazi wa Kisii kukamilisha wajibu wa kikatiba kabla ya siku 7 zijazo.,Xafiiska Waxbarashada ee Gobolka waxay ku boorinaysaa dadka Kisii inay dhammeeyaan waajibaadka dastuuriga ah ka hor 7-da maalmood ee soo socda.,Ofisi y'Emisomo ya County egoseka abanto b'Kisii komaliza amang'ana ga chati imbere y'ebiro saba biria bироche.,Ofis mar Puonj e County jiwo jo Kisii mondo giti chuoyo mar tich mag chik kapok ndalo abiriyo mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02724,Education,Civic Education,The Teachers Service Commission distributes materials on constitutional duties to residents of Machakos.,Tume ya Huduma za Walimu inagawa vifaa kuhusu wajibu wa kikatiba kwa wakazi wa Machakos.,Guddiga Adeegga Macallimiinta waxay u qaybisaa agabka waajibaadka dastuuriga ah dadka Machakos.,Tume y'Abarimu egogaba ebitabu ebia amang'ana ga chati ase abanto b'Machakos.,Buch mar Jopuonj pogo gigo mag tich mag chik ne jo Machakos.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02725,Education,Civic Education,The Ministry of Education will hold a civic education forum on voter registration in Kakamega 30th July 2026.,Wizara ya Elimu itafanya kongamano la elimu ya uraia kuhusu usajili wa wapigakura katika Kakamega tarehe 30 Julai 2026.,Wasaaradda Waxbarashada waxay qaban doontaa shir waxbarasho madani oo ku saabsan diiwaan gelinta codbixiyeyaasha ee Kakamega 30-ka Luulyo 2026.,Ministri y'Emisomo egotebeka omokutano gw'emisomo y'obogaki ase okoandikwa kw'abachagi ase Kakamega ekiro kia 30 Julai 2026.,Ministry mar Puonj biro chungo bura mar puonj wat kuom ndiko mar joyiero e Kakamega tarik 30 Julai 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02726,Education,Civic Education,The County Education Office distributes materials on constitutional duties to residents of Mombasa.,Ofisi ya Elimu ya Kaunti inagawa vifaa kuhusu wajibu wa kikatiba kwa wakazi wa Mombasa.,Xafiiska Waxbarashada ee Gobolka waxay u qaybisaa agabka waajibaadka dastuuriga ah dadka Mombasa.,Ofisi y'Emisomo ya County egogaba ebitabu ebia amang'ana ga chati ase abanto b'Mombasa.,Ofis mar Puonj e County pogo gigo mag tich mag chik ne jo Mombasa.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02727,Education,Civic Education,The Ministry of Education calls on youth in Kisumu to understand civic rights ahead of 30th July 2026.,Wizara ya Elimu inawaomba vijana wa Kisumu kuelewa haki za kiraia kabla ya tarehe 30 Julai 2026.,Wasaaradda Waxbarashada waxay ka codsanaysaa dhalinyarada Kisumu inay fahmaan xuquuqda madaniga ka hor 30-ka Luulyo 2026.,Ministri y'Emisomo egosaba abaisia b'Kisumu komanya amaturo g'obogaki imbere y'ekiro kia 30 Julai 2026.,Ministry mar Puonj kwayo rowere e Kisumu mondo owinj tiend ratiro mag pinyruodhi kapok tarik 30 Julai 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02728,Education,Civic Education,The Teachers Service Commission calls on youth in Migori to understand civic rights ahead of during the coming school term.,Tume ya Huduma za Walimu inawaomba vijana wa Migori kuelewa haki za kiraia kabla ya muhula ujao wa shule.,Guddiga Adeegga Macallimiinta waxay ka codsanaysaa dhalinyarada Migori inay fahmaan xuquuqda madaniga ka hor xilliga dugsiga ee soo socda.,Tume y'Abarimu egosaba abaisia b'Migori komanya amaturo g'obogaki imbere y'omwaka ogochaa ogw'esukuru.,Buch mar Jopuonj kwayo rowere e Migori mondo owinj tiend ratiro mag pinyruodhi kapok kinde skul mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02729,Education,Civic Education,The Ministry of Education reminds citizens in Meru of their civic rights responsibilities.,Wizara ya Elimu inawakumbusha raia wa Meru majukumu yao ya haki za kiraia.,Wasaaradda Waxbarashada waxay xasuusinaysaa muwaadiniinta Meru mas'uuliyadaha xuquuqda madaniga.,Ministri y'Emisomo egoibokia abanto b'Meru amang'ana gabo ga amaturo g'obogaki.,Ministry mar Puonj paro jo Meru tich mag ratiro mag pinyruodhi.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02730,Education,Civic Education,The Teachers Service Commission reminds citizens in Bungoma of their voter registration responsibilities.,Tume ya Huduma za Walimu inawakumbusha raia wa Bungoma majukumu yao ya usajili wa wapigakura.,Guddiga Adeegga Macallimiinta waxay xasuusinaysaa muwaadiniinta Bungoma mas'uuliyadaha diiwaan gelinta codbixiyeyaasha.,Tume y'Abarimu egoibokia abanto b'Bungoma amang'ana gabo ga okoandikwa kw'abachagi.,Buch mar Jopuonj paro jo Bungoma tich mag ndiko mar joyiero.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02731,Education,Educational Resources,The County Education Office launches an online digital learning devices portal for students in Kakamega.,Ofisi ya Elimu ya Kaunti inazindua tovuti ya vifaa vya kujifunzia dijitali kwa wanafunzi wa Kakamega.,Xafiiska Waxbarashada ee Gobolka waxay bilaysaa boggaga internetka ee qalabka barashada dijitaalka ardayda Kakamega.,Ofisi y'Emisomo ya County egotangera portal ya ebyoma bia okwiga bia digital kwa abanafunzi b'Kakamega.,Ofis mar Puonj e County chako ohala mar gik puonjruok mar digital ne jopuonjre e Kakamega.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02732,Education,Educational Resources,The Teachers Service Commission launches an online bursaries portal for students in Eldoret.,Tume ya Huduma za Walimu inazindua tovuti ya bursari kwa wanafunzi wa Eldoret.,Guddiga Adeegga Macallimiinta waxay bilaysaa boggaga internetka ee deeqaha waxbarasho ardayda Eldoret.,Tume y'Abarimu egotangera portal ya bursari kwa abanafunzi b'Eldoret.,Buch mar Jopuonj chako ohala mar bursari ne jopuonjre e Eldoret.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02733,Education,Educational Resources,The Teachers Service Commission reminds students in Kakamega that bursaries applications open before the end of the month.,Tume ya Huduma za Walimu inawakumbusha wanafunzi wa Kakamega kuwa maombi ya bursari yanafunguliwa kabla ya mwisho wa mwezi.,Guddiga Adeegga Macallimiinta waxay xasuusinaysaa ardayda Kakamega in codsiga deeqaha waxbarasho furmayo ka hor dhammaadka bisha.,Tume y'Abarimu egoibokia abanafunzi b'Kakamega ng'amasaba ga bursari gakingurwa imbere y'okoisia okwaikara.,Buch mar Jopuonj paro jopuonjre e Kakamega ni kwayo mar bursari yawore kapok dwe orumo.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02734,Education,Educational Resources,The Teachers Service Commission urges parents in Nakuru to apply for digital learning devices before within 14 days.,Tume ya Huduma za Walimu inawahimiza wazazi wa Nakuru kuomba vifaa vya kujifunzia dijitali kabla ya ndani ya siku 14.,Guddiga Adeegga Macallimiinta waxay ku boorinaysaa waalidiinta Nakuru inay codsadaan qalabka barashada dijitaalka ka hor gudaha 14 maalmood.,Tume y'Abarimu egoseka abazai b'Nakuru kosaba ebyoma bia okwiga bia digital imbere y'ase ebiro ekomi n'ena.,Buch mar Jopuonj jiwo jonyuol e Nakuru mondo gikwa gik puonjruok mar digital kapok e sanduok ndalo 14.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02735,Education,Educational Resources,The County Education Office launches an online digital learning devices portal for students in Eldoret.,Ofisi ya Elimu ya Kaunti inazindua tovuti ya vifaa vya kujifunzia dijitali kwa wanafunzi wa Eldoret.,Xafiiska Waxbarashada ee Gobolka waxay bilaysaa boggaga internetka ee qalabka barashada dijitaalka ardayda Eldoret.,Ofisi y'Emisomo ya County egotangera portal ya ebyoma bia okwiga bia digital kwa abanafunzi b'Eldoret.,Ofis mar Puonj e County chako ohala mar gik puonjruok mar digital ne jopuonjre e Eldoret.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02736,Education,Educational Resources,The Teachers Service Commission launches an online digital learning devices portal for students in Kericho.,Tume ya Huduma za Walimu inazindua tovuti ya vifaa vya kujifunzia dijitali kwa wanafunzi wa Kericho.,Guddiga Adeegga Macallimiinta waxay bilaysaa boggaga internetka ee qalabka barashada dijitaalka ardayda Kericho.,Tume y'Abarimu egotangera portal ya ebyoma bia okwiga bia digital kwa abanafunzi b'Kericho.,Buch mar Jopuonj chako ohala mar gik puonjruok mar digital ne jopuonjre e Kericho.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02737,Education,Educational Resources,The Kenya National Examinations Council reminds students in Mombasa that bursaries applications open 1st September 2026.,Baraza la Kitaifa la Mitihani Kenya inawakumbusha wanafunzi wa Mombasa kuwa maombi ya bursari yanafunguliwa tarehe 1 Septemba 2026.,Golaha Imtixaanada Qaranka Kenya waxay xasuusinaysaa ardayda Mombasa in codsiga deeqaha waxbarasho furmayo 1-da Sebtember 2026.,Baraza y'Ebitomanwa Kenya egoibokia abanafunzi b'Mombasa ng'amasaba ga bursari gakingurwa ekiro kia 1 Septemba 2026.,Bura mar Bwoch Kenya paro jopuonjre e Mombasa ni kwayo mar bursari yawore tarik 1 Septemba 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02738,Education,Educational Resources,The County Education Office reminds students in Nairobi that bursaries applications open during the coming school term.,Ofisi ya Elimu ya Kaunti inawakumbusha wanafunzi wa Nairobi kuwa maombi ya bursari yanafunguliwa muhula ujao wa shule.,Xafiiska Waxbarashada ee Gobolka waxay xasuusinaysaa ardayda Nairobi in codsiga deeqaha waxbarasho furmayo xilliga dugsiga ee soo socda.,Ofisi y'Emisomo ya County egoibokia abanafunzi b'Nairobi ng'amasaba ga bursari gakingurwa omwaka ogochaa ogw'esukuru.,Ofis mar Puonj e County paro jopuonjre e Nairobi ni kwayo mar bursari yawore kinde skul mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02739,Education,Educational Resources,The Teachers Service Commission urges parents in Kilifi to apply for textbook distribution before 1st September 2026.,Tume ya Huduma za Walimu inawahimiza wazazi wa Kilifi kuomba ugawaji wa vitabu vya kiada kabla ya tarehe 1 Septemba 2026.,Guddiga Adeegga Macallimiinta waxay ku boorinaysaa waalidiinta Kilifi inay codsadaan qaybinta buugaagta ka hor 1-da Sebtember 2026.,Tume y'Abarimu egoseka abazai b'Kilifi kosaba okogaba ebitabu imbere y'ekiro kia 1 Septemba 2026.,Buch mar Jopuonj jiwo jonyuol e Kilifi mondo gikwa pogo buge kapok tarik 1 Septemba 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02740,Education,Educational Resources,The Teachers Service Commission urges parents in Kakamega to apply for textbook distribution before this weekend.,Tume ya Huduma za Walimu inawahimiza wazazi wa Kakamega kuomba ugawaji wa vitabu vya kiada kabla ya wikendi hii.,Guddiga Adeegga Macallimiinta waxay ku boorinaysaa waalidiinta Kakamega inay codsadaan qaybinta buugaagta ka hor usbuucan.,Tume y'Abarimu egoseka abazai b'Kakamega kosaba okogaba ebitabu imbere y'wiki inu.,Buch mar Jopuonj jiwo jonyuol e Kakamega mondo gikwa pogo buge kapok juma ni.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02741,Education,Educational Resources,The Ministry of Education urges parents in Kisumu to apply for textbook distribution before by Friday.,Wizara ya Elimu inawahimiza wazazi wa Kisumu kuomba ugawaji wa vitabu vya kiada kabla ya ifikapo Ijumaa.,Wasaaradda Waxbarashada waxay ku boorinaysaa waalidiinta Kisumu inay codsadaan qaybinta buugaagta ka hor marka la gaaro Jimcaha.,Ministri y'Emisomo egoseka abazai b'Kisumu kosaba okogaba ebitabu imbere y'erinda Ijumaa.,Ministry mar Puonj jiwo jonyuol e Kisumu mondo gikwa pogo buge kapok chopni chieng' Ijumaa.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02742,Education,Educational Resources,The Ministry of Education launches an online bursaries portal for students in Kericho.,Wizara ya Elimu inazindua tovuti ya bursari kwa wanafunzi wa Kericho.,Wasaaradda Waxbarashada waxay bilaysaa boggaga internetka ee deeqaha waxbarasho ardayda Kericho.,Ministri y'Emisomo egotangera portal ya bursari kwa abanafunzi b'Kericho.,Ministry mar Puonj chako ohala mar bursari ne jopuonjre e Kericho.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02743,Education,Educational Resources,The County Education Office launches an online bursaries portal for students in Migori.,Ofisi ya Elimu ya Kaunti inazindua tovuti ya bursari kwa wanafunzi wa Migori.,Xafiiska Waxbarashada ee Gobolka waxay bilaysaa boggaga internetka ee deeqaha waxbarasho ardayda Migori.,Ofisi y'Emisomo ya County egotangera portal ya bursari kwa abanafunzi b'Migori.,Ofis mar Puonj e County chako ohala mar bursari ne jopuonjre e Migori.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02744,Education,Educational Resources,The Teachers Service Commission launches an online bursaries portal for students in Eldoret.,Tume ya Huduma za Walimu inazindua tovuti ya bursari kwa wanafunzi wa Eldoret.,Guddiga Adeegga Macallimiinta waxay bilaysaa boggaga internetka ee deeqaha waxbarasho ardayda Eldoret.,Tume y'Abarimu egotangera portal ya bursari kwa abanafunzi b'Eldoret.,Buch mar Jopuonj chako ohala mar bursari ne jopuonjre e Eldoret.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02745,Education,Educational Resources,The Teachers Service Commission launches an online scholarships portal for students in Garissa.,Tume ya Huduma za Walimu inazindua tovuti ya ufadhili wa masomo kwa wanafunzi wa Garissa.,Guddiga Adeegga Macallimiinta waxay bilaysaa boggaga internetka ee deeqaha waxbarasho ee dhamaystiran ardayda Garissa.,Tume y'Abarimu egotangera portal ya amasaidio g'emisomo kwa abanafunzi b'Garissa.,Buch mar Jopuonj chako ohala mar kony mar somo ne jopuonjre e Garissa.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02746,Education,Educational Resources,The County Education Office launches an online textbook distribution portal for students in Garissa.,Ofisi ya Elimu ya Kaunti inazindua tovuti ya ugawaji wa vitabu vya kiada kwa wanafunzi wa Garissa.,Xafiiska Waxbarashada ee Gobolka waxay bilaysaa boggaga internetka ee qaybinta buugaagta ardayda Garissa.,Ofisi y'Emisomo ya County egotangera portal ya okogaba ebitabu kwa abanafunzi b'Garissa.,Ofis mar Puonj e County chako ohala mar pogo buge ne jopuonjre e Garissa.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02747,Education,Educational Resources,The Teachers Service Commission urges parents in Bungoma to apply for bursaries before the next 7 days.,Tume ya Huduma za Walimu inawahimiza wazazi wa Bungoma kuomba bursari kabla ya siku 7 zijazo.,Guddiga Adeegga Macallimiinta waxay ku boorinaysaa waalidiinta Bungoma inay codsadaan deeqaha waxbarasho ka hor 7-da maalmood ee soo socda.,Tume y'Abarimu egoseka abazai b'Bungoma kosaba bursari imbere y'ebiro saba biria bироche.,Buch mar Jopuonj jiwo jonyuol e Bungoma mondo gikwa bursari kapok ndalo abiriyo mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02748,Education,Educational Resources,The Kenya National Examinations Council urges parents in Kericho to apply for digital learning devices before 20th October 2026.,Baraza la Kitaifa la Mitihani Kenya inawahimiza wazazi wa Kericho kuomba vifaa vya kujifunzia dijitali kabla ya tarehe 20 Oktoba 2026.,Golaha Imtixaanada Qaranka Kenya waxay ku boorinaysaa waalidiinta Kericho inay codsadaan qalabka barashada dijitaalka ka hor 20-ka Oktoobar 2026.,Baraza y'Ebitomanwa Kenya egoseka abazai b'Kericho kosaba ebyoma bia okwiga bia digital imbere y'ekiro kia 20 Oktoba 2026.,Bura mar Bwoch Kenya jiwo jonyuol e Kericho mondo gikwa gik puonjruok mar digital kapok tarik 20 Oktoba 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02749,Education,Educational Resources,"The County Education Office announces textbook distribution for needy students in Kisii, applications close by Friday.","Ofisi ya Elimu ya Kaunti inatangaza ugawaji wa vitabu vya kiada kwa wanafunzi wenye uhitaji katika Kisii, maombi yanafungwa ifikapo Ijumaa.","Xafiiska Waxbarashada ee Gobolka waxay ku dhawaaqday qaybinta buugaagta ardayda baahida u qabta ee Kisii, codsigu wuxuu xirmayaa marka la gaaro Jimcaha.","Ofisi y'Emisomo ya County egotangaza okogaba ebitabu kwa abanafunzi abasiisirwe ase Kisii, amasaba gakingwa erinda Ijumaa.","Ofis mar Puonj e County lando pogo buge ne nyithi ma ochando e Kisii, kwayo lore chopni chieng' Ijumaa.","Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02750,Education,Educational Resources,The Teachers Service Commission urges parents in Kisii to apply for bursaries before within 14 days.,Tume ya Huduma za Walimu inawahimiza wazazi wa Kisii kuomba bursari kabla ya ndani ya siku 14.,Guddiga Adeegga Macallimiinta waxay ku boorinaysaa waalidiinta Kisii inay codsadaan deeqaha waxbarasho ka hor gudaha 14 maalmood.,Tume y'Abarimu egoseka abazai b'Kisii kosaba bursari imbere y'ase ebiro ekomi n'ena.,Buch mar Jopuonj jiwo jonyuol e Kisii mondo gikwa bursari kapok e sanduok ndalo 14.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02751,Education,Educational Resources,The Teachers Service Commission urges parents in Kilifi to apply for scholarships before 15th August 2026.,Tume ya Huduma za Walimu inawahimiza wazazi wa Kilifi kuomba ufadhili wa masomo kabla ya tarehe 15 Agosti 2026.,Guddiga Adeegga Macallimiinta waxay ku boorinaysaa waalidiinta Kilifi inay codsadaan deeqaha waxbarasho ee dhamaystiran ka hor 15-ka Ogosto 2026.,Tume y'Abarimu egoseka abazai b'Kilifi kosaba amasaidio g'emisomo imbere y'ekiro kia 15 Agosti 2026.,Buch mar Jopuonj jiwo jonyuol e Kilifi mondo gikwa kony mar somo kapok tarik 15 Agosti 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02752,Education,Educational Resources,"The Ministry of Education announces textbook distribution for needy students in Kilifi, applications close this weekend.","Wizara ya Elimu inatangaza ugawaji wa vitabu vya kiada kwa wanafunzi wenye uhitaji katika Kilifi, maombi yanafungwa wikendi hii.","Wasaaradda Waxbarashada waxay ku dhawaaqday qaybinta buugaagta ardayda baahida u qabta ee Kilifi, codsigu wuxuu xirmayaa usbuucan.","Ministri y'Emisomo egotangaza okogaba ebitabu kwa abanafunzi abasiisirwe ase Kilifi, amasaba gakingwa wiki inu.","Ministry mar Puonj lando pogo buge ne nyithi ma ochando e Kilifi, kwayo lore juma ni.","Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02753,Education,Educational Resources,The Ministry of Education launches an online scholarships portal for students in Kisii.,Wizara ya Elimu inazindua tovuti ya ufadhili wa masomo kwa wanafunzi wa Kisii.,Wasaaradda Waxbarashada waxay bilaysaa boggaga internetka ee deeqaha waxbarasho ee dhamaystiran ardayda Kisii.,Ministri y'Emisomo egotangera portal ya amasaidio g'emisomo kwa abanafunzi b'Kisii.,Ministry mar Puonj chako ohala mar kony mar somo ne jopuonjre e Kisii.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02754,Education,Educational Resources,The Kenya National Examinations Council launches an online bursaries portal for students in Kakamega.,Baraza la Kitaifa la Mitihani Kenya inazindua tovuti ya bursari kwa wanafunzi wa Kakamega.,Golaha Imtixaanada Qaranka Kenya waxay bilaysaa boggaga internetka ee deeqaha waxbarasho ardayda Kakamega.,Baraza y'Ebitomanwa Kenya egotangera portal ya bursari kwa abanafunzi b'Kakamega.,Bura mar Bwoch Kenya chako ohala mar bursari ne jopuonjre e Kakamega.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_02755,Education,Educational Resources,"The County Education Office announces scholarships for needy students in Garissa, applications close during the coming school term.","Ofisi ya Elimu ya Kaunti inatangaza ufadhili wa masomo kwa wanafunzi wenye uhitaji katika Garissa, maombi yanafungwa muhula ujao wa shule.","Xafiiska Waxbarashada ee Gobolka waxay ku dhawaaqday deeqaha waxbarasho ee dhamaystiran ardayda baahida u qabta ee Garissa, codsigu wuxuu xirmayaa xilliga dugsiga ee soo socda.","Ofisi y'Emisomo ya County egotangaza amasaidio g'emisomo kwa abanafunzi abasiisirwe ase Garissa, amasaba gakingwa omwaka ogochaa ogw'esukuru.","Ofis mar Puonj e County lando kony mar somo ne nyithi ma ochando e Garissa, kwayo lore kinde skul mabiro.","Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
