PSA_ID,Domain,Class,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
251,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Approximately 10,750 high-risk households (64,500 individuals) are receiving 3-months (September to November) unconditional cash transfers of USD 79 to empower them to meet part of their household minimum expenditure basket (MEB) and avoid negative coping strategies, such as selling off productive assets.",,,,,ReliefWeb Kenya,2025-11-11,"{""source_url"": ""https://reliefweb.int/report/kenya/wfp-kenya-country-brief-september-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
252,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya, Cash-Based Transfers on Food Security and Gender Equality: Impact Evaluation | World Food Programme - Kenya",,,,,ReliefWeb Kenya,2025-11-20,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-cash-based-transfers-food-security-and-gender-equality-impact-evaluation-world-food-programme"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
253,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),MSF: Test and treat approach: How communities lead in malaria treatment - Kenya,,,,,ReliefWeb Kenya,2025-11-02,"{""source_url"": ""https://reliefweb.int/report/kenya/msf-test-and-treat-approach-how-communities-lead-malaria-treatment"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
254,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"MSF: Test and treat approach: How communities lead in malaria treatment - Kenya Since mid-September, Medecins Sans Frontieres/Doctors Without Borders (MSF)'s emergency team has been in Turkana responding to a surge in malaria cases in Turkwell, Naipa and Kotaruk areas.",,,,,ReliefWeb Kenya,2025-11-02,"{""source_url"": ""https://reliefweb.int/report/kenya/msf-test-and-treat-approach-how-communities-lead-malaria-treatment"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
255,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),This includes the identification of danger signs for complicated malaria and facilitating urgent referral.,,,,,ReliefWeb Kenya,2025-11-02,"{""source_url"": ""https://reliefweb.int/report/kenya/msf-test-and-treat-approach-how-communities-lead-malaria-treatment"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
256,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Beyond MSF response, community-based surveillance should be sustained to ensure timely identification of malaria and other diseases to reduce severity of cases.",,,,,ReliefWeb Kenya,2025-11-02,"{""source_url"": ""https://reliefweb.int/report/kenya/msf-test-and-treat-approach-how-communities-lead-malaria-treatment"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
257,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Farmers in Kenya fight food insecurity by making their own, low-cost animal feeds | IFRC - Kenya",,,,,ReliefWeb Kenya,2025-11-03,"{""source_url"": ""https://reliefweb.int/report/kenya/farmers-kenya-fight-food-insecurity-making-their-own-low-cost-animal-feeds-ifrc"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
258,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Dual Shocks Threaten Durable Solutions for Refugees in Kenya - Kenya,,,,,ReliefWeb Kenya,2025-11-17,"{""source_url"": ""https://reliefweb.int/report/kenya/dual-shocks-threaten-durable-solutions-refugees-kenya"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
259,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),I have nowhere else to go.” The survey shows why these risks are so urgent.,,,,,ReliefWeb Kenya,2025-11-17,"{""source_url"": ""https://reliefweb.int/report/kenya/dual-shocks-threaten-durable-solutions-refugees-kenya"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
260,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"NRG’s Ask to Stakeholders The picture that emerges is clear: without urgent intervention, both refugee well-being and the Shirika vision are at risk.",,,,,ReliefWeb Kenya,2025-11-17,"{""source_url"": ""https://reliefweb.int/report/kenya/dual-shocks-threaten-durable-solutions-refugees-kenya"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
261,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"government, donors, UN agencies, and NGOs, to take urgent, coordinated action to prevent further erosion of services and restore refugee trust in durable solutions.",,,,,ReliefWeb Kenya,2025-11-17,"{""source_url"": ""https://reliefweb.int/report/kenya/dual-shocks-threaten-durable-solutions-refugees-kenya"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
262,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"To prevent this trajectory, stakeholders must urgently restore flexible funding, strengthen coordination, and align investments with Shirika’s pillars.",,,,,ReliefWeb Kenya,2025-11-17,"{""source_url"": ""https://reliefweb.int/report/kenya/dual-shocks-threaten-durable-solutions-refugees-kenya"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
263,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya: IFRC launches CHF 15 million emergency appeal as climate extremes push millions to the brink - Kenya,,,,,ReliefWeb Kenya,2025-11-04,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-ifrc-launches-chf-15-million-emergency-appeal-climate-extremes-push-millions-brink"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
264,Security & Safety,PSA,Public Safety Awareness,"Authorities have since warned of further landslides as rainfall continues, compounding an already critical humanitarian situation across the country.",,,,,ReliefWeb Kenya,2025-11-04,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-ifrc-launches-chf-15-million-emergency-appeal-climate-extremes-push-millions-brink"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
265,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"This appeal will enable us to scale up life-saving support and strengthen resilience against these multiple shocks.” A Call for Collective Action The IFRC and Kenya Red Cross are urging governments, donors, humanitarian agencies, and the private sector to step up support immediately.",,,,,ReliefWeb Kenya,2025-11-04,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-ifrc-launches-chf-15-million-emergency-appeal-climate-extremes-push-millions-brink"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
266,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"The appeal seeks to ensure that no Kenyan goes hungry, thirsty, or without healthcare as climate extremes intensify.",,,,,ReliefWeb Kenya,2025-11-04,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-ifrc-launches-chf-15-million-emergency-appeal-climate-extremes-push-millions-brink"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
267,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"For more information, please contact: [email protected] Timothy Maina, +254 110 848 161 Susan Mbalu, +254 733 827 654 Tommaso Della Longa: +41 79 708 43 67 Scott Craig: +41 76 370 35 75",,,,,ReliefWeb Kenya,2025-11-04,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-ifrc-launches-chf-15-million-emergency-appeal-climate-extremes-push-millions-brink"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
268,Security & Safety,PSA,Public Safety Awareness,"Kenya - Landslide and floods, update (Meteo Kenya, media) (ECHO Daily Flash of 7 November 2025) - Kenya",,,,,ReliefWeb Kenya,2025-11-07,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-landslide-and-floods-update-meteo-kenya-media-echo-daily-flash-7-november-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
269,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya Food Security Outlook: Below-average short rains, high temperatures to drive Crisis (IPC Phase 3) into May, October 2025 - May 2026 - Kenya",,,,,ReliefWeb Kenya,2025-10-31,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-food-security-outlook-below-average-short-rains-high-temperatures-drive-crisis-ipc-phase-3-may-october-2025-may-2026"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
270,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya's Sustainable Supply Chain: Recycling Packaging from Damaged Stocks – A WFP Initiative - Kenya,,,,,ReliefWeb Kenya,2025-10-30,"{""source_url"": ""https://reliefweb.int/report/kenya/kenyas-sustainable-supply-chain-recycling-packaging-damaged-stocks-wfp-initiative"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
271,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Waste Management & Reverse Logistics of Used Packaging in Kenya (WFP) - Kenya,,,,,ReliefWeb Kenya,2025-10-30,"{""source_url"": ""https://reliefweb.int/report/kenya/waste-management-reverse-logistics-used-packaging-kenya-wfp"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
272,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"The Kenya Red Cross Society (KRCS), with support from the International Federation of Red Cross and Red Crescent Societies (IFRC) and other partners, launched a comprehensive emergency response to address the urgent needs of affected communities.",,,,,ReliefWeb Kenya,2025-11-13,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-africa-el-nino-floods-2023-24-final-report-mdrke058"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
273,Security & Safety,PSA,Public Safety Awareness,"Nonetheless, the operation demonstrated the critical role of coordinated humanitarian action, early warning systems, and community-centered approaches in mitigating the impacts of climate-induced disasters.",,,,,ReliefWeb Kenya,2025-11-13,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-africa-el-nino-floods-2023-24-final-report-mdrke058"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
274,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Cross border Household Multisector Survey Kenya and Somalia (June, 2025) - Kenya",,,,,ReliefWeb Kenya,2025-09-25,"{""source_url"": ""https://reliefweb.int/report/kenya/cross-border-household-multisector-survey-kenya-and-somalia-june-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
275,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya Refugee Response Under Strain: Funding Cuts, Differentiated Assistance, and the Rising Social Cohesion Crisis (August 2025) - Kenya",,,,,ReliefWeb Kenya,2025-09-24,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-refugee-response-under-strain-funding-cuts-differentiated-assistance-and-rising-social-cohesion-crisis-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
276,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Together, these challenges are delaying urgent interventions, weakening accountability, and further eroding service delivery for refugees.",,,,,ReliefWeb Kenya,2025-09-24,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-refugee-response-under-strain-funding-cuts-differentiated-assistance-and-rising-social-cohesion-crisis-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
277,Security & Safety,PSA,Public Safety Awareness,Anticipatory Action Activation: Anticipatory Action to mitigate the impact of drought in Kenya (September 2025) - Kenya,,,,,ReliefWeb Kenya,2025-10-16,"{""source_url"": ""https://reliefweb.int/report/kenya/anticipatory-action-activation-anticipatory-action-mitigate-impact-drought-kenya-september-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
278,Security & Safety,PSA,Public Safety Awareness,"To mitigate the predicted impacts of drought, WFP is implementing the following AAs: 1.Early Warning Messages.",,,,,ReliefWeb Kenya,2025-10-16,"{""source_url"": ""https://reliefweb.int/report/kenya/anticipatory-action-activation-anticipatory-action-mitigate-impact-drought-kenya-september-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
279,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"The messages provide relevant early warning information on food security and agriculture, as well as water, livestock management, and other sectors.",,,,,ReliefWeb Kenya,2025-10-16,"{""source_url"": ""https://reliefweb.int/report/kenya/anticipatory-action-activation-anticipatory-action-mitigate-impact-drought-kenya-september-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
280,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Dadaab and Kakuma Refugee Camp in Kenya | Joint Market Monitoring Initiative (JMMI) Q2 (April - June 2025) - Kenya INTRODUCTION As of the end of June, 2025, the total number of registered refugees and asylum-seekers in Kenya stood at 854,876.",,,,,ReliefWeb Kenya,2025-09-25,"{""source_url"": ""https://reliefweb.int/report/kenya/dadaab-and-kakuma-refugee-camp-kenya-joint-market-monitoring-initiative-jmmi-q2-april-june-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
281,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"For more information on the methodology, please refer to page 9.",,,,,ReliefWeb Kenya,2025-09-25,"{""source_url"": ""https://reliefweb.int/report/kenya/dadaab-and-kakuma-refugee-camp-kenya-joint-market-monitoring-initiative-jmmi-q2-april-june-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
282,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Embedding Peace: Key considerations for strengthening an infrastructure for building and sustaining positive peace (i4p) - Kenya,,,,,ReliefWeb Kenya,2025-09-29,"{""source_url"": ""https://reliefweb.int/report/kenya/embedding-peace-key-considerations-strengthening-infrastructure-building-and-sustaining-positive-peace-i4p"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
283,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya Multi-sector Needs Assessment (MSNA): Refugee Households | June 2025 - Kenya,,,,,ReliefWeb Kenya,2025-10-06,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-multi-sector-needs-assessment-msna-refugee-households-june-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
284,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya: One-third of children found to be malnourished in Turkana as aid cuts, crocodile attacks compound hunger crisis - Kenya",,,,,ReliefWeb Kenya,2025-09-18,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-one-third-children-found-be-malnourished-turkana-aid-cuts-crocodile-attacks-compound-hunger-crisis"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
285,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya — Demographic and Displacement Calculator — Tana River County (21 May - 4 June) - Kenya,,,,,ReliefWeb Kenya,2025-10-10,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-demographic-and-displacement-calculator-tana-river-county-21-may-4-june"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
286,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),How the Climate Crisis Threatens Farming in Rural Kenya - Kenya,,,,,ReliefWeb Kenya,2025-10-01,"{""source_url"": ""https://reliefweb.int/report/kenya/how-climate-crisis-threatens-farming-rural-kenya"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
287,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"To ensure long-term success, Action Against Hunger partnered closely with the local government of Isiolo to coordinate efforts and align with community priorities.",,,,,ReliefWeb Kenya,2025-10-01,"{""source_url"": ""https://reliefweb.int/report/kenya/how-climate-crisis-threatens-farming-rural-kenya"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
288,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"For climate-smart agriculture to succeed, it must be rooted in a long-term, holistic framework.",,,,,ReliefWeb Kenya,2025-10-01,"{""source_url"": ""https://reliefweb.int/report/kenya/how-climate-crisis-threatens-farming-rural-kenya"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
289,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Bridging the Healthcare Gap: Nawiri's Impact in Revitalizing Moite and Marsabit’s Remote Communities - Kenya,,,,,ReliefWeb Kenya,2025-10-15,"{""source_url"": ""https://reliefweb.int/report/kenya/bridging-healthcare-gap-nawiris-impact-revitalizing-moite-and-marsabits-remote-communities-0"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
290,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Amidst soaring malnutrition rates, with a staggering proxy GAM prevalence of 51.1%, USAID-funded Nawiri answered Moite’s urgent call for help, initiating integrated medical outreaches as part of a critical IMAM surge response.",,,,,ReliefWeb Kenya,2025-10-15,"{""source_url"": ""https://reliefweb.int/report/kenya/bridging-healthcare-gap-nawiris-impact-revitalizing-moite-and-marsabits-remote-communities-0"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
291,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"These frontline staff are further empowered through continuous mentorship by the Sub-County Health Management Team (SCHMT) in vital practices like accurate data entry in MOH registers, immunization, and cold chain management, ensuring every patient encounter is met with the highest standard of care.",,,,,ReliefWeb Kenya,2025-10-15,"{""source_url"": ""https://reliefweb.int/report/kenya/bridging-healthcare-gap-nawiris-impact-revitalizing-moite-and-marsabits-remote-communities-0"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
292,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya — Findings from WISE Assessment — Tana River County - Kenya,,,,,ReliefWeb Kenya,2025-10-10,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-findings-wise-assessment-tana-river-county"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
293,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Building resilience in Dadaab: workshop builds capacity of local leaders to tackle urban risks - Kenya,,,,,ReliefWeb Kenya,2025-09-24,"{""source_url"": ""https://reliefweb.int/report/kenya/building-resilience-dadaab-workshop-builds-capacity-local-leaders-tackle-urban-risks"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
294,Security & Safety,PSA,Public Safety Awareness,"It will help us strengthen early warning systems, improve community engagement, and put practical measures in place to reduce the impact of disasters."" Dadaab currently hosts nearly 705,000 residents, including over 430,000 refugees, making DRR particularly critical.",,,,,ReliefWeb Kenya,2025-09-24,"{""source_url"": ""https://reliefweb.int/report/kenya/building-resilience-dadaab-workshop-builds-capacity-local-leaders-tackle-urban-risks"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
295,Security & Safety,PSA,Public Safety Awareness,"The urgency of this work was underscored by the May 2024 floods, which displaced over 20,000 people and disrupted essential services.",,,,,ReliefWeb Kenya,2025-09-24,"{""source_url"": ""https://reliefweb.int/report/kenya/building-resilience-dadaab-workshop-builds-capacity-local-leaders-tackle-urban-risks"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
296,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"""Inclusivity is key, making sure that refugee leaders actively participate in decision-making."" DRR planning must also include at-risk groups.",,,,,ReliefWeb Kenya,2025-09-24,"{""source_url"": ""https://reliefweb.int/report/kenya/building-resilience-dadaab-workshop-builds-capacity-local-leaders-tackle-urban-risks"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
297,Security & Safety,PSA,Public Safety Awareness,"""Early warning information must be accessible, through audio, sign language, or community messengers, and evacuation centers must be physically accessible."" National and county-level representatives stressed the need for stronger coordination between local and national DRR efforts.",,,,,ReliefWeb Kenya,2025-09-24,"{""source_url"": ""https://reliefweb.int/report/kenya/building-resilience-dadaab-workshop-builds-capacity-local-leaders-tackle-urban-risks"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
298,Security & Safety,PSA,Public Safety Awareness,"""This means we must work with all stakeholders and integrate disaster risk in everything we do, to ensure that we develop a resilient sustainable municipality."" Beyond technical planning, the workshop served as a space for healing and hope.",,,,,ReliefWeb Kenya,2025-09-24,"{""source_url"": ""https://reliefweb.int/report/kenya/building-resilience-dadaab-workshop-builds-capacity-local-leaders-tackle-urban-risks"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
299,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),WFP Kenya Country Brief July 2025 - Kenya,,,,,ReliefWeb Kenya,2025-10-01,"{""source_url"": ""https://reliefweb.int/report/kenya/wfp-kenya-country-brief-july-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
300,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),International Medical Corps Receives $6.3 Million Grant from Takeda to Improve Health Delivery in Kenya and Somalia - Kenya,,,,,ReliefWeb Kenya,2025-09-23,"{""source_url"": ""https://reliefweb.int/report/kenya/international-medical-corps-receives-63-million-grant-takeda-improve-health-delivery-kenya-and-somalia"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
301,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"PIMS helps to ensure that the right items are available in the right place at the right time, immediately improving service delivery, saving lives and restoring trust in health systems.",,,,,ReliefWeb Kenya,2025-09-23,"{""source_url"": ""https://reliefweb.int/report/kenya/international-medical-corps-receives-63-million-grant-takeda-improve-health-delivery-kenya-and-somalia"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
302,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Dwindling jobs for refugee women as Dadaab’s camp economy shrinks - Kenya,,,,,ReliefWeb Kenya,2025-09-30,"{""source_url"": ""https://reliefweb.int/report/kenya/dwindling-jobs-refugee-women-dadaabs-camp-economy-shrinks"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
303,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Urgent, donor support is essential to restore adequate rations, sustain malnutrition screening, and prevent further deterioration of the quality of life and stability in the camps.",,,,,ReliefWeb Kenya,2025-10-01,"{""source_url"": ""https://reliefweb.int/report/kenya/wfp-kenya-country-brief-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
304,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya — Displacement and Needs Assessment Key Findings — Tana River County (May - June 2025) - Kenya,,,,,ReliefWeb Kenya,2025-10-01,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-displacement-and-needs-assessment-key-findings-tana-river-county-may-june-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
305,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Refugee-Led Research Hub (RLRH) - Refugee-Led Organisations in East Africa: Community Perceptions in Kenya - November 2022 - Kenya,,,,,ReliefWeb Kenya,2022-11-30,"{""source_url"": ""https://reliefweb.int/report/kenya/refugee-led-research-hub-rlrh-refugee-led-organisations-east-africa-community-perceptions-kenya-november-2022"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
306,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya - Key Message Update: Persistent food insecurity in pastoral areas ahead of below-average short rains season, September 2025 - Kenya",,,,,ReliefWeb Kenya,2025-10-16,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-key-message-update-persistent-food-insecurity-pastoral-areas-ahead-below-average-short-rains-season-september-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
307,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Tana River’s Battle with Climate Extremes - Kenya,,,,,ReliefWeb Kenya,2025-10-16,"{""source_url"": ""https://reliefweb.int/report/kenya/tana-rivers-battle-climate-extremes"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
308,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"The county has also established a County Climate Change Fund, allocated a share of its development budget, and enacted a Climate Change Act (2021) to ensure adaptation efforts have legal backing.",,,,,ReliefWeb Kenya,2025-10-16,"{""source_url"": ""https://reliefweb.int/report/kenya/tana-rivers-battle-climate-extremes"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
309,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Concern and partners should phase gradual exit support, linking farmers more firmly to county extension, private sector, cooperatives, and subsidies.",,,,,ReliefWeb Kenya,2025-10-16,"{""source_url"": ""https://reliefweb.int/report/kenya/tana-rivers-battle-climate-extremes"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
310,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya Food Security Outlook Update: Food insecurity in pastoral areas to worsen amid forecast below-average short rains, August 2025 - Kenya",,,,,ReliefWeb Kenya,2025-09-09,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-food-security-outlook-update-food-insecurity-pastoral-areas-worsen-amid-forecast-below-average-short-rains-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
311,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Feeding the future: Africa surges ahead on school meals - Kenya,,,,,ReliefWeb Kenya,2025-09-10,"{""source_url"": ""https://reliefweb.int/report/kenya/feeding-future-africa-surges-ahead-school-meals"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
312,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Now, with the farmer-supplied meals, he says, “we have noticed that the enrolment of the school is growing.” Adapting to crises Despite these strides, challenges remain in ensuring Africa’s students get the meals they need.",,,,,ReliefWeb Kenya,2025-09-10,"{""source_url"": ""https://reliefweb.int/report/kenya/feeding-future-africa-surges-ahead-school-meals"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
313,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Immediate intervention is essential to rehabilitate water infrastructure, deploy emergency sanitation, contain disease outbreaks, and ensure inclusive access for persons with disabilities and elderly populations to prevent further public health deterioration.",,,,,ReliefWeb Kenya,2025-09-01,"{""source_url"": ""https://reliefweb.int/report/kenya/wash-kenya-27-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
314,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Contraceptive stocks dwindle in Kenya, affecting most vulnerable women - Kenya",,,,,ReliefWeb Kenya,2025-09-11,"{""source_url"": ""https://reliefweb.int/report/kenya/contraceptive-stocks-dwindle-kenya-affecting-most-vulnerable-women"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
315,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Dadaab businesses close as aid cuts shut down refugee economy - Kenya,,,,,ReliefWeb Kenya,2025-08-22,"{""source_url"": ""https://reliefweb.int/report/kenya/dadaab-businesses-close-aid-cuts-shut-down-refugee-economy"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
316,Security & Safety,PSA,Public Safety Awareness,"Early Action Protocol Activation: Kenya Drought (EAP №: EAP2022KE02, Operation №: MDRKE055) - Kenya",,,,,ReliefWeb Kenya,2025-09-17,"{""source_url"": ""https://reliefweb.int/report/kenya/early-action-protocol-activation-kenya-drought-eap-no-eap2022ke02-operation-no-mdrke055"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
317,Security & Safety,PSA,Public Safety Awareness,"Based on a range of early warning indicators monitored through the drought early warning system, all the 23 ASAL counties are in the ‘Normal’ phase, albeit the conditions have started deteriorating in nine (9) counties including Garissa, Mandera, Tana River, Turkana, Baringo, Meru, Nyeri and Kitui (Figure 1a).",,,,,ReliefWeb Kenya,2025-09-17,"{""source_url"": ""https://reliefweb.int/report/kenya/early-action-protocol-activation-kenya-drought-eap-no-eap2022ke02-operation-no-mdrke055"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
318,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Countries in Africa risk running out of ‘wonder’ food over the next 3 months due to aid cuts - Kenya,,,,,ReliefWeb Kenya,2025-08-28,"{""source_url"": ""https://reliefweb.int/report/kenya/countries-africa-risk-running-out-wonder-food-over-next-3-months-due-aid-cuts"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
319,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"But despite the needs, only 39% of the required nutrition funding for 2025 has been received, with the UN warning that September marks a critical turning point, with most aid agencies likely to face significant disruption to their nutrition programmes or be forced to scale down their support [7].",,,,,ReliefWeb Kenya,2025-08-28,"{""source_url"": ""https://reliefweb.int/report/kenya/countries-africa-risk-running-out-wonder-food-over-next-3-months-due-aid-cuts"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
320,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),He was urgently admitted to a Save the Children supported stabilisation centre with malnutrition after being screened at home by Save the Children community worker Hafsa*.,,,,,ReliefWeb Kenya,2025-08-28,"{""source_url"": ""https://reliefweb.int/report/kenya/countries-africa-risk-running-out-wonder-food-over-next-3-months-due-aid-cuts"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
