PSA_ID,Domain,Class,Sub_Category,English,Source,Date,Metadata
107,Security & Safety,PSA,Public Safety Awareness,"Multi-Sector Needs Assessment (MSNA): Host Communities and Affected Populations in Garissa, Mandera, Marsabit & Turkana Counties | June 2025 - Kenya The Kenya Red Cross Society (KRCS), with support from the International Federation of Red Cross and Red Crescent Societies (IFRC) and other partners, launched a comprehensive emergency response to address the urgent needs of affected communities. Nonetheless, the operation demonstrated the critical role of coordinated humanitarian action, early warning systems, and community-centered approaches in mitigating the impacts of climate-induced disasters.",ReliefWeb Kenya,2025-11-13,"{""source_url"": ""https://reliefweb.int/report/kenya/multi-sector-needs-assessment-msna-host-communities-and-affected-populations-garissa-mandera-marsabit-turkana-counties-june-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
108,Security & Safety,PSA,Public Safety Awareness,"Dual Shocks Threaten Durable Solutions for Refugees in Kenya - Kenya I have nowhere else to go.” The survey shows why these risks are so urgent. NRG’s Ask to Stakeholders The picture that emerges is clear: without urgent intervention, both refugee well-being and the Shirika vision are at risk. government, donors, UN agencies, and NGOs, to take urgent, coordinated action to prevent further erosion of services and restore refugee trust in durable solutions. To prevent this trajectory, stakeholders must urgently restore flexible funding, strengthen coordination, and align investments with Shirika’s pillars.",ReliefWeb Kenya,2025-11-17,"{""source_url"": ""https://reliefweb.int/report/kenya/dual-shocks-threaten-durable-solutions-refugees-kenya"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
109,Security & Safety,PSA,Public Safety Awareness,"Hope Amid Kenya's Malnutrition Crisis: One Child's Journey to Recovery - Kenya Nearly 1.9 million people in Kenya—or 12% of the population—are facing acute food insecurity and in need of urgent humanitarian aid. “I was trained on how to feed Clinton and ensure his nutrition levels remain high,” said Mary.",ReliefWeb Kenya,2025-11-19,"{""source_url"": ""https://reliefweb.int/report/kenya/hope-amid-kenyas-malnutrition-crisis-one-childs-journey-recovery"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
110,Security & Safety,PSA,Public Safety Awareness,"Kenya, Cash-Based Transfers on Food Security and Gender Equality: Impact Evaluation | World Food Programme - Kenya",ReliefWeb Kenya,2025-11-20,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-cash-based-transfers-food-security-and-gender-equality-impact-evaluation-world-food-programme"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
111,Security & Safety,PSA,Public Safety Awareness,"WFP Kenya Country Brief October 2025 - Kenya DREF Operation Kenya Complex Emergency 2025 - Kenya A new cholera outbreak has been declared in Nairobi and Narok counties, with rapid spread in Narok where case fatality rates have surged to 9%. Through the launch of this Appeal, KRCS is triggering a DREF allocation to address the immediate urgent unmet needs and to help mitigate the current spike in humanitarian demands. The DREF will support seasonally appropriate urgent interventions in livelihoods, health, and WASH, targeting the most aected areas and most vulnerate communities.",ReliefWeb Kenya,2025-11-21,"{""source_url"": ""https://reliefweb.int/report/kenya/wfp-kenya-country-brief-october-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
112,Security & Safety,PSA,Public Safety Awareness,"Kenya, Africa | Complex Emergency - Emergency Appeal: Operational Strategy (MDRKE068) - Kenya By January 2025, the National Drought Management Authority (NDMA) reported deteriorating drought conditions in most ASAL counties, with Wajir, Kilifi, and Kwale entering the “Alert” phase due to inadequate rainfall. The ASAL Humanitarian Network emphasize that six ASAL counties are at IPC Phase 4 (Emergency) and eight in Phase 3 (Crisis), urging urgent funding and early action to prevent worsening conditions. The NDMA’s September 2025 food and nutrition assessment found that while the March–May long rains were near to or above average in most regions, over 1.8 million people – including 500,000 children and 100,000 pregnant women – remain in urgent need of food assistance (IPC Phase 3 or higher). The NDMA has warned that the scarcity of water is intensifying competition over limited resources, heightening the risk of intercommunal conflict. Kenya is grappling with a resurgence of cholera and escalating zoonotic disease risks, driven by worsening drought conditions that have severely limited access to safe water, sanitation, and hygiene services across several counties. Rift Valley Fever alerts have been issued for Garissa, Wajir, Marsabit, and Narok, where drought and sporadic rains have created ideal conditions for mosquito vectors. Kenya: Anticipated impact of drought conditions in Mandera, Tana River, Turkana, and Wajir counties (Anticipatory Note 27 November 2025) - Kenya",ReliefWeb Kenya,2025-11-27,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-africa-complex-emergency-emergency-appeal-operational-strategy-mdrke068"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
113,Security & Safety,PSA,Public Safety Awareness,WFP Kenya Country Brief November 2025 - Kenya,ReliefWeb Kenya,2025-11-30,"{""source_url"": ""https://reliefweb.int/report/kenya/wfp-kenya-country-brief-november-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
114,Security & Safety,PSA,Public Safety Awareness,"Noncommunicable diseases and mental health in the WHO African Region progress report 2024 - Kenya Kenya - Key Message Update: Exceptionally poor short rains are worsening the severity of food insecurity, November 2025 - Kenya The majority of water points in the north and east are currently classified as “near-dry” or “alert” status during what is typically the peak of the short rains, sustaining an atypically high reliance on boreholes and shallow wells.",ReliefWeb Kenya,2025-12-02,"{""source_url"": ""https://reliefweb.int/report/kenya/noncommunicable-diseases-and-mental-health-who-african-region-progress-report-2024"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
115,Security & Safety,PSA,Public Safety Awareness,"UNAIDS welcomes new agreement between the United States and Kenya to advance progress to end AIDS and strengthen health systems - Kenya “Education is our future, and no tradition should take that away from us.” While the road to eradicating these harmful practices is long, Action Against Hunger’s work in West Pokot is a testament to the power of collaboration, education, and community engagement.",ReliefWeb Kenya,2025-12-04,"{""source_url"": ""https://reliefweb.int/report/kenya/unaids-welcomes-new-agreement-between-united-states-and-kenya-advance-progress-end-aids-and-strengthen-health-systems"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
116,Security & Safety,PSA,Public Safety Awareness,Climate Risk Perception and Adoption of Sustainable Agricultural Practices: Insights from Kenya’s Central Highlands (December 2025) - Kenya,ReliefWeb Kenya,2025-12-05,"{""source_url"": ""https://reliefweb.int/report/kenya/climate-risk-perception-and-adoption-sustainable-agricultural-practices-insights-kenyas-central-highlands-december-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
117,Security & Safety,PSA,Public Safety Awareness,"Kenya and Uganda: Impact of Climate Hazards on Livelihoods and Access to Services Among Refugees and Host Communities (November 2025) - Kenya Targeted training and capacity-building initiatives/programs, such as trainings on drought resistant agriculture for farmers and climate-informed planning at the local level, should be strengthened to better equip vulnerable communities against recurring climate threats. Exploring Climate Resilient Livelihoods Among Refugees and Host Communities in Kenya and Uganda - An Evidence Synthesis Report (November 2025) - Kenya According to the Intergovernmental Panel on Climate Change (IPCC), under current emissions trajectories, East Africa is likely to experience more frequent and intense extreme weather events.1 This heightens the urgency for timely, locally appropriate adaptation strategies.",ReliefWeb Kenya,2025-12-10,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-and-uganda-impact-climate-hazards-livelihoods-and-access-services-among-refugees-and-host-communities-november-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
118,Security & Safety,PSA,Public Safety Awareness,Policy Brief - Building Resilience: Addressing the Impacts of Climate-related hazards on Livelihoods and Unpaid Household Labour in Kenya’s Refugee-Hosting Districts - Kenya,ReliefWeb Kenya,2025-12-12,"{""source_url"": ""https://reliefweb.int/report/kenya/policy-brief-building-resilience-addressing-impacts-climate-related-hazards-livelihoods-and-unpaid-household-labour-kenyas-refugee-hosting-districts"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
119,Security & Safety,PSA,Public Safety Awareness,"Overcoming scarcity: how local innovations are transforming Western Kenya’s agricultural landscapes (December 2025) - Kenya Status of mobility of livestock in Kenya and Ethiopia: Mapping of livestock routes and case studies on mobility blockages - Kenya Policy implications: - To preserve these vital corridors, governments should set policies that recognise and legally protect livestock routes, and invest in veterinary services, abattoirs, holding grounds and loading ramps.",ReliefWeb Kenya,2025-12-18,"{""source_url"": ""https://reliefweb.int/report/kenya/overcoming-scarcity-how-local-innovations-are-transforming-western-kenyas-agricultural-landscapes-december-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
120,Security & Safety,PSA,Public Safety Awareness,Water and land use systems and natural resources management in the multifunctional landscapes of Western Kenya - Kenya,ReliefWeb Kenya,2025-12-22,"{""source_url"": ""https://reliefweb.int/report/kenya/water-and-land-use-systems-and-natural-resources-management-multifunctional-landscapes-western-kenya"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
121,Security & Safety,PSA,Public Safety Awareness,"Wajir County Drought Rapid Assessment Report, December 2025 - Kenya The drought situation is currently classified at the Alert Stage on a worsening trend.",ReliefWeb Kenya,2025-12-24,"{""source_url"": ""https://reliefweb.int/report/kenya/wajir-county-drought-rapid-assessment-report-december-2025"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
122,Security & Safety,PSA,Public Safety Awareness,"Kenya | Joint Market Monitoring Initiative (JMMI) Market Overview, Q3 2025 (July - September 2025) - Kenya",ReliefWeb Kenya,2025-12-25,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-joint-market-monitoring-initiative-jmmi-market-overview-q3-2025-july-september-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
123,Security & Safety,PSA,Public Safety Awareness,"WFP Kenya Country Brief December 2025 - Kenya Together with the National Council for Persons with Disabilities, WFP also helped identify and register 400 persons with disabilities—an important step toward expanding Kenya’s flagship social protection programme.",ReliefWeb Kenya,2025-12-31,"{""source_url"": ""https://reliefweb.int/report/kenya/wfp-kenya-country-brief-december-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
124,Security & Safety,PSA,Public Safety Awareness,Economic stresses in Dadaab lead to refugee family breakups - Kenya “I am suffering because the father who should be helping me raise these children has gone off.,ReliefWeb Kenya,2026-01-05,"{""source_url"": ""https://reliefweb.int/report/kenya/economic-stresses-dadaab-lead-refugee-family-breakups"", ""collected_at"": ""2026-07-13T00:51:45.800561""}"
125,Security & Safety,PSA,Public Safety Awareness,"The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Garissa and Marsabit Counties: Baseline (August 2025) - Kenya The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Garissa and Marsabit Counties: Baseline (August 2025) - Kenya KEY MESSAGES • Overall, households (HHs) were found to have a poor economic well-being, with many unable to meet basic needs or access essential services. Kenya, Africa | Complex Emergency - Operational Update #1 (MDRKE068) - Kenya Nine—including Wajir, Garissa, Kilifi, Marsabit, Kitui, Kwale, Kajiado, Isiolo, and Tana River—are in the “Alert” phase, and Mandera remains in the critical “Alarm” phase.",ReliefWeb Kenya,2026-01-07,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-cash-consortium-alert-based-cash-assistance-disaster-affected-communities-garissa-and-marsabit-counties-baseline-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
126,Security & Safety,PSA,Public Safety Awareness,Kenya Food Security Outlook Update December 2025 - Historic low October-December rainfall drives widespread Crisis (IPC Phase 3) - Kenya,ReliefWeb Kenya,2026-01-10,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-food-security-outlook-update-december-2025-historic-low-october-december-rainfall-drives-widespread-crisis-ipc-phase-3"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
127,Security & Safety,PSA,Public Safety Awareness,"In Kenya, UNHCR’s Salih urges greater solidarity and solutions for refugees [EN/AR] - Kenya In Kenya, UNHCR’s Salih urges greater solidarity and solutions for refugees [EN/AR] - Kenya NAIROBI – On his first official visit as United Nations High Commissioner for Refugees, Barham Salih today called for stronger global support to develop the solutions refugees need to rebuild their lives.",ReliefWeb Kenya,2026-01-12,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-unhcrs-salih-urges-greater-solidarity-and-solutions-refugees-enar"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
128,Security & Safety,PSA,Public Safety Awareness,"Drought leaves over two million vulnerable to health and nutrition crises in Kenya - Kenya Nine counties, Wajir, Garissa, Kilifi, Marsabit, Kitui, Kwale, Kajiado, Isiolo, and Tana River, are in the “alert” phase, while Mandera is in the critical “alarm” phase. The Kenyan government has warned that 2.5 million citizens are at risk of severe hunger and water scarcity if the drought persists. Acting on these early warnings, in November 2025, WHO handed over assorted emergency supplies to the Government of Kenya received, including cholera kits, pneumonia kits, and essential supplies and equipment pre-positioned in high-risk counties before the drought intensified. Climate change is intensifying these extreme weather patterns, making droughts and floods more severe and unpredictable.” “WHO is calling on national and county governments, humanitarian agencies, and communities to mobilize urgently,” said Dr. “Our immediate priority must be ensuring communities have access to adequate food supply and safe water for both people and livestock. Kenya | Joint Market Monitoring Initiative (JMMI) Dadaab and Kakuma Refugee Camp, Q3 2025 (July - September 2025) - Kenya INTRODUCTION As of the end of September, 2025, the total number of registered refugees and asylum-seekers in Kenya stood at 864,693.",ReliefWeb Kenya,2026-01-22,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-leaves-over-two-million-vulnerable-health-and-nutrition-crises-kenya"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
129,Security & Safety,PSA,Public Safety Awareness,Early warning systems and dryland communities in the Horn of Africa: Kenya country report - Kenya,ReliefWeb Kenya,2026-01-23,"{""source_url"": ""https://reliefweb.int/report/kenya/early-warning-systems-and-dryland-communities-horn-africa-kenya-country-report"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
130,Security & Safety,PSA,Public Safety Awareness,Republic of Kenya: 2024 - 2025 Drought Severity (25 Jan 2026) - Kenya,ReliefWeb Kenya,2026-01-25,"{""source_url"": ""https://reliefweb.int/map/kenya/republic-kenya-2024-2025-drought-severity-25-jan-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
131,Security & Safety,PSA,Public Safety Awareness,"What it is like to survive female genital mutilation (FGM) - Kenya Silence becomes compliance.” Campaigns like Men End FGM confront one of the strongest forces keeping FGM alive: the belief that a woman must be cut to be accepted, respected, and married. By rejecting that expectation publicly, men help dismantle the social pressure that makes the practice feel unavoidable to many young women and girls. “If the social incentives remain, families will find ways around the law – cutting in secret, crossing borders, or pressuring girls to comply.” Why many girls cannot refuse FGM In many communities, refusing FGM is not an option. The next thing we realised, they removed the surgery blades. The Gambian case is a stark reminder that access to justice does not rest on laws alone, but on the willingness to defend them. Why UN Women is essential in ending FGM Justice, Mootian argues, must go beyond punishment. “If we want justice, we must make sure both sides are catered for. And we apply sustained pressure – nationally, regionally and globally – to ensure that hard-won protections are boosted, not diluted.",ReliefWeb Kenya,2026-01-26,"{""source_url"": ""https://reliefweb.int/report/kenya/what-it-survive-female-genital-mutilation-fgm"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
132,Security & Safety,PSA,Public Safety Awareness,Kenya - Northern Kenya: Drought Severity and Population Exposure in Wajir County (28 Jan 2026) - Kenya Kenya - Northern Kenya: Drought Severity and Population Exposure in Samburu County (28 Jan 2026) - Kenya Kenya - Northern Kenya: Drought Severity and Population Exposure in Turkana County (28 Jan 2026) - Kenya Resettlement in Dadaab enables hundreds of refugee families to access services after years - Kenya I told them that we all came from the same place and we should endure together. Kenya - Northern Kenya: Drought Severity and Population Exposure in Marsabit County (28 Jan 2026) - Kenya Kenya - Northern Kenya: Drought Severity and Population Exposure in Mandera County (28 Jan 2026) - Kenya Kenya - Northern Kenya: Drought Severity and Population Exposure in Isiolo County (28 Jan 2026) - Kenya,ReliefWeb Kenya,2026-01-28,"{""source_url"": ""https://reliefweb.int/map/kenya/kenya-northern-kenya-drought-severity-and-population-exposure-wajir-county-28-jan-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
133,Security & Safety,PSA,Public Safety Awareness,"Republic of Kenya: Precipitation Anomaly - Standardized Precipitation Index(SPI) for the period 2024-2025 (30 Jan 2026) - Kenya Kenya - Key Message Update: Crisis (IPC Phase 3) outcomes expanding as anomalous dry conditions intensify, January 2026 - Kenya",ReliefWeb Kenya,2026-01-30,"{""source_url"": ""https://reliefweb.int/map/kenya/republic-kenya-precipitation-anomaly-standardized-precipitation-indexspi-period-2024-2025-30-jan-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
134,Security & Safety,PSA,Public Safety Awareness,"The crisis extended beyond food shortages to health and economic pressures, with authorities and humanitarian agencies warning of ongoing vulnerability until the next rainy season.",ReliefWeb Kenya,2026-02-02,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-drought-dref-final-report-mdrke065"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
135,Security & Safety,PSA,Public Safety Awareness,"Situation Update: Escalating Malnutrition and Acute Food Shortage in Kenya’s ASAL Counties Amid Worsening Drought: Urgent Multisectoral Action Needed to Save Lives (18th February 2026) - Kenya Four counties; Mandera, Wajir, Kwale, and Kilifi, are currently classified in the Alarm Phase, indicating critical drought conditions requiring urgent response. Twelve other counties, including Baringo, Tana River, Kajiado, Kitui, Lamu, Samburu, Laikipia, Narok, Turkana, Isiolo, Marsabit and Garissa are classified in the Alert Phase. Kenya | Complex Emergency Operation Update MDRKE068 - Kenya Nine counties including Wajir, Garissa, Kilifi, Marsabit, Kitui, Kwale, Kajiado, Isiolo, and Tana River are in the “Alert” phase, and Mandera remains in the critical “Alarm” phase. Water scarcity is deepening across northern and eastern Kenya, where many water points are now “near-dry” or in “alert” status.",ReliefWeb Kenya,2026-02-18,"{""source_url"": ""https://reliefweb.int/report/kenya/situation-update-escalating-malnutrition-and-acute-food-shortage-kenyas-asal-counties-amid-worsening-drought-urgent-multisectoral-action-needed-save-lives-18th-february-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
136,Security & Safety,PSA,Public Safety Awareness,"Urgent: 3.3 Million Kenyans face acute hunger as multi-year drought devastates ASAL counties: Urgent multisectoral action needed to save lives - Kenya Twelve other counties—Baringo, Tana River, Kajiado, Kitui, Lamu, Samburu, Laikipia, Narok, Turkana, Isiolo, Marsabit, and Garissa, remain in the Alert Phase, a worsening trajectory. Staggering Nutrition and Health Risks The humanitarian impact is most severe, especially among the most vulnerable population: • Malnutrition: Over 810,000 children (aged 6–59 months) and nearly 117,000 pregnant and breastfeeding mothers require urgent assistance & treatment for acute malnutrition. CALL TO ACTION: We are calling on the national government, ASAL county governments, development partners, and the private sector to provide resources and undertake immediate lifesaving interventions to prevent malnutrition, protect livelihoods, and prevent deaths.",ReliefWeb Kenya,2026-02-19,"{""source_url"": ""https://reliefweb.int/report/kenya/urgent-33-million-kenyans-face-acute-hunger-multi-year-drought-devastates-asal-counties-urgent-multisectoral-action-needed-save-lives"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
137,Security & Safety,PSA,Public Safety Awareness,"WHO and Novo Nordisk Foundation partner to advance health workforce education in Kenya - Kenya Last year, WHO AFRO launched the first-ever prototype competency-based curricula for 10 key health cadres including critical care nursing, general surgery and community health workers. ""Competency-based education ensures our health workers are prepared to address the real health challenges communities face, from preventing and managing chronic diseases including diabetes and heart disease to delivering quality care at every level. Kenya: Drought Snapshot (February 2026) - Kenya",ReliefWeb Kenya,2026-02-20,"{""source_url"": ""https://reliefweb.int/report/kenya/who-and-novo-nordisk-foundation-partner-advance-health-workforce-education-kenya"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
138,Security & Safety,PSA,Public Safety Awareness,"Kenya builds capacity to produce its own vaccines - Kenya During the COVID-19 pandemic, this dependency had serious consequences; when global demand surged, lower-income countries were consistently last to receive vaccines, with some waiting years while wealthier nations secured multiple rounds of supply. Should a health emergency arise, the same platform can be rapidly redirected to produce a response, shortening the time it takes for effective countermeasures to reach affected populations. The Pharmacy and Poisons Board is working alongside programme partners to ensure that vaccines produced locally meet the regulatory standards required to reach patients safely.",ReliefWeb Kenya,2026-02-23,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-builds-capacity-produce-its-own-vaccines"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
139,Security & Safety,PSA,Public Safety Awareness,Status of mobility of livestock in Kenya: Mapping of livestock routes and case studies on mobility blockages - Kenya,ReliefWeb Kenya,2026-02-24,"{""source_url"": ""https://reliefweb.int/report/kenya/status-mobility-livestock-kenya-mapping-livestock-routes-and-case-studies-mobility-blockages"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
140,Security & Safety,PSA,Public Safety Awareness,"Hanaano Programme | Concern Worldwide - Kenya The Realities of Adapting from Floodplains to Eco Villages | Concern Worldwide - Kenya To fully realise the eco‑village concept and ensure sustainability, further investment is required in infrastructure such as apiculture, livestock enterprises and irrigation systems.",ReliefWeb Kenya,2026-02-25,"{""source_url"": ""https://reliefweb.int/report/kenya/hanaano-programme-concern-worldwide"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
141,Security & Safety,PSA,Public Safety Awareness,Kenya introduces WHO child development assessment tool in national health survey for the first time - Kenya,ReliefWeb Kenya,2026-03-04,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-introduces-who-child-development-assessment-tool-national-health-survey-first-time"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
142,Security & Safety,PSA,Public Safety Awareness,"This month, leaders from around the world will convene at the United Nations office in New York to call for rights, justice and action to lift up all women and girls. “The officers I spoke to first admonished me and told me that this was not a criminal case, but rather a case of indecent behaviour on my part.” She tried to report the crime a second time, but was advised to hire a lawyer, which she could not afford. “I launched Girls For Girls Africa Mental Health Foundation, a registered non-profit that offers trauma-informed psychosocial support to survivors,” she explained.",ReliefWeb Kenya,2026-03-06,"{""source_url"": ""https://reliefweb.int/report/kenya/survivors-demand-justice-digital-gender-based-violence"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
143,Security & Safety,PSA,Public Safety Awareness,"Kenya - Floods (media, Kenya Met Department, NOAA - CPC) (ECHO Daily Flash of 9 March 2026) - Kenya Kenya Food Security Outlook February - September 2026: Slow recovery from historic poor short rains to sustain Crisis (IPC Phase 3) in pastoral areas - Kenya",ReliefWeb Kenya,2026-03-09,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-floods-media-kenya-met-department-noaa-cpc-echo-daily-flash-9-march-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
144,Security & Safety,PSA,Public Safety Awareness,Kenya | Severe weather and flash floods - DG ECHO Daily Map | 10/03/2026 - Kenya,ReliefWeb Kenya,2026-03-10,"{""source_url"": ""https://reliefweb.int/map/kenya/kenya-severe-weather-and-flash-floods-dg-echo-daily-map-10032026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
145,Security & Safety,PSA,Public Safety Awareness,Flooding contributed to a surge in water-borne and vector-borne diseases.,ReliefWeb Kenya,2026-03-11,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-flood-and-cholera-outbreak-2025-dref-final-report-mdrke066"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
146,Security & Safety,PSA,Public Safety Awareness,"Kenya: Climatic shocks drive Extremely Critical acute malnutrition among children and increasing numbers of high acute food insecurity - IPC Acute Food Insecurity and Acute Malnutrition Analysis (January – December 2026), Published on 12 March 2026 - Kenya",ReliefWeb Kenya,2026-03-12,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-climatic-shocks-drive-extremely-critical-acute-malnutrition-among-children-and-increasing-numbers-high-acute-food-insecurity-ipc-acute-food-insecurity-and-acute-malnutrition-analysis-january-december-2026-published-12-march-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
147,Security & Safety,PSA,Public Safety Awareness,"Kenya - Floods, update (NOAA-CPC, media) (ECHO Daily Flash of 16 March 2026) - Kenya As drought tightens its grip on northern Kenya, a new IPC report confirms the crisis is getting significantly worse - Kenya With more than 1 in 3 children affected, the risk of death from starvation, disease, and other preventable causes is only predicted to grow without urgent scale up of assistance. According to the National Drought Management Authority (NDMA) Drought Early Warning Bulletins, Garissa County remains in the Alert phase but has deteriorated between December 2025 and February 2026. CARE Kenya and partners are calling on donors to urgently increase the volume and quality of funding to respond the drought in Kenya. For media inquiries, please email usa.media@care.org, or contact Kelly Muthusi, CARE East and Central Africa, Regional Communications Associate, email: Kelly.Muthusi@care.org",ReliefWeb Kenya,2026-03-16,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-floods-update-noaa-cpc-media-echo-daily-flash-16-march-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
148,Security & Safety,PSA,Public Safety Awareness,"Canada strengthens humanitarian and economic partnerships during Secretary of State Sarai’s visit to Kenya - Kenya Kenya - Floods, update (Kenya Government, media, Kenya Met Department, NOAA-CPC) (ECHO Daily Flash of 18 March 2026) - Kenya",ReliefWeb Kenya,2026-03-18,"{""source_url"": ""https://reliefweb.int/report/kenya/canada-strengthens-humanitarian-and-economic-partnerships-during-secretary-state-sarais-visit-kenya"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
149,Security & Safety,PSA,Public Safety Awareness,"Kenya - Floods, update (Ministry of Interior and National Administration, Kenya Met, DG ECHO, media) (ECHO Daily Flash of 19 March 2026) - Kenya Residents in the affected areas should stay informed of official updates, avoid flood‑prone zones, and follow any evacuation or shelter‑in‑place instructions issued by authorities. Kenya | Cholera - Simplified Early Action Protocol (EAP No.: sEAP2025KE04, Operation No: MDRKE071) - Kenya The index case, reported in Migori, was linked to cross-border transmission which then creates the urgency with which the cross-border epidemic surveillance needs to be heightened. Kwale county has high cross border movement with Tanzania at Lunga Lunga and was categorized under ‘Alert’ drought phase by the National Drought Management Authority (NDMA, 2025)6 and faces inadequate availability of safe water.",ReliefWeb Kenya,2026-03-19,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-floods-update-ministry-interior-and-national-administration-kenya-met-dg-echo-media-echo-daily-flash-19-march-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
150,Security & Safety,PSA,Public Safety Awareness,"New Somali refugees in Dadaab camps find no services, no aid - Kenya Kenya - Floods, update (Ministry of Interior and National Administration, Kenya Met, media) (ECHO Daily Flash of 23 March 2026) - Kenya On 20 March, residents living downstream of the Nairobi Dam were ordered to evacuate after authorities warned that rising water levels threatened to breach the dam embankment, creating an imminent risk of flooding.",ReliefWeb Kenya,2026-03-23,"{""source_url"": ""https://reliefweb.int/report/kenya/new-somali-refugees-dadaab-camps-find-no-services-no-aid"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
151,Security & Safety,PSA,Public Safety Awareness,"World Water Day: Salesian Missions highlights water projects that make clean, fresh water available in communities - Kenya While serving as a reminder of the global population who suffers from water-related issues, the day also provides calls to action to prepare for the management of water in the future. To ensure optimal groundwater availability, a survey was conducted to identify the most suitable location for drilling. A borewell was drilled to access a sustainable aquifer and then a high-capacity submersible pump was installed, along with durable piping and electrical connections to ensure efficient water extraction.",ReliefWeb Kenya,2026-03-24,"{""source_url"": ""https://reliefweb.int/report/kenya/world-water-day-salesian-missions-highlights-water-projects-make-clean-fresh-water-available-communities"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
152,Security & Safety,PSA,Public Safety Awareness,"Kenya - Severe weather and floods, update (Meteo Kenya, media) (ECHO Daily Flash of 25 March 2026) - Kenya Forecasts warn of further moderate rainfall expected over the next two days, particularly in the northern, western, and southeastern parts of the country. Unlocking refugee work authorisation in Kenya: A practical framework for economic inclusion, institutional alignment, and national growth (March 2026) - Kenya",ReliefWeb Kenya,2026-03-25,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-severe-weather-and-floods-update-meteo-kenya-media-echo-daily-flash-25-march-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
