PSA_ID,Domain,Sub_Category,English,Notice_Style,Source,Date,Metadata
419,Governance,Public Service Delivery,"22nd May, 2026 THE KENYA GAZETTE 2551 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
420,Governance,Public Service Delivery,"252552251 27 THE KENYA GAZETTE 22nd May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
421,Governance,Public Service Delivery,"8, erected on a GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
422,Governance,Public Service Delivery,"containing 0.0519 hectare or thereabouts, known as Nairobi/Block 126/2709, situate in the district of Nairobi, and whereas sufficient evidence has been adduced to show that the said certificate of lease has GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
423,Governance,Public Service Delivery,"13409/1, and whereas sufficient evidence has been adduced to show GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
424,Governance,Public Service Delivery,"Nairobi in the Republic of Kenya, is registered as proprietor of *Gazette Notice No.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
425,Governance,Public Service Delivery,"leasehold ownership interest of all that piece of land containing 0.0450 hectare or thereabouts, known as Nairobi/Block 126/2688, situate in the district of Nairobi, and whereas sufficient evidence has been adduced to show that the said certificate of lease has been lost, notice GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
426,Governance,Public Service Delivery,"leasehold ownership interest of all that piece of land containing 0.0533 hectare or thereabouts, known as Nyahururu Municipality Block 6/419, situate in Nyandarua County, and whereas sufficient evidence has been adduced to show that the said certificate of lease has been GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
427,Governance,Public Service Delivery,"WHEREAS Mark Maurice Mutevu (deceased), is registered as proprietor of leasehold ownership interest of all that piece of land containing 0.0113 hectare or thereabouts, known as Nairobi/Block GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
428,Governance,Public Service Delivery,"22nd May, 2026 THE KENYA GAZETTE 2553 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
429,Governance,Public Service Delivery,"229, situate in the district of Nairobi, and whereas (1) John Nduati Muiruri, (2) Joseph Thairu and (3) James Ngugi Muiruri, are the administrators of the estate of the deceased, and GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
430,Governance,Public Service Delivery,"330/1311, situate in GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
431,Governance,Public Service Delivery,"Box 12256–00400, Nairobi in the GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
432,Governance,Public Service Delivery,"2327/192, situate in the city of Nairobi in the Nairobi Area, by virtue of a conveyance, registered as Volume N61, Folio 263/1, File 19551, and whereas sufficient evidence has been to GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
433,Governance,Public Service Delivery,"330/1311, situate in the city of Nairobi in the Nairobi Area, by virtue of a lease, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
434,Governance,Public Service Delivery,"252554251 47 THE KENYA GAZETTE 22nd May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
435,Governance,Public Service Delivery,"22nd May, 2026 THE KENYA GAZETTE 2555 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
436,Governance,Public Service Delivery,7465 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
437,Governance,Public Service Delivery,"252556251 67 THE KENYA GAZETTE 22nd May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
438,Governance,Public Service Delivery,"22nd May, 2026 THE KENYA GAZETTE 2557 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
439,Governance,Public Service Delivery,7480 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
440,Governance,Public Service Delivery,"252558251 87 THE KENYA GAZETTE 22nd May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
441,Governance,Public Service Delivery,7487 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
442,Governance,Public Service Delivery,300) ISSUE OF A NEW LAND TITLE DEED GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
443,Governance,Public Service Delivery,"show that the said land title deed issued thereof has been lost, notice is given that after the expiration of sixty (60) days from the date hereof, I shall issue a replacement title provided that no objection has been GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
444,Governance,Public Service Delivery,"ISSUE OF A NEW LAND TITLE DEED WHEREAS Koiyaki ole Ntamorua (ID/0101258), is registered as proprietor in absolute ownership interest of all that piece of land GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
445,Governance,Public Service Delivery,"1/27366, and whereas sufficient evidence has been adduced to show that the said land title deed issued thereof has been lost, notice is given that after the expiration of sixty (60) days from the date hereof, I shall GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
446,Governance,Public Service Delivery,"Box 50914, Nairobi in the Republic of Kenya, is registered as proprietor in absolute ownership interest of all that parcel of land containing 0.125 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
447,Governance,Public Service Delivery,"Donyosabuk/Komarock Block 1/27367, and whereas sufficient evidence has been adduced to show GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
448,Governance,Public Service Delivery,"Samuel Wachira Mutuanja (ID/10188552) and (3) Wachira Ndirangu 252650261 07 THE KENYA GAZETTE 22nd May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
449,Governance,Public Service Delivery,7502 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
450,Governance,Public Service Delivery,7503 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
451,Governance,Public Service Delivery,"22nd May, 2026 THE KENYA GAZETTE 2561 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
452,Governance,Public Service Delivery,"252652261 27 THE KENYA GAZETTE 22nd May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
453,Governance,Public Service Delivery,7519 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
454,Governance,Public Service Delivery,"22nd May, 2026 THE KENYA GAZETTE 2563 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
455,Governance,Public Service Delivery,"252654261 47 THE KENYA GAZETTE 22nd May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
456,Governance,Public Service Delivery,"22nd May, 2026 THE KENYA GAZETTE 2565 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
457,Governance,Public Service Delivery,"252656261 67 THE KENYA GAZETTE 22nd May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
458,Governance,Public Service Delivery,"63979/1, and whereas sufficient GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
459,Governance,Public Service Delivery,"44805/1, and whereas the GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
460,Governance,Public Service Delivery,"63978/1, and whereas sufficient GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
461,Governance,Public Service Delivery,"192864/1, and whereas the said land register in GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
462,Governance,Public Service Delivery,"256704/1, and whereas the said land register in respect thereof is lost or destroyed and efforts made to GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
463,Governance,Public Service Delivery,"12715/6/6), situate in the Mavoko Municipality in the Machakos District, by virtue GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
464,Governance,Public Service Delivery,"22nd May, 2026 THE KENYA GAZETTE 2567 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
465,Governance,Public Service Delivery,7560 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
466,Governance,Public Service Delivery,"executed a deed of indemnity in favour of the Government of the Republic of Kenya, notice is given that at the expiration of sixty (60) days from the date hereof provided no valid objection has been GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
467,Governance,Public Service Delivery,60 CONTENTS GAZETTE NOTICES GAZETTE NOTICES—(Contd.) PAGE Appointment of Judges ............................................................,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
468,Governance,Public Service Delivery,2222–2126 The Judicial Service Commission Act—Appointment .........,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
469,Governance,Devolution and Local Governance,"28, 29, 30, 31, 32, 33, 34, 35, 36 and 37 County Governments Notices .................................................",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
470,Governance,Elections and Voter Education,"175 The Elections Act—By-Election for Member of the 19—The Civil Aviation (Operation of Aircraft– National Assembly for Ol Kalou Constituency, Helicopters) Regulations, 2025 ...........................",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
471,Governance,Public Service Delivery,631 The Mental Health Act—Appointment ..................................,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
472,Governance,Public Service Delivery,5806 ------------------ THE CONSTITUTION OF KENYA IN Gazette Notice No.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
473,Governance,Public Service Delivery,"E3 of 2023, APPOINTMENT OF JUDGES OF THE ENVIRONMENT AND LAND COURT amend the petitioner’s name printed as “Teresia Misti Lengee” to read IN EXERCISE of the powers conferred by Article 166 (1) (b) of “Teresia Misti Lengees” and the deceased’s name printed as “Maasai the Constitution of Kenya, I, William Samoei Ruto, President of the Lekipalka” to read “Maasai Lekipaika”.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
474,Governance,Public Service Delivery,"Republic of Kenya and Commander-in-Chief of the Defence Forces, ------------------ appoint— IN Gazette Notice No.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
475,Governance,Public Service Delivery,Gerhard Gitonga Muchege IN Gazette Notice No.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
476,Governance,Public Service Delivery,Ben Mark Ekhubi ------------------ Josphat Ngeria Kuyioni IN Gazette Notice No.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
477,Governance,Public Service Delivery,5807 JUDICIAL SERVICE COMMISSION ------------------ IN Gazette Notice No.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
478,Governance,Public Service Delivery,"47 of 2016, amend APPOINTMENT the deceased’s name printed as “Mwangi Wathani” to read “Mwangi IN EXERCISE of the powers conferred by Article 161 (3) of the Wathani alias Wathani Mr.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
479,Governance,Public Service Delivery,"Mercy Lamwenya, Atieno Julie Ogolla, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
480,Governance,Public Service Delivery,"and; THE CONSTITUTION OF KENYA Shekina Rehema Masha, APPOINTMENT OF JUDGES OF THE HIGH COURT as an Assistant Deputy Registrar, with effect from the 15th September, 2025.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
481,Governance,Public Service Delivery,Joseph Maloba Were GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
482,Governance,Public Service Delivery,"Kennedy Lenkamai Kandet National Police Service Act, 2011, the Cabinet Secretary for Interior Hon.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
483,Governance,Public Service Delivery,"Catherine Akaigwa Kassim Hillo Karray, 24th April, 2026 THE KENYA GAZETTE 2077 Hillo Hudda, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
484,Governance,Public Service Delivery,"Civil Aviation Act, the Cabinet Secretary for Roads and Transport establishes the Aircraft Accident Investigation Team, which shall Dated the 23rd April, 2026.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
485,Governance,Public Service Delivery,"consist of the following persons— KIPCHUMBA MURKOMEN, Cabinet Secretary for Interior and National Administration.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
486,Governance,Public Service Delivery,Peter Maranga – Chairperson Fredrick Kabunge – Co-Chairperson Fredrick Aggrey Opot (Eng.) – Vice- Chairperson GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
487,Governance,Public Service Delivery,"148 of 2017) Joint Secretaries: APPOINTMENT Brenda Mwango, Mathias Ombasa, IT IS notified for the general information of the public that Albert Mwangeka, pursuant to regulation 7 (1) of the Mining (Community Development Agreement) Regulations, 2017, the following are members of the 1.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
488,Governance,Public Service Delivery,The Team shall prepare and submit to the Cabinet Secretary a comprehensive report of its findings and make any recommendations Under paragraph (g)— to address any safety issues that may be identified out of the findings for action by the aviation industry in Kenya.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
489,Governance,Public Service Delivery,"Under paragraph (h)— DAVIS CHIRCHIR, Samwel Emmanuel Sibare, Cabinet Secretary for Roads and Transport.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
490,Governance,Public Service Delivery,"Under paragraph (i)— Martin Donald Denje, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
491,Governance,Public Service Delivery,"following parts of Marsabit County declared as security disturbed and dangerous by the Cabinet Secretary for Interior and National Dated the 3rd February, 2026.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
492,Governance,Public Service Delivery,"Administration: HASSAN ALI JOHO, Cabinet Secretary for Mining, Hillo Gorgora, Blue Economy and Maritime Affairs.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
493,Governance,Public Service Delivery,"Hillo Orofa, 202708271 87 THE KENYA GAZETTE 24th April, 2026 Hillo Walkite, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
494,Governance,Devolution and Local Governance,"5814 Hillo Tanzania, THE COUNTY GOVERNMENTS ACT Hillo Irress Abamartille, Hillo Gootu, (Cap.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
495,Governance,Devolution and Local Governance,"MOHAMED ADAN KHALIF, MR/8118392 Governor, Mandera County.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
496,Governance,Devolution and Local Governance,5812 THE COUNTY GOVERNMENTS ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
497,Governance,Devolution and Local Governance,265) THE COUNTY GOVERNMENTS ACT (Cap.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
498,Governance,Public Service Delivery,"Osoi Chairperson, Irene Tunta Nchoe Advocate of the High Court of to be the County Secretary and Head of County Public Service, for a period of five (5) years, with effect from the 8th April, 2026.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
499,Governance,Devolution and Local Governance,"Kipkorir Koech Charles Representative of ICPAK, ERICK KIPKOECH MUTAI (DR.), Simiren Parmeres Soyiantet Representative of Association of MR/8118186 Governor, Kericho County.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
500,Governance,Elections and Voter Education,Workers to be Members of the Selection Panel for the selection of nominees for GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
501,Governance,Public Service Delivery,5816 Appointment as Chairperson and Members of the Narok County Public Service Board.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
502,Governance,Devolution and Local Governance,"THE PUBLIC APPOINTMENT (COUNTY ASSEMBLIES PATRICK KETURET OLE NTUTU, APPROVAL) ACT MR/8118410 Governor, Narok County.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
503,Governance,Devolution and Local Governance,5 of 2017) COUNTY GOVERNMENT OF MAKUENI GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
504,Governance,Devolution and Local Governance,5813 WOTE MUNICIPALITY BOARD THE CONSTITUTION OF KENYA 2010 APPOINTMENT THE COUNTY GOVERNMENTS ACT PURSUANT to powers conferred by section 14 of the Urban Areas and Cities Act and section 7 of the Public Appointments (County (Cap.,TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
505,Governance,Devolution and Local Governance,"265) Assemblies Approval) Act and upon approval by Makueni County Assembly on the 8th April, 2026, I, Mutula Kilonzo Junior, Governor, THE WATER ACT Makueni County do appoint the persons named in first column to serve in Wote Municipality Board, in the position named in the second (Cap.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
506,Governance,Public Service Delivery,EXTENSION OF TERM Gedion Muoki Kimilu Chairperson PURSUANT to the appointment of the Members and Chairperson Elizabeth Mueni Mbevi Member of the Narok Water and Sewerage Services Company Board vide Damaris Ndinda Nduva Member Gazette Notice No.,TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
507,Governance,Devolution and Local Governance,"1429 of 2023, I, Patrick Keturet Ole Ntutu, Carolyne Katunge Mutanya Member Governor of Narok County extend the term of the Members of the James Kamae Kamami Member Board and Chairperson by two (2) years.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
508,Governance,Devolution and Local Governance,"PATRICK KETURET OLE NTUTU, MUTULA KILONZO JUNIOR, MR/8118410 Governor, Narok County.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
509,Governance,Public Service Delivery,"24th April, 2026 THE KENYA GAZETTE 2079 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
510,Governance,Devolution and Local Governance,"5819 THE CONSTITUTION OF KENYA THE PUBLIC FINANCE MANAGEMENT ACT, 2012 THE COUNTY GOVERNMENTS ACT THE PUBLIC FINANCE MANAGEMENT (COUNTY (Cap.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
511,Governance,Devolution and Local Governance,"265) GOVERNMENT) REGULATIONS, 2015 THE URBAN AREAS AND CITIES ACT COUNTY GOVERNMENT OF GARISSA (No.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
512,Governance,Public Service Delivery,"13 of 2011) THE AUDIT COMMITTEE GUIDELINES FOR COUNTY THE PUBLIC APPOINTMENT (COUNTY ASSEMBLIES GOVERNMENTS, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
513,Governance,Devolution and Local Governance,"5 of 2017) APPOINTMENT COUNTY GOVERNMENT OF KILIFI IN EXERCISE of the powers conferred by the Public Finance KILIFI MUNICIPALITY BOARD Management Act, 2012 and the Public Finance Management (County Government) Regulations, 2015 and the Audit Committee Guidelines APPOINTMENT for County Governments, Gazette Notice No.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
514,Governance,Devolution and Local Governance,"GIDEON MAITHA MUNG’ARO, MR/8118461 Governor, Kilifi County GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
515,Governance,Devolution and Local Governance,"372) ISSUE OF A PROVISIONAL CERTIFICATE THE WATER (SERVICES) REGULATIONS, 2025 WHEREAS David Maina Kimani and (2) Mercy Mwendia COUNTY GOVERNMENT OF ISIOLO Nyagah, both of P.O.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
516,Governance,Public Service Delivery,"337/1002/667), situate in the Mavoko SEWERAGE COMPANY LIMITED Municipality in the Machakos District, by virtue of a certificate of APPOINTMENT title, registered as I.R.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
517,Governance,Devolution and Local Governance,"Governor Isiolo County, has appointed the following persons as Members of the Board of Directors of the Isiolo Water and Sewerage E.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
518,Governance,Public Service Delivery,"Guyo Tuke Dabelo — Chairperson, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
519,Governance,Public Service Delivery,"Box 46, Karatina in the Republic of Kenya, are registered as the appointment of the Chairperson and the Members under 2 (a) proprietors of all that parcel of land known as L.R.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-04-24/73/eng@2026-04-24
