Category,English
health,"Through this alignment, EPHI and its partners aim to avoid duplication and maximize the impact of limited resources and accelerate progress toward a resilient and responsive health system."
health,"The project has also supported training for health workers, mental health and gender-based violence services, and rapid response to disease outbreaks such as cholera, measles, and malaria."
health,"According to Professor Francis Chisaka Kasolo, WHO Representative (a.i.) to Ethiopia, the African Union, and UNECA, the renovation included structural rehabilitation, restoration of power, water and sanitation systems, as well as upgrades to maternity and emergency units."
health,"WHO, as the implementing agency, worked closely with national and regional authorities to ensure the support reaches those most in need."
health,"Addis Ababa, 14 October 2025 — Ethiopia has taken a major step forward in the fight against tuberculosis (TB) by launching a national AI-powered digital X-ray system for TB screening."
health,"The launch, held on 18 September 2025 during the Annual Tuberculosis, Leprosy and Other Lung Diseases Review Meeting, was officiated by Dr Dereje Duguma, State Minister of Health."
health,WHO played a central role in developing the National Implementation Guideline on AI-Powered Digital X-ray for Tuberculosis Screening and in building the capacity of health workers across the country.
health,"During the event, WHO Ethiopia received a certificate of recognition from the Ministry of Health for its unwavering support to the National Tuberculosis, Leprosy and Other Lung Diseases Program and the country’s broader fight against TB."
health,"Tuberculosis (TB) is an infectious disease caused by Mycobacterium tuberculosis, which most commonly affects the lungs."
health,"Many people infected with TB may not develop symptoms, but those with active disease often experience a persistent cough, low-grade fever, night sweats, loss of appetite, and significant weight loss."
health,Ethiopia is among the 30 high-burden countries for TB and TB/HIV.
health,"According to the WHO Global TB Report 2024, there are an estimated 188,000 (146 per 100,000) incident TB cases in Ethiopia."
health,"The agency is opening up its National Reference Laboratory in Gaduwa, Abuja so students can learn more about the role the institution plays in detecting, stopping and preventing infectious disease outbreaks."
health,Schools are invited to register for the monthly tour slot through this form:
health,"The NICD is a valuable resource available to all South African universities and provides training for medical registrars, intern medical scientists and intern medical technologists in public health-oriented communicable diseases."
health,"Centre for Disease Control and Prevention (CDC) 2-year residency training program in applied epidemiology, which commenced in the 1950’s."
health,"The global pandemic of coronavirus disease 2019 (COVID-19) was first reported on 31 December 2019 by the World Health Organization country office following a cluster of pneumonia cases in Wuhan City, Hubei Province of China."
health,"To date, COVID-19 has become a global pandemic and it is continuing to spread across the globe."
health,First Despite the availability of vaccines for influenza – or flu – the virus continues to Sub-Saharan Africa is disproportionally affected by malaria.
health,Various guidelines on the treatment and prevention of COVID-19 including clinical management of cases and the use of cloth masks.
health,"Ways to minimise the risk of COVID-19 All you need to know about travelling Alerts, Videos and Infographics"
health,"On 7 January 2020, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was confirmed as the causative agent of coronavirus disease 2019 (COVID-19)."
health,People who have been in contact with a confirmed case of COVID-19 are at an increased risk of infection and disease.
health,"The elderly and individuals with co-morbidities, such as heart disease (including high blood pressure), chronic respiratory diseases, cancer patients, endocrine diseases (such as diabetes), have been found to be at a higher risk of severe illness and mortality associated with COVID-19."
health,"If you touch these surfaces the virus may transfer to your hands, then to mouth, nose or eyes when you touch your face."
health,Isolation for Asymptomatic COVID infection 1.1 People with asymptomatic COVID infection do not need to isolate .
health,"A special scenario is asymptomatic COVID infection in individuals who are admitted to hospital, or in a congregate setting with people at risk of severe disease, such as a care home."
health,"In such settings, individuals with asymptomatic infection should be isolated in a separate room, or in a COVID ward, for 5 days from the date of the test. 1.3."
health,"Asymptomatic COVID infected staff at health facilities and care homes, should stay away from the workplace for 5 days from the date of the test."
health,"Where possible to do so, they should work remotely from home. 2.Isolation for Mild Symptomatic COVID infection Those with symptomatic COVID infection who have mild disease (they do not require hospitalisation for COVID pnuemonia) should isolate for 7 days from the date of start of symptoms."
health,All quarantine should be stopped .
health,Those with ongoing exposure to asymptomatic COVID infected persons (since these people are not isolating) or to symptomatic COVID infected persons (e.g. the caregiver of symptomatic infected child) do not need to quarantine. 4.4.
health,"Those who had exposure to COVID should closely watch out for COVID symptoms, and isolate if any symptoms develop. 5."
health,Contact Tracing 5.1.
health,Active contact tracing should be stopped. 5.2.
health,"Passive contact informing by alerting (either by a clinician or an sms) people with COVID to inform others that they have been exposed to the coronavirus and should watch out for COVID symptoms, should continue."
health,Antibiotics do not treat viral infections.
health,Isolation for Asymptomatic COVID infection People with asymptomatic COVID-19 infection do not need to isolate.
health,However they should be advised to: Isolation for Mild Symptomatic COVID-19 infection Those with symptomatic COVID infection who have mild disease (they do not require hospitalisation for COVID pnuemonia) should isolate for 7 days from the date of start of symptoms.
health,"If you test positive then it means that genetic material of the virus was detected in your sample, which is normally a sample collected from your nose or throat and confirms a diagnosis of SARS-CoV-2 infection."
health,"Although the PCR test is a very sensitive test, there is no test that is 100% sensitive and so if you are tested very early in your infection, and the viral loads in your body are low then the test may not detect the virus."
health,"Similarly, if you are tested towards the end of the infection, your test result may change to negative."
health,"For medical/clinical related queries by health care professionals only , contact the NICD hotline at 0800 111131."
health,For quick reference guidelines for healthcare workers CLICK HERE The government has a number of helplines and call centres through which you can get information about services and programmes.
health,These are available here; For GOVERNMENT CALL CENTRES AND HELPLINES CLICK HERE For more COVID-19 information MORE INFO HERE
health,"However, some changes may affect the virus’s properties, such as how easily it spreads, the associated disease severity, or the performance of vaccines, therapeutic medicines, diagnostic tools, or other public health and social measures."
health,"Please Note: Going forward, this SARS-CoV-2 NGS-SA report will no longer be generated."
health,"However, circulating SARS-CoV-2 lineages will continue to be monitored and will be reported in the Weekly Respiratory Pathogens Surveillance Report."
health,"Please see below the NGS-SA report (09 Septrmber 2024) Testing for SARS-CoV-2 throughout the whole country is very low, and as a result few specimens are being submitted for sequencing."
health,SARS-CoV-2 detections remain stable from systematic testing from sentinel syndromic surveillance ( WEEKLY RESPIRATORY PATHOGENS SURVEILLANCE REPORT WEEK ).
health,"COVID-19 QUICK REFERENCE FOR clinical HEALTHcare WORKERS (AUG 2021) NHLS, COMMUNITY SCREENING AND TESTING QUICK REFERENCE FOR HEALTH WORKERS (23 APRIL 2020) Please note that COVID-19 specific notification tools have been developed to collect additional data elements than collected for other NMCs."
health,The enhanced data elements help to inform the national response to the COVID-19 pandemic.
health,Please use these COVID-19 specific tools for all COVID-19 notifications.
health,The reports provide up-to-date information and guidance based on current evidence and inform the National Clinical Guidelines for the Clinical Management of suspected or confirmed COVID-19 disease.
health,The operational requirements of the OHSS have also been subjected to scrutiny to ensure that it upholds all aspects – in terms of confidentiality and ethical standards – as determined by South African Regulations in relation to COVID-19.
health,DAILY SYMPTOM MONITORING TOOL (AUG 2020) COVID-19 CONTACT LINE LIST (AUG 2020) SARS-CoV-2 SPECIMEN SUBMISSION FORM (APRIL 2020) OUTBREAK RESPONSE AND INVESTIGATION IN HEALTHCARE FACILITIES (25 JUNE 2020) TRAINING POWERPOINT FOR PORT HEALTH (2020)
health,"However, there are new issues covered such as the use of antigen self-tests update on testing eligibility and revision of guidance on reporting results. *Please note* The interim guidelines are based on what is currently known about the Coronavirus Disease (COVID-19)."
health,The National Institute for Communicable Diseases aims to give you relevant and helpful information concerning COVID-19.
health,"Through this page, we seek to provide you with answers to some of the most common questions; what to do if you have been in close contact with a COVID-19 infected person?What to do when you think you have COVID-19?"
health,What you should do when you have tested positive for COVID-19?
health,"If you suspect you have contracted COVID-19, but haven’t tested, read here ."
health,"And if you have tested positive for COVID-19, and unsure what do to next, read here ."
health,The COVID-Alert APP alerts subscribers and provides relevant information if they have been in contact with any person who has tested positive for the virus.
health,We request all international travellers who intend to visit the country to download the APP so that they can monitor and minimise their risk of exposure to the COVID-19 virus.
health,"Travellers intending to visit the country will have to produce a valid certificate of of a negative COVID-19 test, recognised by the World Health Organization, that was obtained not more than 72 hours before the date of travel."
health,High-risk travellers are those who come from countries with higher numbers of COVID-19 infections and reported deaths compared to South Africa.
health,Can I travel to a high-risk country to visit a family member?
health,Please be mindful though that countries can close their borders to international travellers at any given stage to curb the spread of the virus.
health,"In addition and must observe social distancing, ensure handwashing, and sanitise regularly."
health,A passenger who is unable to wear a face mask due to an underlying medical condition must submit a medical certificate from a registered medical practitioner to the Operator prior to departure.
health,"A passenger must provide to the Operator a certificate of a negative COVID-19 tests, recognised by the World Health Organization, obtained not more than 72 hours before the date of travel."
health,An Operator must ensure the following risk mitigation measures for crew members: (a) conduct risk assessments to ensure that crew members are fit and proper before they undertake their travel duties and mitigate the risk of COVID-19 crew infections; and (b) ensure that crew members are protected whilst on duty.
health,"To this end, we will also allow visitors, in whichever category, who are coming to stay for a three months period or more subject to Covid-19 protocols."
health,"People who need to apply must direct email requests to: Covid19BusinessTravel@dha.gov.za, supported by— (a) a copy of passport and/or temporary residence visa; (b) proof of business activities to be undertaken in the Republic; (c) proof of travel itinerary; and (d) proof of address or accommodation in the Republic."
health,"On 7 January 2020, the virus that causes coronavirus disease 2019 (COVID-19) was confirmed as Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)."
health,"Most people who get COVID-19, recover fully within a few weeks."
health,For more information on COVID-19 please visit our COVID-19 Frequently Asked Questions.
health,Presently it is believed that as many as 1 in 10 people who become ill with COVID-19 have not recovered fully when followed up 9 months after their acute illness.
health,"Patients who become ill with COVID-19 may have damage to their lungs, heart and brain, but other organs in the body may have been affected too, which can result in a wide variety of symptoms."
health,"However, there isn’t enough evidence for now and we do not fully understand the reason people develop Long COVID."
health,"Importantly, patients who contracted COVID-19 cannot spread the virus once they have completed the period of initial infection – usually 10 days after the onset of symptoms or the date of the positive SARS-CoV-2 test."
health,Patients who suffer from Long COVID cannot give another person COVID-19 or Long COVID.
health,"For this reason, if a patient became ill, had a positive COVID-19 test, recovered fully and then started to develop symptoms again, they should be retested for COVID-19."
health,"It is unknown how many people suffer from Long COVID, but any COVID-19 patient can be affected, including those who experienced mild symptoms and those who had severe disease and were treated in hospital."
health,A diagnosis of Long COVID should only be made by a doctor or a nurse after a thorough history and examination to exclude other causes of the symptoms.
health,"Other causes for symptoms may include: Patients who should be considered to have Long COVID: There are many different viruses and infections that can cause symptoms similar to COVID-19 and Long COVID, so it is important to look for other conditions before making a diagnosis of Long COVID."
health,"Patients need to know that they are not alone and research has found that most symptoms, if not all, will go away with time."
health,"However, patients with troublesome symptoms or with symptoms that fail to resolve in 6-8 weeks should visit their nearest doctor or clinic."
health,"Every Long COVID patient is different, as such, every patient will need treatment specific to their symptoms which can be managed by their family doctor or clinic."
health,"Long COVID is not a contraindication to vaccination, and COVID-19 vaccination may even sometimes improve Long COVID symptoms."
health,"Sudden onset severe acute symptoms such as severe chest pain, or difficulty breathing are not typical of Long COVID, and patients should go to their nearest clinic or hospital as soon as possible."
health,"This team may include: Depending on the specific problems, home management strategies may include the following : If you feel that your symptoms are becoming worse or are not subsiding, please visit your nearest doctor or clinic for further assistance."
health,"But if you had COVID-19 and continue to have bothersome symptoms (such as severe fatigue, or chest discomfort or shortness of breath) after 2 to 3 weeks, visit your GP."
health,You should also make an appointment with your GP if you start to feel worse or develop any new symptoms.
health,The only way to avoid Long COVID is to avoid getting COVID-19.
health,The best way to prevent COVID-19 is to get vaccinated.
health,"In addition to protecting yourself, getting the vaccine will also help protect other people, including those who are at higher risk of getting very sick or dying."
health,"Vaccination does not worsen Long COVID symptoms, and a small study suggested that vaccination might even lead to a small improvement in some symptoms."
health,"People who are still waiting to be vaccinated can lower their risk through social distancing, wearing face masks in public and washing their hands often."
health,"Here are some key messages: Ensuring other medical conditions are well-controlled including HIV, tuberculosis, anaemia, diabetes mellitus and mental health issues so that they don’t contribute to ongoing symptoms."
health,The objective is that youngsters will understand that heroes do not always fly overhead or shoot spider webs from their wrists.
health,The National Institute for Communicable Diseases (NICD) aims to give you access to important information tools relevant to the outbreak of COVID-19.
health,"7th July 2026, Kampala – The Ministry of Health has flagged off a consignment of maternal and newborn care equipments worth approximately UGX 2.1 billion, marking a significant step in strengthening emergency obstetric and newborn care services across Uganda’s high-volume public health facilities."
health,"As a Ministry, we remain committed to working with our partners to ensure these investments translate into better health outcomes for Ugandan families,” Dr."
health,It must go hand in hand with competent health workers and strong systems of care.
health,"That is why the Ministry continues to support comprehensive training, mentorship and quality improvement initiatives to ensure that mothers and newborns receive the right care at the right time,” Dr."
health,"According to the technical preparations, the equipments will immediately be distributed to beneficiary facilities, while District Health Teams will oversee installation, orientation of health workers and post-delivery monitoring to ensure effective utilization."
health,He further highlighted that the donation will strengthen Uganda’s efforts to ensure uninterrupted access to essential deworming medicines and support national disease prevention initiatives.
health,"George Upentho DuGuMm, thanked representatives from Food for the Hungry Canada, Nutrition Partners and Mildmay Uganda for the generous donation. “On behalf of the Ministry of Health, we reaffirm our commitment to ensuring that these medicines reach the intended beneficiaries through established government systems,” Dr."
health,"CDC is aware of a U.S. citizen working for a humanitarian organization in the Democratic Republic of the Congo (DRC) who has tested positive for Bundibugyo virus , a type of Ebola."
health,"CDC is working with the patient's employing organization, other U.S. federal agencies, public health authorities, and partners in DRC to help prevent further transmission by supporting contact tracing and performing risk assessments to identify high-risk contacts. ### U.S."
health,"CDC drives science, public health research, and data innovation in communities across the country by investing in local initiatives to protect everyoneâs health."
health,A CDC food safety alert has been posted at https://www.cdc.gov/ecoli/outbreaks/blueberries-07-26/index.html .
health,"What the Public Should Do: What Businesses Should Do: If you have questions about cases in a particular state, please call that state's health department."
health,"If you are a member of the media, please fill out this Request for Comment form to submit your media inquiry to CDC. ### U.S."
health,The Centers for Disease Control and Prevention (CDC) is seeing the earliest start to the West Nile virus (WNV) season in the United States with the highest number of human disease cases reported by this time of year since 2004.
health,"Since 2004, an average of 10 human disease cases has been reported to CDC by the end of June."
health,CDC is working closely with public health partners nationwide to monitor disease activity and provide guidance to help communities reduce the risk of infection.
health,The latest data on WNV can be found here - https://www.cdc.gov/west-nile-virus/data-maps/current-year-data.html For more information about West Nile virus visit www.cdc.gov/westnile .
health,Most people infected with West Nile virus do not develop symptoms.
health,Please note: This transcript has not been edited and may contain errors. 00:21:22 Operator Good afternoon and thank you all for standing by.
health,For the duration of today's call all listeners are in a listen-only mode until the question-and-answer session.
health,"Today's call is being recorded; if you have any objections, please disconnect at this time."
health,CDC continues to support response efforts for the Ebola outbreak in the Democratic Republic of the Congo and Uganda.
health,"Satish Pillai, who is leading CDC 's Ebola response; he will provide an update on the current outbreak and CDC 's response efforts."
health,"Following their remarks,, we'll open it up for your questions; with that, I'll turn the call over to Dr."
health,"Pillai [suh-TEESH puh-LYE], M.D., M.P.H., Incident Manager for CDC's Ebola response Thank you Ben, and thank you all for joining us again."
health,"This remains a growing and highly concerning Ebola outbreak, and CDC continues to work closely with the ministries of health in the Democratic Republic of Congo and Uganda as well as other international partners to support response efforts and help stop transmission."
health,This is now the second largest Ebola outbreak ever recorded in DRC and the third largest Ebola outbreak documented globally.
health,"Therefore, as of today, CDC is raising our Ebola response to a Level One activation, which represents the highest level of response at CDC."
health,"Elevating the response level reflects the urgency, scale and complexity of the outbreak and allows CDC to bring additional resources to support the coordination and operational needs of our response."
health,"Public health investigations and contact tracing began immediately, and this individual is now receiving care."
health,The rapid identification and isolation of this patient demonstrates the value of preparedness investments and surveillance systems that many countries have strengthened following previous Ebola outbreaks.
health,"To that point, while the risk of Ebola spreading in the United states remains low, as part of prudent public health planning, CDC continues to work alongside federal public health partners and state, territorial, local and tribal health departments to prepare for any potential cases in the United states."
health,"Kevin Chatham-Stephens is our Deputy Incident Manager for Domestic Preparedness, and he's here to tell you more about these efforts. 00:26:50 Kevin Chatham-Stephens, M.D, Deputy Incident Manager for CDC's Ebola response Thanks so much, Dr."
health,Pillai mentioned I'm going to talk a little bit more about what CDC does to support U.S. healthcare and public health systems in preparing for potential domestic Ebola case.
health,The reason the risk of Ebola spreading in the U.S. is considered low is because the U.S. has robust domestic and public health capacity to contain and control an Ebola outbreak.
health,"It's important to note CDC and our state and local health departments have responded to viral hemorrhagic fever cases in the past, including a case of Lassa fever in 2024, and have prepared for Ebola cases associated with other international Ebola outbreaks including the outbreak in DRC just last year."
health,"Through these efforts, the U.S. has the tools to rapidly identify cases, appropriately triage and enact patient isolation and management measures, confirm Ebola through laboratory testing, and conduct contact tracing."
health,"To support U.S. readiness for any possible Ebola cases, we are constantly working to review and, if needed, refine our public health guidance."
health,"To provide just a couple of examples, we updated our guidance for public health assessment and management of travelers from countries affected by the ongoing outbreak."
health,"In short, since this outbreak was declared in mid-May, we've held hundreds of meetings, webinars, and one-on-one calls to ensure health departments, health systems laboratories, and our public health partners have what they need to prepare for any potential cases."
health,"For example, we held a COCA call discussing what U.S. clinicians should know about preparing for, diagnosing and managing patients with suspected or confirmed Ebola that was attended by more than 6000."
health,"We've also responded to more than 100 technical assistance inquiries from health departments, and we provide Ebola updates and to help answer questions on a weekly call that typically has more than 2000 health department staff."
health,Healthcare providers and health departments can visit cdc.gov/Ebola to connect to our guidance recommendations and resources and also learn how to connect with CDC for a clinical consultation.
health,CDC continues to support response activities in affected countries while also working closely with public health and healthcare partners domestically to ensure preparedness should a case be identified in the U.S.
health,"Now, if you are a credentialed member of the media and you would like to ask a question during the call, please press star one on your touch tone phone; press star 2 to withdraw your question."
health,You may queue up at anytime; one moment please.
health,CDC continues to support our primary response actions to stopping the outbreak containing transmission in DRC and Uganda.
health,"Next question, please."
health,Please check the mute button your line is open.
health,"Oh, they're removed from queue; just one moment please."
health,"We're going to move on; Youri Benadjaoud with ABC News, may ask your question. 00:34:37 Youri Benadjaoud, ABC News Hey there thanks for taking this call."
health,Could you please outline how many CDC officials are currently on the ground in Africa and if you plan to deploy anymore.
health,"To that total, we've supplemented, yeah, over a dozen individuals, and we continue to roster individuals, but we can get you the exact numbers after the call, Youri."
health,I was wondering if you could provide any more details on what the supplemental funding requested by the White House for the Ebola response would be used for.
health,"As a reminder, if you would like to ask a question, please press star one."
health,"And in addition, as I mentioned, we have sustaining efforts in DRC over the past 20 years; we've trained nearly 1000 field epidemiologists in the country who represent the frontline so much of what CDC has is doing and have done."
health,"Again, thank you very much for your participation; you may please disconnect at this time. ### U.S."
health,Please Note: This transcript is not edited and may contain errors.
health,"Haynes, you may begin. 00:00:09 Ben Haynes, CDC Moderator Thank you Julie, and thank you all for joining us today as we wrap up our hantavirus outbreak response, Here to discuss the response is Dr."
health,I'll now turn the call over to Dr.
health,"Jackson. 00:00:26 CAPT Brendan Jackson, M.D., M.P.H., Acting Director, CDC's Division of High Consequence Pathogens and Pathology Thank you and good afternoon; this week marks the successful conclusion of CDC 's public health response to the hantavirus outbreak associated with the M/V Hondius cruise ship."
health,"None of the people being monitored developed hantavirus disease; for CDC, this marks the end of a complex public health response that involved partners across multiple states, federal agencies, health systems and international organizations."
health,"Although monitoring activities in the United States are now complete, CDC 's scientific work related to this outbreak continues."
health,"CDC scientists recently returned from Argentina where they worked with Argentine public health and epidemiology partners to better understand the origins of this outbreak, including trapping and testing rodents in areas connected to the outbreak, to help identify potential sources of Andes virus transmission."
health,This is an important reminder that public health responses do not end when an immediate threat passes.
health,Thank you if you are a credentialed member of the media you would like to ask a question during the call please press star one on your touch tone phone press star 2 to withdraw your question you may queue up at any time.
health,"Our next question comes from Mike Stobbe with The Associated Press; your line is open. 00:06:36 Mike Stobbe, Associated Press Hi thank you for taking my question; you said that you had sent some CDC people to Argentina to work on, among other things, investigating the origin of the outbreak."
health,I was wondering how many CDC-ers went and what's the current best understanding of the origin of the outbreak is.
health,"Related to the trip to Argentina, there were 2 disease ecologists, actually from the division that I work in, the Division of High Consequence Pathogens and Pathology, that traveled down to Argentina where they met one of the CDC assigned or the CDC assignee down that works in Argentina."
health,"We know that, that, and these virus is prevalent throughout certain parts of Argentina, and we're really trying to better understand where those places might be, where it might be, areas where it has not been fully detected, in ways of helping to protect the people that live in that country and visit it as well."
health,As a reminder to ask a question please press star one; one moment.
health,"Our next question comes from Anthony Stitt with Healio; your line is open. 00:10:12 Anthony Stitt, Healio Hi thanks so much for taking my call."
health,"I'll just, as you, as you all know, none of the Americans who were involved in this outbreak became ill, and so all of those passengers were residents of other countries, and there's a coordinated effort to help understand that the illness courses of those people."
health,"Our next question, please."
health,"Although the Region of the Americas has made significant progress in achieving inclusive, accessible and equitable health systems, the COVID-19 pandemic had a profound impact on health and socioeconomic development around the world, causing enormous setbacks in the progress achieved."
health,"It is the key to strengthening the collective health security of the Region, and to ensure better preparedness for future health emergencies."
health,"For this to be possible, decision-makers must commit to investing, innovating, and implementing PHC to improve health outcomes."
health,"In the years before the pandemic, the maternal mortality ratio in the Americas had stagnated, a result of the multiple barriers to access to health and quality care that women and adolescents face in the Region."
health,"This call urges countries to take immediate action at both national and subnational levels, providing recommendations to address key structural challenges in maternal health and accelerate the reduction of maternal mortality."
health,CALL TO ACTION: ZERO PREVENTABLE MATERNAL DEATHS Strategy for accelerating maternal mortality reduction in the Region of the Americas based on Primary Health Care
health,"Moving forward with Better Care for Noncommunicable Diseases is more important than ever Millions of people across the Americas live with conditions such as hypertension, diabetes, asthma, cancer, and mental health disorders."
health,A large outbreak of Bundibugyo virus disease is taking place in the Democratic Republic of the Congo (DRC) and Uganda.
health,ECDC experts assess risks to Europe and provide guidance to help countries prevent and respond to outbreaks and public health threats.
health,The use of these vaccines should be in accordance with official recommendations.
health,"Some ways to reduce mosquito breeding sites include: During outbreaks, aerial spraying of insecticides can be used to get rid of adult mosquitoes and mitigate the spread of the disease."
health,"Ebola disease is caused by viruses belonging to the genus Orthoebolavirus , Filoviridae family."
health,"These include: The disease can also lead to haemorrhagic symptoms including bloody diarrhoea, nosebleeds, vomiting blood, internal bleeding and bruises Orthoebolaviruses are mainly found in certain wild mammal species, and transmission from animals to humans is rare."
health,"Most infections occur through direct contact with the blood, secretions, tissues, organs or other body fluids of people or animals with the infection, whether alive or dead."
health,"The virus can also spread through unprotected sexual contact with a person who has recovered from the disease, or through contact with contaminated surfaces or materials."
health,One vaccine has been authorised in the European Union to protect against the disease caused by Ebola virus ( Orthoebolavirus zairense ).
health,"However, there are no vaccines available to prevent Ebola disease caused by other types of orthoebolaviruses."
health,"To prevent contracting an infection, it is recommended to: A large outbreak of Bundibugyo virus disease is taking place in the Democratic Republic of the Congo (DRC) and Uganda."
health,ECDC guidance and resources to support national and European responses are available on a dedicated outbreak page.
health,"European hantaviruses do not spread from person to person, and no insects carry the viruses."
health,"As there is no vaccine, avoiding contact with infected material is the best way to prevent infection."
health,Wearing a face mask in situations where there is high risk of coming into contact with rodents and their droppings is advisable.
health,"In 2022, an mpox outbreak caused by monkeypox virus (MPXV) clade IIb occurred in Europe and spread globally, in which the disease was transmitted between humans, mainly through sexual contact."
health,"In August 2024, the Africa Centres for Disease Control and Prevention (Africa CDC) and the World Health Organization (WHO) declared mpox a Public Health Emergency of Continental Security and a Public Health Emergency of International Concern, respectively."
health,"The clinical manifestation of the disease include: general, febrile symptoms (fever, headache, chills, physical weakness, lymph node swelling), distinct rash (papule) on the skin and sores on the mucosa (e.g. in the mouth, nose, throat, or digestive tract), back pain and muscle aches."
health,People who are immunocompromised are at a higher risk of severe disease.
health,"MPXV is transmitted to people by close contact with infected animals or people, or by touching virus-contaminated materials."
health,Mpox can be passed from one person to another during sexual contact.
health,Vaccination against mpox provides protection against the disease.
health,This section contain situation updates on currently evolving outbreaks or public health threats and weekly summaries of all information gathered through epidemic intelligence activities regarding communicable diseases of concern to the EU.
health,It doesn’t bear thinking about. “I want to make sure everyone else my age is completing theirs when they get one – it’s so easy to do and for me it was life-changing.” England’s top cancer doctor is also urging those in their 50s to return their kits when the NHS invites them.
health,"Do the test and send it back – it could save your life.” It has never been easier to get screened, with the NHS sending around 8.7 million home-testing kits a year to people."
health,"Overall uptake was 65.2%, down slightly from 67.6% the previous year, with the report showing younger age groups were less likely to take up the offer."
health,Anyone worried about possible symptoms of bowel cancer should speak to their GP and should not wait for their next screening test.
health,"Genevieve Edwards, Chief Executive at Bowel Cancer UK, said: “If you’re in your 50s, you may now receive a screening kit through the post for the first time."
health,"Sir Jim’s warning comes as the NHS today launched a new campaign to remind staff what constitutes unlawful access, the potential impacts on patients and what the consequences could be for their career."
health,"The guidance sets out the different types of unlawful access, and makes clear that where it occurs, employers may report it to the Information Commissioner’s Office (ICO) and police – both of whom have the power to pursue a criminal prosecution – as well as to professional regulators, which can end a career."
health,"Unauthorised access to those records is not just a breach of data protection law — it is a betrayal of that trust, with real and lasting consequences for patients and their families. “Having the ability to view a record is not the same as having a legitimate need to do so."
health,"Children aged from 12-months to 11 years old who have missed one or both doses of the vaccine, will be invited as part of the NHS England’s campaign which runs until March next year."
health,"The vaccination rate for both MMR doses at age five years in England is 84.1% (Jan – March 2026), lower than the 95% target set by the World Health Organization (WHO) and in January this year the WHO confirmed that the UK had lost its measles elimination status."
health,"These illnesses can be devastating, but they are preventable through routine childhood immunisation. “If you’ve been contacted by the NHS to catch up on your child’s vaccinations, I encourage you to take up this offer as soon as possible."
health,"Making sure children are fully vaccinated means we can help keep them healthy, protect vulnerable people in our communities and prevent future outbreaks.”"
health,It then either directs them to the most appropriate service or provides clinicians with the information they need to prioritise care.
health,Patients will continue to have the option of using traditional methods to contact their GP practice alongside the new AI triage tool in the NHS App.
health,The rollout will start with hospital appointments not requiring an overnight stay where their use has been proven to significantly reduce the amount of time clinicians spent on admin.
health,"The study, led by Great Ormond Street Hospital, found that scaling the technology nationally to over 11,000 A&E clinicians in England could create space for over 9,000 extra A&E consultations each day."
health,A pilot in the emergency department at St George’s Hospital in Tooting found that it saved clinicians an average of 47 minutes per shift – allowing each member of staff to see an additional patient every shift.
health,"Other plans that are part of the £10 billion technology, digital and data investment include NHS App users being able join online appointments with expert clinicians across England using the NHS’s new virtual hospital service – NHS Online."
health,"Sir Jim said the plans will see the NHS finally end the “unacceptable” uncertainty of patients not knowing whether they’ve been referred or receiving invitations days after an appointment has already been missed – to ensure people can access specialist care faster, while improving NHS efficiency."
health,"Should patients need to reschedule their appointment at the last minute, hospitals are being asked to ensure a new appointment invitation is received within 28 days."
health,They have been published and circulated to all providers of planned NHS care today to ensure they can be put into practice as soon as possible to deliver a more consistent experience for patients across the country.
health,"All NHS trusts will now be asked to publish a summary annually of their performance towards the 8 new standards, to ensure transparency for patients and the public about how their local services are performing."
health,"While some trusts are already demonstrating significant improvements and elements of best practice in customer service, the new guidance represents the minimum expected from all providers to ensure standards are improved across the country, while delivering efficiencies and savings for the NHS."
health,"The standards comes as the NHS continues to invest in joining up fragmented health data ahead of government plans to introduce a ‘Single Patient Record’ that will enable safer, more co-ordinated care and ensure patients do not have to keep repeating their story to multiple healthcare professionals."
health,"These new patient standards are the bare minimum and things the health service should already be providing patients: clear confirmation when you’re referred, regular updates while you wait, and proper notice before your appointment."
health,"From September, all adults aged 65-74 who are living with a chronic respiratory disease and those with immunosuppression due to disease or treatment will be offered the respiratory syncytial virus (RSV) vaccine, as the NHS expands its life-saving programme to protect those who are most vulnerable."
health,"Millions of people aged 75 years and over and all residents in care homes for older adults are already able to get the RSV vaccine ahead of this winter – and since 2024, the NHS has also offered the RSV vaccine to all pregnant women, helping to protect 300,000 mothers and babies in its first year alone."
health,"Caroline Temmink, Director of Vaccination at NHS England, said : “RSV can make people seriously ill, which is why it’s so important for those who are particularly vulnerable to be protected."
health,"Expanding the vaccine to this group offers them the best possible protection and can help keep people out of hospital. “If you are aged 75 or over, or live in a care home for older adults and are yet to get vaccinated, now is the time to come forward."
health,"Although RSV spreads most in winter, this virus poses a risk all year round, so if you’ve been offered the jab, please come forward to your GP or local pharmacy."
health,"New evidence makes it clear that these two groups of patients are at the highest risk of needing hospital admission due to RSV. “The vaccine gives excellent protection against severe lung infection, and I would encourage anyone eligible to take it up when offered."
health,Almost all (93%) individuals diagnosed by the programme had no record of a prior HIV test – according to research by the UK Health Security Agency (UKHSA) – which health chiefs believe shows the initiative is reaching people who are unlikely to be tested routinely through other routes.
health,"One person whose previously unidentified HIV was found by the NHS ED Opt-Out Testing Programme is Ayo from Manchester, who is in his 50s."
