"PSA_Id","Domain","Class","English","Kiswahili","Ekegusii","Dholuo","Somali","Source","Date","Metadata","English_original"
"320","Agriculture","PSA","The Ministry of Agriculture and the Council of Governors are forming a technical team to review agricultural policies. Farmers and stakeholders can expect updates in four weeks.","","","","","https://kilimonews.co.ke/agriculture-policy/ministry-of-agriculture-and-council-of-governors-to-cooperate-on-agriculture/","2026-07-14","scraped:Kilimo News - Policy","Ministry of Agriculture and Council of Governors to cooperate on agriculture. Home»Agriculture Policy»Ministry of Agriculture and Council of Governors to cooperate on agriculture Agriculture Cabinet Secretary Mithika Linturi and Nyeri Governor Mutahi Kahiga, the Vice-Chairperson Agriculture and Livestock Committee of the Council of Governors co-chaired a consultative meeting to address areas of cooperation with the Council of Governors to transform the agriculture sector and move the country towards food and nutrition security. The meeting that was held at ASCU Boardroom, Kilimo House on 28thNovember , 2022, was attended by Governors from Tharaka Nithi, Nyandarua and Baringo Counties and Principal Secretary, State Department for Livestock Development. The Meeting recognized that there is need for continuous enagagements and consultations between the Ministry and County Governments to drive this agenda. It was further recognized that there is need for the two levels of government to strengthen extension and farmer advisories services to support the farmers improve production. The meeting therefore resolved that a technical team comprising 7 members is formed to be co-Chaired by the PS Harry Kimtai and the CEO CoG, Mary Mwiti to spearhead the process of reviewing all the policy and legal issues in the agricultural sector and report back within four(4) weeks. The Technical Team shall meet on bi-weekly basis. The Ministry and Council of Governors shall strengthen the Joint Agri"
"321","Agriculture","PSA","Farmers can access subsidized fertilizer by dialing *707# on their phones.","","","","","https://kilimonews.co.ke/agriculture-policy/agriculture-cs-mithika-linturi-on-gmo-food/","2026-07-14","scraped:Kilimo News - Policy","Agriculture CS Mithika Linturi on GMO Food. Home»Agriculture Policy»Agriculture CS Mithika Linturi on GMO Food By Kimuri Mwangi Agricultural sector stakeholders have today kicked-off a two -day conference to discuss By Kimuri Mwangi The Republic of Kenya through the Ministry of Agriculture and Livestock Development The government has launched a Ksh15.9 billion project to cushion pastoralists in 21 counties in Companies dealing with coffee in Kenya have to apply again for licenses after the Ministry Kenya recently held the first-ever Food Systems Conference that was aimed at giving recommendations and The Government of Kenya has called for good agricultural practices that will foster the realization Farmers will access the subsidized fertilizer by dialling *707# on their phones to know the The Kenyan government is in the process of training personnel in preparation for registering farmers Agriculture Cabinet Secretary Mithika Linturi and Nyeri Governor Mutahi Kahiga, the Vice-Chairperson Agriculture and Livestock By Kimuri Mwangi The root crops sub-sector has for a long time received inadequate policy Get the latest agriculture news in East Africa Bungoma County has taken a significant step towards strengthening its agricultural sector after Governor Kenneth By Henry Kinyua Figures from the AFA Coffee Directorate show that Direct Sales moved 6,066.31 By Kimuri Mwangi The Cooperative Alliance of Kenya (CAK) has moved to reassure millions of By Kimuri Mwangi More than 500 entrep"
"322","Agriculture","PSA","The 19th Triennial Symposium of the International Society for Tropical Root Crops is taking place in Nairobi from November 21 to 25. Stakeholders in the root crops sector are encouraged to participate.","","","","","https://kilimonews.co.ke/agriculture-policy/concerted-efforts-to-elevate-root-crops/","2026-07-14","scraped:Kilimo News - Policy","Concerted efforts to elevate Root Crops. Home»Agriculture Policy»Concerted efforts to elevate Root Crops By Kimuri Mwangi The root crops sub-sector has for a long time received inadequate policy attention thus limiting their potential contribution to the food and nutrition security of millions of households. These include cassava, potato, sweet potato, arrow roots and yams. This week they will be in the spotlight at the 19thTriennial Symposium of International Society for Tropical Root Crops that is taking place in Nairobi Kenya. It started on 21stNovember and ends on 25thNovember. Speaking during the opening ceremony, Dr Canisius Kanangire the Executive Director of the African Agricultural Technology Foundation (AATF) the symposium will help to expand and continue the partnership between roots crops stakeholders in Africa and beyond. ""We must elevate root crops to enjoy the attention given to mainstream cereal crops in both policy and research. After all, we know that root crops can provide more edible energy per hectare per day than any other crop group. In most of Sub-Saharan Africa, root crops provide up to 20% of dietary calorie needs for a large proportion of rural populations,"" said Dr Kanangire. He added that in recent times, root crops have gained further attention for their potential to act as a buffer against the ravages of climate change on the food and nutrition security needs of many households, especially in Sub-Saharan Africa. They also represent an untapped p"
"323","Agriculture","PSA","Farmers are challenging the Seed and Plant Varieties Act (2012) in court, seeking to amend regulations that prohibit sharing and exchanging seeds. Stay informed on case developments.","","","","","https://kilimonews.co.ke/agriculture-policy/farmers-sue-kenyan-government-to-change-seed-law/","2026-07-14","scraped:Kilimo News - Policy","Farmers sue Kenyan Government to change seed law. Home»Agriculture Policy»Farmers sue Kenyan Government to change seed law By Kimuri Mwangi In a bid to protect farmers from bad seeds, the Kenyan government introduced The Seed and Plant Varieties Act (2012), which prohibits anyone from sharing, exchanging or selling uncertified and unregistered seeds. This legislation punishes offenders with a prison sentence of up to a maximum of 2 years or a fine of up to Kshs. 1,000,000 or both. However, in a strange twist, the same legislation makes the same farmers it intends to protect potential offenders if they also share, exchange or sell seeds from their farms to their fellow farmers. Indigenous seeds have been used by farmers since time immemorial to grow food and preserve agricultural diversity. Seed saving and sharing is an ancient practice that has safeguarded farming communities from hunger and malnutrition even when certified seeds never existed. Seed savers still exist and most of them have organized themselves into groups where they save and share different varieties of seeds. Although no farmer has been arrested yet, they remain apprehensive since if enforced they will find themselves on the wrong side of the law. A section of smallholder farmers with the support of a non-profit organisation Greenpeace Africa, have filed a case in court over the 2012 law. The public interest litigation filed at the Machakos law courts by 15 farmers is calling for an amendment of the seed law"
"324","Agriculture","PSA","Subsidized fertilizer is now available for farmers in counties planting during the short rains. Visit NCPB depots to access up to 100 bags per farmer, starting September 19, 2022.","","","","","https://kilimonews.co.ke/agriculture-policy/government-subsidized-fertilizer-is-here/","2026-07-14","scraped:Kilimo News - Policy","Government subsidized fertilizer is here. Home»Agriculture Policy»Government subsidized fertilizer is here The subsidized fertilizer as directed by President Dr William Ruto has arrived. The Ministry of Agriculture says that the subsidized fertilizer programme will start with counties undertaking planting during the short rains season of 2022. The Government has availed Kshs. 3.55 Billion to subsidize 71,000 metric tonnes (1.42 million x 50 kgs bags) of fertilizer for growing food crops during the short rains. The Ministry says this quantity will support the cultivation of approximately 1.4 million acres. The fertilizer will be availed from the National Cereals and Produce Board (NCPB) effective 19thSeptember 2022. Individual farmers will be entitled to 100 bags of fertilizer (each weighing 50 kg). The Ministry urges farmers n the respective counties to visit NCPB depots or sub-depots to access the fertilizer. The subsidized fertilizer prices are as follows DAP Kshs. 3,500 CAN Kshs. 2,875 UREA Kshs. 3,500 NPK Kshs. 3,275 MOP Kshs. 1,775 Sulphate of Ammonia Kshs. 2,220 The Kenyan government has distributed three million bags of fertilizer, targeting seven million farmers, as The Deputy Permanent Secretary of the Ministry of Agriculture in charge of Crops and Food African Heads of"
"325","Agriculture","PSA","The County Government of Uasin Gishu has trained AI service providers on digital record-keeping using the DigiCow Mobile Application for improved breeding reports.","","","","","https://kilimonews.co.ke/agriculture-policy/record-keeping-training-for-ai-service-providers/","2026-07-14","scraped:Kilimo News - Policy","Record keeping training for AI service providers. Home»Agriculture Policy»Record keeping training for AI service providers The County Government of Uasin Gishu, Department of Agriculture Livestock Development and Fisheries has trained Artificial Insemination (AI) service providers on digital record-keeping that was facilitated by Digicow to enable a farmer to get analyzed breeding reports in the DigiCow Mobile Application. According to the Acting Chief Officer Livestock Dr. Philip Biama and his counterpart for Agriculture Reuben Seroney, the training enables A. I service providers to keep Digital breeding records that provide real-time reports complete with all the necessary information. This will automatically alert them on important data like repeat A.I, pregnancy diagnosis, drying, steaming and calving date when due. The duo praised the digital transformation in the County saying that the adoption of digital agriculture has provided a way to make farms sustainable, productive and profitable. By Henry Kinyua Last week, a story in one of Kenya's leading dailies explored why Uasin Gishu Governor Dr. Jonathan Bii Chelilim has called on farmers in the county to Get the latest agriculture news in East Africa Bungoma County has taken a significant step towards strengthening its agricultural sector after Governor Kenneth By Henry Kinyua Figures from the AFA Coffee Directorate show that Direct Sales moved 6,066.31 By Kimuri Mwangi The Cooperative Alliance of Kenya (CAK) has moved t"
"326","Agriculture","PSA","The government will provide 1.4 million bags of fertilizer at Kshs 3,500 for a 50kg bag, down from Kshs 6,500, available starting next week to boost agricultural production.","","","","","https://kilimonews.co.ke/agriculture-policy/we-will-empower-high-food-production-instead-of-subsidies-president-ruto/","2026-07-14","scraped:Kilimo News - Policy","We will empower high food production instead of subsidies – President Ruto. Home»Agriculture Policy»We will empower high food production instead of subsidies – President Ruto Kenyan President Dr William Ruto criticized the recent Unga subsidy programme saying it had no impact and it was not the right way to reduce the cost of living saying it never had any impact. Delivering his speech after being sworn in as the 5thKenyan President, Dr Ruto said the attempt to subsidize maize meal flour in the run-up to the election gobbled up Kshs 7 billion in one month, with no impact. ""In addition to being very costly, consumption subsidy interventions are prone to abuse, they distort markets and create uncertainty, including artificial shortages of the very products being subsidized. The cost of living challenges are related to production. Our strategy to bring down the cost of living is predicated on empowering producers. The forecast for maize harvest this year is below 30 million bags against the normal production of 40 million bags. The main cause of the decline in production is the high cost of inputs,"" said the President. The new government's priority he said is to make fertilizer, good-quality seeds and other agricultural inputs affordable and available. For the short rain season, the government has already made arrangements to make 1.4 million bags of fertilizer available at Kshs 3,500 for a 50kg bag down from the current Kshs 6,500. This will be available from next week. He appe"
"327","Agriculture","PSA","Farmers are advised to prepare for a potential decrease in fertilizer prices, with an announcement expected this week from the Ministry of Agriculture.","","","","","https://kilimonews.co.ke/agriculture-policy/cheap-fertilizer-and-maize-flour-are-my-priority-says-ruto/","2026-07-14","scraped:Kilimo News - Policy","Cheap fertilizer and maize flour are my priority, says Ruto. Home»Agriculture Policy»Cheap fertilizer and maize flour are my priority, says Ruto Kenya's President-elect Dr William Ruto has promised to lower the price of fertilizer once he is sworn into office. Speaking in Maua, Meru County during a thanksgiving Church service, Dr Ruto said the cost of fertilizer had skyrocketed to around Kshs. 6000 making it hard for farmers who produce food for the country. He said that he had held meetings with officials from the Ministry of Agriculture on the issue and a new price will be announced this week. Ways of lowering maize flour is another issue discussed with the Agriculture Officials so as to make life affordable to citizens. The President-elect also promised Miraa farmers that he was looking for a market for the crop. ""I am talking to the President of Somalia about it who is coming to see me this week,"" he said. He also promised to deal with the cartels in the Miraa business. The Kenyan government has distributed three million bags of fertilizer, targeting seven million farmers, as The Deputy Permanent Secretary of the Ministry of Agriculture in charge of Crops and Food African Heads of State and Government have concluded the Africa Fertilizer and Soil Health Summit The National government has stepped up plans to revive cotton production in the country. Cotton 1. For years now, life has been very difficult for millions of Kenyans due to 4.3 million farmers have been registered"
"328","Agriculture","PSA","Kenyan avocado growers and exporters may soon access the Malaysian market as verification audits are underway. Ensure your orchards are registered and coded for compliance.","","","","","https://kilimonews.co.ke/agriculture-policy/the-kenyan-avocado-market-in-malaysia-may-open-soon/","2026-07-14","scraped:Kilimo News - Policy","The Kenyan avocado market in Malaysia may open soon. Home»Agriculture Policy»The Kenyan avocado market in Malaysia may open soon Kenyan avocado growers and exporters may soon enjoy seeing their produce in Malaysia as efforts to diversify the fruit's market continues in the country. Two experts from the Department of Malaysia Quarantine and Inspection Services are in Kenya to carry out verification audits on avocado orchards and pack houses as part of Pest Risk Analysis (PRA). The Kenyan and Malaysian governments have been working on PRA to allow the export of fresh avocado to the Asian nation. The main objective is to identify measures put in place by Kenya through Kenya Plant Health Inspectorate Service (KEPHIS) to mitigate against pests of concern to Malaysia which are the False Codling Moth (FCM), Coconut bug, scales and fruit fly (ceratitis). The experts are also interested in evaluating the avocado export certification process to other market destinations. This forms part of the process of ensuring market requirements are met before exports can start. Kuala Lumpur prefers fresh avocado fruits to be sourced from registered and coded orchards. Mr. Sharipuddin Halidi and Mr. Mohamed Kasim held a meeting with KEPHIS management, the Kenya Export Promotion and Branding Agency (KEPROBA) and plant health experts to deliberate on the Malaysian market requirements. In addition to farms and pack houses, the Malaysians will visit Kenya's main export exit point the Jomo Kenyatta Inte"
"329","Agriculture","PSA","Farmers in 57 districts of Uganda will benefit from the construction of new access roads, enhancing market access and boosting commercial agriculture.","","","","","https://kilimonews.co.ke/agriculture-policy/uganda-constructing-farm-access-roads-in-57-districts/","2026-07-14","scraped:Kilimo News - Policy","Uganda constructing farm access roads in 57 districts. Home»Agriculture Policy»Uganda constructing farm access roads in 57 districts The Government of Uganda in partnership with the World Bank has earmarked 29 road chokes for construction to ease access to markets from high production centres. This is expected to boost commercial agriculture for smallholder farmers. This exercise is being implemented under the Ministry's Agriculture Cluster Development Project funded by the World Bank over a period of 6 years and will be implemented in 57 districts of Uganda. These road chokes will cost a total of Ugs 32.1 billion The Minister of Agriculture, Animal Industry and Fisheries, Hon. Frank Kagyigyi Tumwebaze flagged off the construction of 4 farm access roads measuring 37.6 km which will be built at a cost of Ugs 2.3 BN under the Agriculture Cluster Development Project in Kamwenge District. The roads are in Kamwenge (17.6km), Bwizi/Biguli (10km), Bwizi/Nkoma (5km) and Bihanga (5km) sub-counties. ""These road chokes are government's intervention to ensure that our farmers are not farming for the stomach and can be able to engage in trade and boost their household incomes as we have been saying under the Parish Development Model recently rolled out by the Government,"" Hon. Tumwebaze said. The District LCV Chairman, Mr Joseph Karungi, extended his gratitude to the Government of Uganda through the Ministry of Agriculture, Animal Industry and Fisheries for the increased involvement of th"
"330","Agriculture","PSA","3.2 million kgs of subsidized maize flour have been supplied to the market. Retailers are urged to sell at KES 100.00 per 2Kg packet to ensure accessibility for all.","","","","","https://kilimonews.co.ke/agriculture-policy/over-3-million-kgs-of-cheap-flour-supplied-says-ps/","2026-07-14","scraped:Kilimo News - Policy","Over 3 million kgs of cheap flour supplied says PS. Home»Agriculture Policy»Over 3 million kgs of cheap flour supplied says PS 3.2 million kgs of subsidized maize flour have been supplied to the market according to the Ministry of Agriculture Livestock, Fisheries and Cooperatives. The ministry also says this is expected to increase this week. The announcement comes in the background of complaints from some members of the public who have been complaining that the flour has not reached their areas. Others have complained that the prices have remained constant despite the government initiative. "" Our observations and feedback from the teams on the ground indicate that flour has been retailing at the prescribed KES 100.00 per 2Kg packet in most areas. However, there are some regions where we have also observed some pockets of the same retailing at the old prices as the programme is yet to trickle down to them. With millers now upscaling production and enhancing their distribution to reach all areas, we expect the retail prices to stabilize at the Kshs. 100 across the country and make the maize flour accessible. We have also noted incidences of panic buying in some areas and as such, we wish to assure the public that we have sufficient stocks, and these shall continue to be availed through accelerated production and availability of raw materials through imports as well as local production,"" says Dr. F.O Owino the Principal Secretary Ministry of Agriculture. The PS urges the miller"
"331","Agriculture","PSA","The Kenyan government has allocated Kshs 8 billion for a maize meal subsidy program, effective immediately and running until August 20, 2022. Prices are set at Kshs 52 for 1 kg, Kshs 100 for 2 kgs, and so on.","","","","","https://kilimonews.co.ke/agriculture-policy/kshs-8-billion-set-aside-for-cheap-maize-flour/","2026-07-14","scraped:Kilimo News - Policy","Kshs 8 Billion set aside for cheap maize flour. Home»Agriculture Policy»Kshs 8 Billion set aside for cheap maize flour The Kenyan government has currently set aside Kshs 8 billion for the maize meal subsidy program which will run for a period of 4 weeks, up to 20th August 2022. Addressing the media, Agriculture CS Peter Munya said the Treasury is ready to add more money if the need arises. The government will use all means including Chiefs and their assistants to make sure the cheap maize flour is sold at the recommended price in all shops. The maize flour prices across the country as per the government directive are expected to be Kshs 52 for 1 kg, Kshs 100 for 2 kgs, Kshs 30 for half a kilogram (500Grams), Kshs 250 for 5 kgs, Kshs 490 for 10 kgs and Kshs 2,250 for 50 kgs. The National Cereals and Produce Board (NCPB) officers have also been assigned to specific mills to monitor the exercise and ensure seamless implementation of the programme. Munya also said that to operationalize the Maize flour subsidy program, a multi-agency task force has been established comprising representatives from the Ministry of Agriculture, Livestock, Fisheries and Cooperatives (MOALF&C), The National Treasury (TNT), National Cereals and Produce Board (NCPB), Agriculture and Food Authority (AFA), Kenya Revenue Authority (KRA), Cereals Millers Association (CMA) and other Small and Medium Scale Millers Association oversee the implementation of this program. The CS has also formed an oversight comm"
"332","Agriculture","PSA","Farmers are urged to adopt better agronomic practices and improve the use of fertilizers and quality seeds to enhance potato yields and returns despite current challenges.","","","","","https://kilimonews.co.ke/agriculture-policy/the-potato-value-chain-faces-various-challenges-munya/","2026-07-14","scraped:Kilimo News - Policy","The potato value chain faces various challenges – Munya. Home»Agriculture Policy»The potato value chain faces various challenges – Munya The Potato crop is the second most important food crop in Kenya only after maize and is grown by close to 1 million smallholder farmers. 90% of potatoes are grown by smallholder farmers on less than half an acre of land. It employs about 3 million people along the entire value chain and contributes close to KShs. 50 billion to the economy. In Kenya, potato is one of the most consumed produce, acting as a staple food as well as a cash crop, and it's production has been growing rapidly due to increased urbanization and fast food industries. According to the Ministry of Agriculture, the crop has emerged as one of the strategic enterprises with the potential to play a greater role in the realization of the set objectives of the Vision 2030 of improving food security, poverty reduction, and increasing households' incomes. Currently, it is grown in over 15 counties, the leading being Nyandarua followed by Elgeyo Marakwet. However, Agriculture CS Peter Munya says it has been affected by numerous challenges including low yields that are largely attributed to climate change, poor agronomic practices, low application of inputs especially fertilizers, low soil fertility, limited access to good quality seeds, and exploitative unstructured marketing. This has led to farmers getting extremely poor returns in spite of the high demand in the domestic market"
"333","Agriculture","PSA","Farmers are urged to report any sightings of migratory and invasive pests to local authorities to aid in pest management efforts. Your timely reporting is crucial for the protection of crops and livelihoods.","","","","","https://kilimonews.co.ke/agriculture-policy/kenya-to-deal-with-migratory-and-invasive-pests/","2026-07-14","scraped:Kilimo News - Policy","Kenya to deal with Migratory and Invasive Pests. Home»Agriculture Policy»Kenya to deal with Migratory and Invasive Pests Climate change has intensified the emergence of pests and diseases that have not been experienced over a long period. Migratory pests and invasive pests are posing a new challenge in the Eastern Africa region with devastating effects on the environment, national food security, and farmers' livelihoods. Agriculture Cabinet Secretary Peter Munya gave this information during the Migratory and Invasive Pest Management Strategy launch in Nairobi. Over the last two years, the Desert Locust (DL) invasion experienced in Kenya posed a severe food security threat to over 4 million people, affecting a total of 32 Counties in the Northern Eastern, Coastal, Central, Eastern and Rift Valley regions of Kenya. The Ministry collaborated with various stakeholders and managed to contain the invasion successfully. At the County level, many stakeholders came together to support the restoration of farmers' livelihoods whose enterprises were damaged during the invasion. We appreciate the effort of all the national, regional, and international organizations and the donor community who continue to support government efforts in this area,"" said Munya. The CS said the lessons learnt from the desert locust invasion and the emergence of new invasive pests and weeds have also exposed gaps in institutional and coordination structures, human capacity and resources, communication, knowle"
"334","Agriculture","PSA","The National Coffee Farm Inputs Stimulus Package E-Subsidy Programme is now available for 82,650 eligible coffee farmers in 32 counties. Register to access subsidized inputs through accredited suppliers.","","","","","https://kilimonews.co.ke/agriculture-policy/national-coffee-farm-inputs-stimulus-package-e-subsidy-programme-launched/","2026-07-14","scraped:Kilimo News - Policy","National Coffee Farm Inputs Stimulus Package E-Subsidy Programme launched. Home»Agriculture Policy»National Coffee Farm Inputs Stimulus Package E-Subsidy Programme launched The government has launched the National Coffee Farm Inputs Stimulus Package E-Subsidy Programme. The stimulus programme targets 82,650 farmers in the 32 coffee growing counties and is being implemented by the New Kenya Planters Cooperative Union (New KPCU). This will allow coffee farmers to access a wide range of inputs of their choice at the required time, and at the nearest input supplier through an e-voucher system. Both smallholder coffee farmers in cooperative societies and small estate coffee farmers holding less than 20 acres of land under coffee are eligible to join the programme. The government has identified input suppliers who will be involved in the programme like Agro-dealers and Cooperative societies that issue inputs. A farmer will be issued with a card that he/she will use to buy fertilizer or pesticides from accredited suppliers. The farmer will swipe the card at the accredited agro-dealer and pay 60% of the input cost and a 40% subsidy will be given by the government. Addressing coffee farmers from Nyeri at Karatina Stadium, Agriculture CS Peter Munya said this will help farmers to increase their production as well as lower their cost of production. Farmers at the meeting had raised concerns over the high cost of inputs. Munya also said the ministry was working with Kenya Plant Health In"
"335","Agriculture","PSA","Kenyan farmers can now trade poultry and poultry products with Uganda without administrative barriers following a recent agreement.","","","","","https://kilimonews.co.ke/agriculture-policy/uganda-and-kenya-agree-to-dialogue-on-trade-issues/","2026-07-14","scraped:Kilimo News - Policy","Uganda and Kenya agree to dialogue on trade issues. Home»Agriculture Policy»Uganda and Kenya agree to dialogue on trade issues A trade war mostly touching on agricultural produce pitting Uganda and Kenya has been averted as the two countries resolved to remove all impediments in the cross border trade. The decision was reached at during a bilateral meeting in Nairobi. The Ugandan Ministerial delegation led by Hon. Frank Tumwebaze, the Minister of Agriculture, Animal Industry and Fisheries, also included Maj. Gen. David Kasura-Kyomukama and Dr. Anna Rose Ademun Okurut, Commissioner Animal Health in the Ugandan Ministry of Agriculture, while the Kenyan contingent had Hon. Peter Munya, the Cabinet Secretary, Ministry of Agriculture, Livestock, Fisheries and Cooperatives, accompanied by Ms. Betty Maina, Cabinet Secretary in the Ministry of Industrialization, Trade and Enterprise Development. It was agreed to immediately remove any administrative measures that have hitherto inhibited trade in poultry and poultry products during the meeting. The two delegations also agreed to establish a team of critical stakeholders, including the Country Revenue and Fisheries Authorities, to work out a transit mechanism for fish from Lake Turkana in Kenya to DR Congo through Uganda. Both countries also agreed to work jointly to address the challenges of harvesting immature fish in Lake Victoria. Owing to the persistence of domestic levies by both countries that contravene the EAC Customs Union Pr"
"336","Agriculture","PSA","The National Cereals and Produce Board is offering Ksh. 3000 per 90kg bag of maize. Farmers are encouraged to deliver their maize to NCPB depots; payment is processed within 24 hours.","","","","","https://kilimonews.co.ke/agriculture-policy/ncpb-offers-a-new-price-for-maize/","2026-07-14","scraped:Kilimo News - Policy","NCPB offers a new price for maize. Home»Agriculture Policy»NCPB offers a new price for maize The National Cereals and Produce Board (NCPB) has announced a new maize purchasing price of Ksh. 3000 for a 90kg bag. The Board says it is purchasing the maize for its commercial function and all farmers within regions that are currently harvesting or have already harvested are encouraged to deliver their grain to the nearest NCPB depot. Payment for maize is done within 24 hours upon delivery. ""The price of Ksh. 3000 we are offering will enable farmers to get value for the maize they deliver due to the accuracy of our weighing services"". NCPB Managing Director Joseph Kimote said. There are no administrative conditions for one to deliver maize to the Board as long as the produce meets KEBS Grade I and Grade II standards. The Board is also offering storage facilities and farmers can opt to store under the Warehouse Receipt System (WRS) or under regular warehousing. In addition to offering storage services, the Board also offers other grain post-harvest services such as grain drying, cleaning, grain grading and aflatoxin testing. By Henry Kinyua Last week, a story in one of Kenya's leading dailies explored why No permits will be issued to millers to import wheat or maize into the country. Agriculture and Livestock Development Cabinet Secretary Mithika Linturi has read the riot act to millers Kenyan President Dr William Ruto criticized the recent Unga subsidy programme saying it had no Th"
"337","Agriculture","PSA","The draft Kenya Leather Development Policy has been developed to guide the growth of the leather sector. Stakeholders are encouraged to review and provide feedback on the draft.","","","","","https://kilimonews.co.ke/agriculture-policy/kenya-has-developed-a-draft-kenya-leather-development-policy/","2026-07-14","scraped:Kilimo News - Policy","Kenya has developed a draft Kenya Leather Development Policy. Home»Agriculture Policy»Kenya has developed a draft Kenya Leather Development Policy The Ministry of Agriculture, Livestock, Fisheries and Cooperatives, in consultation with the Kenya Leather Development Council (KLDC) and the Kenya Institute for Public Policy Research and Analysis (KIPPRA), have developed a draft Kenya Leather Development Policy. According to CS Munya, the main objective of this Policy is to guide and drive the growth and development of the leather sector in order to realize its full potential and contribute significantly to economic growth. He adds that the Policy is intended to provide a roadmap for the transformation of the leather sector to be sustainable and competitive with increased output of good and high-quality leather and leather products. The sector has been prioritized due to its huge potential supported by one of the highest livestock populations in Africa capable of sustaining the demand for supply of raw hides and skins necessary for a robust leather and leather products manufacturing industry. The CS says that the leather sector in Kenya has in its over 100 years of operation experienced significant growth and development but has lacked a proper policy framework for its long-term growth. ""The interventions proposed are expected to spur growth in the sector so as to satisfy the demand in both the local and export market, whilst providing quality assurance and ensuring compliance wi"
"338","Agriculture","PSA","Effective November 18, 2021, sugarcane prices will increase to Ksh. 4,112 per tonne. Farmers receiving less should report to the Agriculture and Food Authority (AFA).","","","","","https://kilimonews.co.ke/agriculture-policy/millers-directed-to-increase-sugarcane-prices-to-farmers/","2026-07-14","scraped:Kilimo News - Policy","Millers directed to increase sugarcane prices to farmers. Home»Agriculture Policy»Millers directed to increase sugarcane prices to farmers The Agriculture Ministry has ordered millers to increase sugarcane prices paid to farmers. Invoking the Crops (Sugar) (General) Regulations, 2020, the Ministry says having considered the prevailing ex-factory sugar prices over the past three months (August – October 2021) and the current upward trend in the price of sugar, the sugarcane pricing committee resolved to base the cane price on the average ex-factory sugar price of Kshs.4,770.00 per 50kg bag for October 2021. The Committee, therefore, approved an increase in the price of cane from the current Ksh.3,833 per tonne to Ksh.4,112 per tonne, effective from 18thNovember 2021. The Ministry says sugarcane price calculated using the simplified formula is largely dependent on the sugar prices as all the other parameters are fixed over a longer timeframe. The Ministry directs the millers to adhere to the new prices while making payments to the farmers and asks any farmer being paid less to report to the Agriculture and Food Authority (AFA) for redress. TheCrops (Sugar) (General) Regulations, 2020specifies the various requirements for contracts/agreements between cane growers and millers, handling, and supply of sugarcane. The regulations provide for a Sugarcane Pricing Committee responsible for developing the cane pricing formula and reviewing cane prices. The payment for cane on the basis"
"339","Agriculture","PSA","4K Clubs are being rolled out nationwide. Primary schools should establish 4K clubs as directed by the Principal Secretary to the Directors of Education.","","","","","https://kilimonews.co.ke/agriculture-policy/4k-clubs-roll-out-on-course/","2026-07-14","scraped:Kilimo News - Policy","4K Clubs roll-out on course. Home»Agriculture Policy»4K Clubs roll-out on course In a bid to monitor the progress of the national roll-out of 4K clubs, the CAS Agriculture, Anne Nyaga held a meeting with the Nyeri County Coordination unit at the Deputy County Commissioner's office Nyeri. Speaking at the forum, the CAS insisted on the importance of reeling in the youth to Agriculture which not only brings sustainability but also could be a source of livelihood. The roll-out process, she noted, is currently at a stage where 12 teams across the country are training county staff and teachers who will thereafter translate the same to students. Further, a directive has been sent out by the Principal Secretary to the Directors of Education to start up 4K clubs in primary schools and Young Farmers clubs in secondary schools to ensure continuity. The 4k Clubs Presidential award scheme has also been introduced in the newly rebranded and revitalized 4k clubs. Clubs will participate at different levels: schools, wards, sub-county, and county levels. The ultimate winner at the national level will be awarded by the 4k Club's patron, H.E President Uhuru Kenyatta. By Kimuri Mwangi Young learners from 10 primary schools took centre stage at Egerton University's By Kimuri Mwangi A new group of students from the Kenya School of Agriculture (KSA) Egerton University has launched a partnership with various stakeholders to revitalize 4K Clubs in ten President Uhuru Kenyatta has today unveiled the S"
"340","Agriculture","PSA","The government has implemented reforms in the tea sub-sector to support smallholder tea growers facing declining earnings; stay informed about new policies and pricing updates.","","","","","https://kilimonews.co.ke/agriculture-policy/here-are-the-tea-reforms-despite-the-challenges-munya/","2026-07-14","scraped:Kilimo News - Policy","Here are the tea reforms despite the challenges – Munya. Home»Agriculture Policy»Here are the tea reforms despite the challenges – Munya By Kimuri Mwangi The tea sub-sector is very important in Kenya as it supports over 6 million Kenyans directly and indirectly. According to the recently released Economic Survey of Kenya, tea contributed a total of Kshs 122.2 billion to the Kenyan economy in the last year, making it one of the largest contributors to the country's economy. However, the sub-sector has been experiencing a myriad of challenges that have affected returns to the tea growers and the livelihoods of many Kenyans who depend on tea. For instance, payment to the smallholder tea growers through the factories managed by KTDA has declined from Kshs. 58.76 Per Kg of Greenleaf in 2016/17 to 36.64 per Kg in 2019/20. This comes in the backdrop of the recent tea reforms that the government spearheaded and gave the tea farmers a renewed hope. The issue of rising fertilizer costs this year is also another concern to tea farmers. However, Agriculture CS Peter Munya says his Ministry in collaboration with other Government Agencies and KTDA has been spearheading the implementation of various policy, regulatory and administrative reforms in the tea sub-sector. To mitigate against declining earnings by the smallholder tea growers, the minimum reserve price was set in July 2021 at the Mombasa tea auction. ""Since the setting up of a minimum reserve price, average tea prices for the smal"
