PSA_Id,Domain,Class,English,Source,Date
157,Security & Safety,PSA,"Drought Emergency Response in Mandera, North Kenya – Kenya Cash Consortium - Kenya In response to this crisis, Acted together with the KCC launched a Multi-Purpose Cash Assistance program to empower vulnerable families with the flexibility to prioritise their most urgent needs—whether food, water, or essential household items. According to the latest Kenya Authority (NDMA) report, 13 counties are classified in the ‘Normal’ drought phase, 9 counties in the “Alert” phase and Mandera county in ‘Alarm’ phase. To support the affected communities in the ASALs**, the KCC activated its crisis management mechanism (Crisis Modifier) as part of an ECHO-funded intervention** to urgently support drought-affected households in Mandera county through cash-based interventions. The KCC is relying on its Alert based Mechanism, which allows local partners to trigger an alert if specific thresholds are surpassed. Since the start of the ECHO intervention, three alerts have been raised and activated to support households impacted by floods or droughts. In this framework, two AHN members raised the alert for Mandera county in December 2025 to support drought affected communities. The assessment conducted in the area revealed that 288,000 people need urgent assistance. Following the alert raising, the KCC Consortium Management Unit (composed of Acted, Oxfam, AHN, Concern and IMPACT) decided to activate the alert. Strengthening Humanitarian Ecosystems through Local Leadership and the GOCA Initiative in Kenya - Kenya By integrating local insights on market functionality and community dynamics with international standards for disaster preparedness, the consortium ensures that cash assistance is both rapid and contextually precise. GOCA: Enhancing Institutional Resilience Acted recognises localisation not only as a principled commitment to ensure local actors are at the core of aid actions but also as a strategic necessity. The objective is to ensure that Kenyan civil society organisations possess the robust architecture necessary to manage the large-scale interventions independently. This reduces systemic bottlenecks and ensures that resources remain as close to the point of impact as possibles.",ReliefWeb Kenya,4/13/2026
158,Security & Safety,PSA,"Nutritional Status of Refugees and Host children in Kenya (2025): Survey findings on child nutrition and immunization among refugee and host communities in Turkana Country and urban areas of Nairobi - Kenya Kenya Statistics Infographics | December 2025 - Kenya George Natembeya, to brief them on the planned flood and damages assessment and to ensure alignment with ongoing county-level response effort.",ReliefWeb Kenya,4/14/2026
159,Security & Safety,PSA,"Factsheet: The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster Affected Communities in Mandera County - Baseline and Endline (February 2026) - Kenya Factsheet: The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster Affected Communities in Mandera County - Baseline and Endline (February 2026) - Kenya KEY MESSAGES • Household income and expenditure rose between baseline and endline, with the largest share spent on food and debt repayment for food. Factsheet: The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster Affected Communities: Urban Refugees in Nairobi County - Baseline and Endline (February 2026) - Kenya Factsheet: The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Dadaab and Kakuma–Kalobeyei refugee-hosting area: Endline (February 2026) - Kenya",ReliefWeb Kenya,4/16/2026
160,Security & Safety,PSA,ASAL Humanitarian Network,ReliefWeb Kenya,4/17/2026
161,Security & Safety,PSA,"Kenya - Severe weather and floods (NOAA-CPC, media) (ECHO Daily Flash of 24 April 2026) - Kenya Mixed conditions across East Africa triggered by an early March – May rains onset - Kenya Mixed conditions across East Africa triggered by an early March – May rains onset - Kenya Key Messages - Early long rains onset across most parts of the region including Kenya, Uganda, Rwanda and Burundi and Belg cropping regions of Ethiopia ensured favourable planting conditions.",ReliefWeb Kenya,4/24/2026
162,Security & Safety,PSA,Somali families cut off from aid after verification process in Dadaab refugee camps - Kenya,ReliefWeb Kenya,4/28/2026
163,Security & Safety,PSA,"Kenya: Belgium’s contribution through the Special Fund for Emergency and Resilience Activities (SFERA) - Kenya Cash assistance will be provided to enable 2 000 vulnerable families to immediately access food and address urgent basic needs without having to engage in negative coping mechanisms, such as selling animals or withdrawing children from school.",ReliefWeb Kenya,4/29/2026
164,Security & Safety,PSA,Kenya Statistics Infographics | April 2026 - Kenya,ReliefWeb Kenya,4/30/2026
165,Security & Safety,PSA,"Regional Bureau for Eastern and Southern Africa | EAC region Population of concern to UNHCR - 31 March 2026 - Kenya The cost of inaction: The cost of not realizing the HIV and sexual and reproductive health and rights of young people in Kenya, Rwanda and Uganda - Kenya Kenya - Floods and landslides, update (media, Kenya Meteorological Department) (ECHO Daily Flash of 4 May 2026) - Kenya",ReliefWeb Kenya,5/4/2026
166,Security & Safety,PSA,"Kenya | Recent floods and landslides - DG ECHO Daily Map | 07/05/2026 - Kenya Kenya: Solutions & Mobility Index — Tana River County (June 2025) - Kenya SMI indicators align with the Inter-Agency Standing Committee’s (IASC) Framework for Durable Solutions and integrates data from IOM’s Displacement Tracking Matrix (DTM) to ensure a comprehensive, evidence-based approach. Kenya: Solutions & Mobility Index — Mandera & Wajir Counties (December 2024 – January 2025) - Kenya The indicators for SMI align with the Inter-Agency Standing Committee’s (IASC) Framework for Durable Solutions and integrates data from IOM’s Displacement Tracking Matrix (DTM) to ensure a comprehensive, evidence-based approach. Kenya Food Security Outlook Update, April - September 2026 - Crisis (IPC Phase 3) to persist in pastoral regions, despite favorable long rains - Kenya",ReliefWeb Kenya,5/7/2026
167,Security & Safety,PSA,Kenya — Flow Monitoring Dashboard Round 4 (July-October 2025) - Kenya,ReliefWeb Kenya,5/10/2026
168,Security & Safety,PSA,"ICRC Nairobi Regional Delegation: Facts & Figures - Activities in Kenya, Djibouti and Tanzania (January - December 2025) - Kenya",ReliefWeb Kenya,5/12/2026
169,Security & Safety,PSA,Kenya Statistics Infographics | March 2026 - Kenya Kenya Statistics Infographics | February 2026 - Kenya,ReliefWeb Kenya,5/13/2026
170,Security & Safety,PSA,Kenya Registered refugees and asylum-seekers | July 2025 - Kenya Kenya Registered refugees and asylum-seekers | August 2025 - Kenya Kenya Registered refugees and asylum-seekers | October 2025 - Kenya,ReliefWeb Kenya,5/15/2026
171,Security & Safety,PSA,Building Evidence to Enhance the Welfare of Refugees and Host Communities in Kenya - Insights from Two Waves of the Kenya Longitudinal Socioeconomic Study - Kenya,ReliefWeb Kenya,5/18/2026
172,Security & Safety,PSA,"Kenya: Research Terms of Reference - 2026 Multi-Sectoral Needs Assessment, KEN2601 (May 2026, 01) - Kenya",ReliefWeb Kenya,5/28/2026
173,Security & Safety,PSA,"Uneven rains, unequal impact: Drought and hunger in Northern Kenya - Kenya Uneven rains, unequal impact: Drought and hunger in Northern Kenya - Kenya While floods in parts of Kenya demand urgent response, drought affected communities are facing a quieter emergency that unfolds over months rather than days. In Turkana and Baringo counties, KRCS supported 20 schools with fortified porridge as part of a school‑based safety net that reached about 6,120 children for one term together with their parents, coordinated through the County Steering Group to avoid duplication. Cash and voucher assistance are coordinate through the County Steering groups and aligned with the Kenya Cash Working group guidance to avoid duplication and maximize on the impact. A recent example is Turkana county, where KRCS working with the County Steering Group and supported by Danish Red Cross registered 2,000 vulnerable families for cash while supporting 10 schools with food; the intervention was explicitly mapped against other partners to prevent overlap and close priority gaps.",ReliefWeb Kenya,6/2/2026
174,Security & Safety,PSA,"The Kenya Every Woman Every Newborn Everywhere (EWENE) Acceleration Plan | 2026-2028 - Kenya It is grounded in WHO normative guidance, Kenya’s EWENE scorecard priorities, and recent performance reviews, and identifies quick wins and catalytic reforms to close the most urgent gaps in quality, readiness, and equity of care.",ReliefWeb Kenya,6/3/2026
175,Security & Safety,PSA,"Kenya - Key Message Update: Long rains ease conditions but Crisis (IPC Phase 3) to persist in pastoral areas, May - September 2026 - Kenya Mobile health services in Kenya reduce the risk of stillbirths - Kenya In the past year, WHO has supported 14 of the 47 counties in Kenya to develop a pool of facility-based mentors of emergency obstetric and newborn care, helping ensure that more women can access skilled care during pregnancy and childbirth, even in the most hard-to-reach areas. For Additional Information or to Request Interviews, Please contact: Genna Print Communication officer WHO Kenya Tel: +254 740 466 426 Email: printg@who.int",ReliefWeb Kenya,6/4/2026
176,Security & Safety,PSA,Scalable and sustainable primary HIV prevention models for people from key populations - Kenya The 2021 Political Declaration on HIV and AIDS specified that community-led organizations should be delivering 80% of HIV prevention services for populations at high risk of HIV infection by 2025.,ReliefWeb Kenya,6/8/2026
177,Security & Safety,PSA,"Kenya Statistics Infographics | May 2026 - Kenya Kenya | Complex Emergency - 6 Month Operational Update - MDRKE068 - Kenya Without urgent additional funding, KRCS and partners will be forced to limit coverage, shorten assistance cycles, and leave high‑risk communities without lifesaving food, water, nutrition, and health support.",ReliefWeb Kenya,6/10/2026
178,Security & Safety,PSA,Policy Brief: Breastfeeding for Resilience and a Healthier Planet Promoting Optimal Infant Feeding Practices Across the Mandera Triangle - Kenya,ReliefWeb Kenya,6/11/2026
179,Security & Safety,PSA,Circular Bioeconomy Approaches for Resilient Livelihoods and Peacebuilding in Fragile and Conflict-Affected Settings - Resilient Food Systems in Fragile Contexts | Research Brief (May 2026) - Kenya,ReliefWeb Kenya,6/16/2026
180,Security & Safety,PSA,Crisis response reveals governance differences in Kenya - Kenya,ReliefWeb Kenya,6/18/2026
181,Security & Safety,PSA,Kenya Health Products and Technologies Local Manufacturing Strategy 2026–2030 (June 2026) - Kenya,ReliefWeb Kenya,6/23/2026
182,Security & Safety,PSA,"Chronic heat: impacts and solutions from South-East Asia and East Africa - Kenya An additional challenge is when it’s hot, but not hot enough to trigger extreme heat warnings. - Heat action plans should be expanded to include both response and long-term risk reduction efforts. Targeted consultations with civil society organizations, non-governmental organizations, construction practitioners, the private sector, and development partners have ensured that the strategy reflects broad stakeholder consensus. This work will ensure that future investments are evidence-based, economically sound, and aligned with national priorities. ""We must strengthen risk data and analytics to guide financial planning. It establishes the National Disaster Risk Management Authority and County Disaster Risk Management Committees, tasked with coordinating response, issuing early warnings, and ensuring that resources reach affected communities in a timely manner. For more information, please contact: Ms.",ReliefWeb Kenya,6/24/2026
183,Security & Safety,PSA,"The county department of health – Uasin Gishu, however, dismissed the rumor through public notice as false.",ReliefWeb Kenya,6/26/2026
184,Security & Safety,PSA,"Kenya, Rwanda strengthen their defences against antimicrobial resistance - Kenya For Additional Information or to Request Interviews, Please contact: NTAGANIRA UWASE Marie France Communications officer WHO regional ofice for Africa Email: ntaganiram@who.int",ReliefWeb Kenya,6/29/2026
185,Security & Safety,PSA,"Locally Led, Adaptive Cash Assistance for Disaster-Affected Communities Across Kenya - Kenya In this context, the Kenya Cash Consortium (KCC) plays a critical role in supporting crisis-affected communities to meet their most urgent needs, as they define and prioritise them, in a flexible, dignified manner.",ReliefWeb Kenya,7/1/2026
186,Security & Safety,PSA,"Listeners call to explain or comment on challenges or crises in their local area, such as disease outbreaks or a broken water well, and to ask questions to radio programme experts on health, livestock, or farming.",ReliefWeb Kenya,7/10/2026
187,Security & Safety,PSA,"Citizens are encouraged to uphold the national values and principles of governance as outlined in the Constitution of Kenya 2010, promoting unity, equity, and social justice.",https://www.kenyanews.go.ke/submit-news/,7/22/2026
188,Security & Safety,PSA,"Khat women traders in Marsabit County have received Sh13.5 million to expand their businesses. If you are a trader, consider seeking support through cooperative societies.",https://www.kenyanews.go.ke/category/bf/,7/22/2026
189,Security & Safety,PSA,No actionable information is provided in the source article.,https://www.kenyanews.go.ke/ge-francis-ogolla/,7/22/2026
190,Security & Safety,PSA,We are currently experiencing issues with our Primary Health Care services. Please check back later for updates.,https://www.kenyanews.go.ke/category/phc/,7/22/2026
191,Security & Safety,PSA,Public officers in Kericho County are urged to fully embrace the Social Health Authority (SHA) and learn about their healthcare benefits to prevent misinformation.,https://www.kenyanews.go.ke/category/hic/,7/22/2026
192,Security & Safety,PSA,"The French Government, through the Alliance Française, is partnering with Nakuru County to enhance digital health services. Youth are encouraged to seek opportunities in this evolving sector.",https://www.kenyanews.go.ke/category/dce/,7/22/2026
193,Security & Safety,PSA,"The Affordable Housing Programme has started in Marsabit County, with 220 housing units planned. Local businesses are encouraged to engage with the opportunities around construction sites.",https://www.kenyanews.go.ke/category/house/,7/22/2026
194,Security & Safety,PSA,Residents of Isiolo County are advised to seek relief food to combat malnutrition among young children and lactating mothers due to the suspension of USAID-funded programs.,https://www.kenyanews.go.ke/category/pppf/,7/22/2026
195,Security & Safety,PSA,"Entrepreneurs are encouraged to participate in the 3rd Annual SME Conference, Awards & Exhibition in Nairobi this week to enhance business opportunities and networking.",https://www.kenyanews.go.ke/category/msmes/,7/22/2026
196,Security & Safety,PSA,"The Government is fast-tracking stalled education infrastructure projects in Chebara, Elgeyo Marakwet County.",https://www.kenyanews.go.ke/category/county/wet/,7/22/2026
197,Security & Safety,PSA,"Stay informed about updates and communications from the Ministry of Information, Communications, and the Digital Economy by following Nyota Ya Magharibi, available monthly.",https://www.kenyanews.go.ke/nyota-ya-magharibi/,7/22/2026
198,Security & Safety,PSA,No actionable content available. Please provide specific details or an article related to safety or security news for a suitable PSA.,https://www.kenyanews.go.ke/sauti-ya-kericho/,7/22/2026
199,Security & Safety,PSA,Official Presidential Portraits are available for purchase at KNA offices for Sh 300 (A2) and Sh 200 (A3). Use E-Citizen for payment by dialing *222# and following the instructions.,https://www.kenyanews.go.ke/purchase-of-presidential-portraits/,7/22/2026
200,Security & Safety,PSA,"KNA has office space available for leasing in various counties. To lease, visit the local KNA office for viewing, sign the lease, and make payments via E-Citizen.",https://www.kenyanews.go.ke/leasing-of-office-space/,7/22/2026
201,Security & Safety,PSA,"To subscribe to Kenya News Agency content, choose from yearly (Sh 100,000), half-yearly (Sh 50,000), or quarterly (Sh 25,000) plans. Follow the instructions on E-Citizen to make your payment.",https://www.kenyanews.go.ke/instructions-for-subscription-for-news-and-information-services/,7/22/2026
202,Security & Safety,PSA,"Historical and current photographs are available for purchase at KNA offices in Nairobi. Prices: Historical – Sh 2,500; Current – Sh 1,000. Follow payment instructions via E-Citizen to buy.",https://www.kenyanews.go.ke/purchase-historical-and-current-photos/,7/22/2026
203,Security & Safety,PSA,"Foreign journalists in Kenya must obtain a clearance letter from the Director of Information to apply for work permits or special passes. Visit Uchumi House, Nairobi for assistance.",https://www.kenyanews.go.ke/foreign-journalists-clearance-letter/,7/22/2026
204,Security & Safety,PSA,"Students seeking industrial attachment at Kenya News Agency must apply in person at Uchumi House, Nairobi, with required documents. Ensure accreditation by the Media Council of Kenya before reporting.",https://www.kenyanews.go.ke/student-attachment/,7/22/2026
205,Security & Safety,PSA,Police continue aggressive crackdowns on drug trafficking in the coastal region; 27 suspects have been arrested with narcotics valued at Sh51.5 million. Stay vigilant and report any suspicious activities.,https://www.kenyanews.go.ke/coast-police-intercept-drug-haul-arrest-27-suspects-in-three-months/,7/22/2026
206,Security & Safety,PSA,Young people are urged to reject political exploitation and involvement in violent gangs. Stay informed and avoid being lured by financial handouts that lead to harmful actions.,https://www.kenyanews.go.ke/archbishop-warns-youth-against-political-exploitation-and-violent-gangs/,7/22/2026
207,Security & Safety,PSA,Residents of Ndhiwa East are urged to report cases of defilement and goonism to authorities. Offenders will face serious legal consequences. Protect our children and maintain community safety.,https://www.kenyanews.go.ke/government-warns-against-rising-defilement-goonism-cases-in-ndhiwa-east/,7/22/2026
208,Security & Safety,PSA,Tana River communities are urged to surrender illegal firearms during the ongoing 60-day amnesty period to avoid legal action. Voluntary surrender is encouraged before disarmament operations begin.,https://www.kenyanews.go.ke/government-urges-tana-river-communities-to-surrender-illegal-firearms/,7/22/2026
209,Security & Safety,PSA,Public participation is essential for effective security reforms. Citizens are encouraged to engage with local authorities to contribute to decision-making and enhance community safety.,https://www.kenyanews.go.ke/murkomen-says-public-participation-key-to-security-reforms/,7/22/2026
210,Security & Safety,PSA,"Education stakeholders are urged to collaborate effectively to improve educational standards in Nandi County. Engage with local leaders, schools, and communities to enhance learning environments and outcomes.",https://www.kenyanews.go.ke/collaboration-key-to-improving-education-standards-stakeholders-told/,7/22/2026
211,Security & Safety,PSA,Tinderet residents can now access expanded Technical and Vocational Education and Training (TVET) with the completion of new facilities at Tinderet Technical and Vocational Training College.,https://www.kenyanews.go.ke/legislator-prioritizes-technical-training-for-tinderet-residents/,7/22/2026
212,Security & Safety,PSA,"The Government is fast-tracking completion of stalled education projects in Chebara, Elgeyo Marakwet County. Affected communities will soon see improvements in access to education and services.",https://www.kenyanews.go.ke/government-to-fast-track-completion-of-chebara-education-projects/,7/22/2026
213,Security & Safety,PSA,TVET institutes are urged to adopt modern training methodologies and collaborate with industries to equip the workforce with skills for the fourth industrial revolution.,https://www.kenyanews.go.ke/tvets-urged-to-embrace-emerging-technologies-for-industrial-revolution-skills/,7/22/2026
214,Security & Safety,PSA,Young people in Murang'a County can access free vocational training through the 360 Climate Institute. Enroll now to gain marketable skills for employment or self-employment.,https://www.kenyanews.go.ke/free-skills-training-transforms-lives-of-muranga-youth/,7/22/2026
215,Security & Safety,PSA,Beware of the growing influence of money and religion on the democratic process ahead of the 2027 elections. Stay vigilant against vote buying and political manipulation.,https://www.kenyanews.go.ke/money-religion-threatens-democratic-process-ahead-of-2027-polls-warns-ncck/,7/22/2026
216,Security & Safety,PSA,Political leaders are urged to reject violence and tribal politics ahead of the elections. Accountability is crucial to ensure national peace and cohesion.,https://www.kenyanews.go.ke/aic-bishop-warns-against-goon-culture-tribal-politics-before-elections/,7/22/2026
217,Security & Safety,PSA,"A new Jamia Mosque has opened in Isebania, Kuria West Sub County, serving the Muslim community and promoting unity and development in the region.",https://www.kenyanews.go.ke/new-mosque-for-muslim-community-in-isebania-kuria/,7/22/2026
218,Security & Safety,PSA,"Students are urged to uphold discipline, integrity, and hard work to achieve lasting academic success. Avoid social vices that can hinder your potential.",https://www.kenyanews.go.ke/archbishop-anyolo-calls-for-discipline-as-st-john-kanunga-honours-academic-excellence/,7/22/2026
219,Security & Safety,PSA,Avoid political violence and manipulation during campaigns. Youth are urged to remain peaceful and engage in politics responsibly as the country approaches the General Election.,https://www.kenyanews.go.ke/religious-leaders-condemn-political-violence-2/,7/22/2026
220,Security & Safety,PSA,Nandi community members are urged to actively preserve their cultural heritage and support the efforts of the Kaburwo Council of Elders in promoting peace and unity.,https://www.kenyanews.go.ke/nandi-elders-urged-to-preserve-cultural-heritage-amid-modernization-challenges/,7/22/2026
221,Security & Safety,PSA,Tharaka Nithi County will establish museums in each constituency to preserve cultural heritage. Community members are encouraged to support this initiative.,https://www.kenyanews.go.ke/tharaka-nithi-plans-constituency-museums-to-preserve-culture-for-future-generations/,7/22/2026
222,Security & Safety,PSA,Residents of Tharaka Nithi are invited to attend the Chuka Igambang'ombe Cultural Festival on July 17-18 at Kaanwa Chief's Camp to celebrate local heritage and cuisine.,https://www.kenyanews.go.ke/tharaka-nithi-gears-up-for-chuka-igambangombe-cultural-festival/,7/22/2026
223,Security & Safety,PSA,Learners from the Eastern Region are participating in the Regional Music Festivals at ACK St. Luke's Wote Township Primary School in Makueni County from June 29 to July 3.,https://www.kenyanews.go.ke/makueni-hosts-eastern-region-music-festivals-to-showcase-learners-creative-talents/,7/22/2026
224,Security & Safety,PSA,Residents are encouraged to teach children indigenous languages to preserve cultural heritage. Attend the Tharaka Cultural Festival on June 25 and the Chuka Cultural Festival in July to celebrate local traditions.,https://www.kenyanews.go.ke/%e2%80%8e%e2%80%8egovernor-njuki-calls-for-preservation-of-indigenous-languages-and-cultural-heritage-%e2%80%8e/,7/22/2026
225,Security & Safety,PSA,"Construction of the Raila Odinga Mausoleum has begun in Bondo, Siaya County, and is expected to be completed by September 30.",https://www.kenyanews.go.ke/government-to-build-raila-odinga-mausoleum-to-preserve-national-legacy/,7/22/2026
226,Security & Safety,PSA,Residents are urged to support each other during this difficult time of mourning following the passing of former Kilgoris MP Gideon Konchellah.,https://www.kenyanews.go.ke/more-tributes-for-the-late-gideon-konchellah/,7/22/2026
227,Security & Safety,PSA,"Political leaders express condolences to Senator Richard Onyonka following the death of his mother, Mama Teresia Nyaboke Omoke, at age 81.",https://www.kenyanews.go.ke/leaders-condole-with-senator-onyonka-following-his-mothers-demise/,7/22/2026
228,Security & Safety,PSA,"The late Senior Superintendent of Police Peter Kazungu Charo will be laid to rest on Saturday, April 25, at Mavueni in Kilifi North Sub-County, Kilifi County.",https://www.kenyanews.go.ke/nyanchwa-sub-county-police-commander-kazungu-charo-eulogized/,7/22/2026
229,Security & Safety,PSA,"The Kenya News Agency is part of the Directorate of Information Services. For information or inquiries, please contact the appropriate department listed on the agency's official website.",https://www.kenyanews.go.ke/management-staff/,7/22/2026
230,Security & Safety,PSA,"Kenya's citizens are encouraged to uphold national values and principles of governance as per the Constitution, promoting unity, democracy, and respect for human dignity.",https://www.kenyanews.go.ke/national-values-and-principles/,7/22/2026
231,Security & Safety,PSA,"For payments to the Directorate of Information, follow the provided instructions for subscriptions, purchases, foreign journalist clearance, leasing, and student attachments.",https://www.kenyanews.go.ke/e-services/,7/22/2026
232,Security & Safety,PSA,A new police station has been launched in Moi's Bridge to enhance security. Residents are urged to report drug and substance abuse and any suspected criminals to the Officer Commanding Police Division.,https://www.kenyanews.go.ke/police-station-and-modern-market-launched-in-mois-bridge/,7/22/2026
233,Security & Safety,PSA,"Residents of Embali Sub-location are encouraged to cooperate with the new Assistant Chief, Charles Sande Asembo, by sharing security information and participating in local government programs.",https://www.kenyanews.go.ke/new-assistant-chief-installed-in-embali-sub-location/,7/22/2026
234,Security & Safety,PSA,The government will not tolerate lawlessness and will arrest anyone involved in organized violence or criminal activities. Residents are urged to report suspicious individuals to law enforcement.,https://www.kenyanews.go.ke/police-put-political-goons-on-notice/,7/22/2026
235,Security & Safety,PSA,Residents are urged to promote peace and not to engage in violence during political gatherings. Avoid being misused by politicians for disruptive acts.,https://www.kenyanews.go.ke/call-for-peace-amid-surge-in-political-unrest/,7/22/2026
236,Security & Safety,PSA,"Kenyans are urged to uphold peace and unity, rejecting ethnic divisions and divisive politics as the country approaches the 2027 General Election.",https://www.kenyanews.go.ke/champion-peace-unity-cabinet-secretary-tuya-cautions-kenyans/,7/22/2026
237,Security & Safety,PSA,Politicians are urged to stop violence and intimidation during campaign periods. Citizens must have the opportunity to vote freely without fear.,https://www.kenyanews.go.ke/ps-asks-politicians-to-stop-politics-of-goonism/,7/22/2026
238,Security & Safety,PSA,The National Council of Churches of Kenya warns of a rising gangland culture linked to political violence. Immediate government action is needed to prevent further escalation.,https://www.kenyanews.go.ke/ncck-warns-against-rise-in-gangland-culture-in-kenya/,7/22/2026
239,Security & Safety,PSA,Community leaders in Marsabit County are now trained to detect early signs of radicalization and promote peace. Engage with local leaders and security agencies to enhance community safety.,https://www.kenyanews.go.ke/kcerp-equips-marsabit-community-leaders-to-counter-violent-extremism/,7/22/2026
240,Security & Safety,PSA,Enhanced security operations are ongoing along the Kenya-Somalia border. Remain vigilant and report any suspicious activity to local authorities.,https://www.kenyanews.go.ke/al-shabaab-militants-killed-in-security-operation-along-kenya-somalia-border/,7/22/2026
241,Security & Safety,PSA,Kisumu County Security Committee is cracking down on criminal gangs. All individuals involved or funding such gangs will be prosecuted. Report any suspicious activity to authorities immediately.,https://www.kenyanews.go.ke/kisumu-security-team-vows-to-crackdown-on-criminal-gangs/,7/22/2026
242,Security & Safety,PSA,A firearms disarmament operation will soon be launched along the Samburu-Baringo border to target illegal firearms and restore peace. Residents are urged to support this initiative.,https://www.kenyanews.go.ke/government-to-launch-firearms-mop-up-along-samburu-baringo-border/,7/22/2026
243,Security & Safety,PSA,Tana River County is enhancing the professionalism of County Enforcement Officers through a comprehensive refresher training program. No new officers will be recruited during the 2026/2027 financial year.,https://www.kenyanews.go.ke/tana-river-set-to-retool-enforcement-officers/,7/22/2026
244,Security & Safety,PSA,Voters in Ol Kalou are urged to cast their votes and leave polling stations immediately to ensure a smooth election process. Security agents and IEBC will safeguard the electoral process.,https://www.kenyanews.go.ke/security-agents-iebc-warn-against-protecting-votes-as-ol-kalou-by-election-preparations-enter-final-stage/,7/22/2026
245,Security & Safety,PSA,The government has launched a security operation in Tana River County to recover 123 illegally held firearms. Local chiefs and community leaders are responsible for ensuring their surrender.,https://www.kenyanews.go.ke/government-launches-security-operation-in-parts-of-tana-river/,7/22/2026
246,Security & Safety,PSA,Eldoret National Polytechnic has implemented a digital visitor management system at the main entrance to improve security and streamline operations. Visitors are now required to register electronically upon arrival.,https://www.kenyanews.go.ke/eldoret-national-polytechnic-embraces-digital-systems-to-boost-efficiency-and-security/,7/22/2026
247,Security & Safety,PSA,"A new program has been launched to improve the safety and equity of journalists in Nairobi, Mombasa, Busia, and Kakamega. Journalists are urged to participate for skill development and support.",https://www.kenyanews.go.ke/amwik-unesco-launch-programme-to-enhance-safety-and-equity-of-journalists-2/,7/22/2026
248,Security & Safety,PSA,"If you see anyone seeking treatment for gunshot wounds, please report it to the police as it may aid in ongoing investigations related to the recent robbery shootout in Eldoret.",https://www.kenyanews.go.ke/four-suspected-robbers-killed-in-a-police-shootout-in-eldoret/,7/22/2026
249,Security & Safety,PSA,The government will conduct a forceful disarmament of illegal firearms in Tana River County soon. Those in possession of firearms are urged to surrender them immediately.,https://www.kenyanews.go.ke/government-goes-for-forceful-disarmament-of-illegal-firearms-in-tana-river/,7/22/2026
250,Security & Safety,PSA,Kwale County is adopting a community-led approach to prevent violent extremism by empowering youth as peace champions. Community members are encouraged to engage in local peace initiatives.,https://www.kenyanews.go.ke/kwale-seeks-ways-to-contain-violent-extremism/,7/22/2026
251,Security & Safety,PSA,Nyaribari Chache MP Zaheer Jhanda is required to appear before the DCI in Kisii regarding the violent attacks on a convoy in Keumbu.,https://www.kenyanews.go.ke/police-summon-mp-jhanda-over-keumbu-incident/,7/22/2026
252,Security & Safety,PSA,"Three suspects have been arrested in connection with the attack on a vehicle convoy on Kisii–Keroka road. Citizens are encouraged to report any information to the police via numbers 999, 911, 0800 722 203, or WhatsApp 0709 570 000.",https://www.kenyanews.go.ke/three-arrested-over-linda-mwananchi-kisii-attack/,7/22/2026
253,Security & Safety,PSA,"In response to rising killings of boda boda riders in Luanda, the government is urged to intensify security measures and investigations to protect operators and restore public safety.",https://www.kenyanews.go.ke/luanda-mp-demands-urgent-action-over-rising-killings-of-boda-boda-riders/,7/22/2026
254,Security & Safety,PSA,"Kisumu County is implementing a six-point security plan to address rising insecurity, including regulating political gatherings, sanitizing public transport, and enhancing community policing.",https://www.kenyanews.go.ke/kisumu-leaders-unveil-six-point-plan-to-curb-insecurity/,7/22/2026
255,Security & Safety,PSA,The Independent Policing Oversight Authority (IPOA) is urged to expedite investigations into recent alleged police abductions; accountability for rogue officers is essential for public trust.,https://www.kenyanews.go.ke/waiguru-urges-ipoa-to-expedite-investigations-into-alleged-abductions/,7/22/2026
256,Security & Safety,PSA,Youth in Likoni are urged to embrace peace and reject political violence as the country approaches the 2027 General Election. Security starts with you.,https://www.kenyanews.go.ke/church-leaders-urge-youth-to-embrace-peace-ahead-of-2027-polls/,7/22/2026
257,Security & Safety,PSA,Residents along the Kisumu-Kericho border are urged to work with security agencies to prevent cattle rustling and election-related violence by reporting suspicious activities.,https://www.kenyanews.go.ke/border-communities-unite-to-curb-election-violence-cattle-rustling/,7/22/2026
258,Security & Safety,PSA,Maralal town is currently calm and businesses are operating as usual. Residents should remain vigilant but can go about their activities normally.,https://www.kenyanews.go.ke/calm-prevails-in-maralal-town-amid-protests/,7/22/2026
259,Security & Safety,PSA,Heightened security in Kitengela ahead of planned demonstrations. Residents are advised to avoid unnecessary travel and remain indoors for safety.,https://www.kenyanews.go.ke/calm-prevails-in-kitengela-as-security-heightened-ahead-of-demonstrations/,7/22/2026
260,Security & Safety,PSA,Individuals in Ang'ata Barrikoi and neighbouring areas of Migori East must surrender illegal firearms within seven days to avoid legal action.,https://www.kenyanews.go.ke/murkomen-issues-seven-day-ultimatum-for-surrender-of-illegal-firearms-in-angata-barrikoi/,7/22/2026
261,Security & Safety,PSA,Business activities in Nyeri are disrupted due to the Gen Z anniversary commemoration. Shop owners are urged to assess security conditions before reopening.,https://www.kenyanews.go.ke/business-activity-slows-down-in-nyeri-amid-gen-z-anniversary/,7/22/2026
