PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata,Origin_File,Region,PSA_Score,Notice_Style,Needs_Native_Review
224,Governance,Public Service Delivery,For example jurisdictions may want to form a coalition to: Coalitions must follow these additional guidelines: The governance of the coalition must be defined by the coalition partners themselves.,"Kwa mfano, mamlaka zinaweza kutaka kuunda muungano ili: Ushirikiano lazima kufuata miongozo hii ya ziada: Utawala wa muungano lazima kuamuliwa na washirika wa muungano wenyewe.",,"Kuom ranyisi, sirkande mag loje nyalo dwaro loso riwruok mar riwruok mondo: riwruoge mag loje nyaka luw puonj mamoko: Jokanyo mag riwruok mar loje nyaka ket chenro mar loch mar riwruok mar loje.","Tusaale ahaan, maamul goboleedyadu waxay u baahan karaan inay sameeyaan isbahaysi si ay u: Isbahaysiyada waa inay raacaan tilmaamahan dheeriga ah: Maamulka isbahaysiga waa in ay qeexaan wada-hawlgalayaasha isbahaysiga.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.7,,True
225,Governance,Public Service Delivery,The mechanism must be endorsed by the local non-governmental stakeholders taking part in the OGP process.,Mkakati huo lazima uidhinishwe na mashirika ya ndani yasiyo ya kiserikali yanayoshiriki katika mchakato wa OGP.,,Chenrono nyaka bed ni joma nie alwora maok gin jokanyo mag sirkal ma donjo e chenro mar OGP oyie kode.,Nidaamka waa in ay ansixiyaan daneeyayaasha maxalliga ah ee aan dawliga ahayn ee ka qaybgalaya habka OGP.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
226,Governance,Public Service Delivery,"To minimize the burden on OGP Local members, the selected monitoring body must file reports electronically on an online platform provided by OGP Local.","Ili kupunguza mzigo kwa wanachama wa OGP Local, mwili wa ufuatiliaji uliochaguliwa lazima uwasilishe ripoti kwa njia ya elektroniki kwenye jukwaa la mtandaoni ambalo linatolewa na OGP Local.",,"Mondo omi joma nie OGP Local kik bed gi pek mang'eny, riwruok mar rito weche onego ochiw ripode e yor kompyuta e yo machuok e yo machuok e yor intanet ma OGP Local chiwo.","Si loo yareeyo culeyska xubnaha OGP Local, hay'adda kormeerka la doortay waa inay warbixino ku soo gudbiso qaab elektaroonig ah oo ku saabsan barxadda internetka ee ay bixiso OGP Local.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
227,Governance,Public Service Delivery,"Following IRM practice, the monitoring body must invite both government and non-government actors to provide comments during the monitoring process in order to ensure that views and contributions from stakeholders are considered.","Kufuatia mazoezi ya IRM, mwili wa ufuatiliaji lazima uitie watendaji wa serikali na wasio wa serikali kutoa maoni wakati wa mchakato wa ufuatiliaji ili kuhakikisha kuwa maoni na michango kutoka kwa wanaohusika inachukuliwa.",,"Kaluwore gi yor IRM, riwruok mar nono nyaka gwel jotelo mag sirkal kod maok mag sirkal mondo ochiw paro e kinde mar nono mondo omi oket pachgi kuom paro kod chiwo mag joma nie bwo loch.","Iyadoo la raacayo dhaqanka IRM, hay'adda kormeerka waa inay ku casuumaysaa labadaba daneeyayaasha dowladda iyo kuwa aan dawladda ahayn inay ka faalloodaan inta lagu jiro habka kormeerka si loo hubiyo in la tixgeliyo aragtida iyo ka qaybgalka daneeyayaasha.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
228,Governance,Public Service Delivery,The burden of proof falls on the OGP Local member to provide evidence for any claims of activities carried out. ( See Annex 5 for greater detail of what constitutes evidence for OGP purposes.) The OGP Local member will ensure resources are available to the monitoring body to carry out its mandate.,Mzigo wa ushahidi unakuwa juu ya OGP Mitaa mshiriki kutoa ushahidi kwa madai yoyote ya shughuli uliofanywa. (Ona Annex 5 kwa maelezo zaidi ya nini ni ushahidi kwa madhumuni ya OGP.),,Migawo mar nyiso ni ng'ato nigi ratiro mar chiwo gik manyiso ni gik ma ne otimgo ne gin adier. (Ne ane weche momedore e Sula mar 5 e wi gima nyiso ni ng'ato nigi ratiro mar timo kamano.),Xubinta OGP Local waxay ku lug leedahay in ay caddayn ku bixiso sheegashada kasta ee ku saabsan howlaha la fuliyay (Fiiri liiska 5 si faahfaahsan oo ku saabsan waxa caddayn loogu talagalay ujeeddooyinka OGP). Xubin ka tirsan OGP Local wuxuu hubiyaa in hay'adda kormeerka ay haysato kheyraad ay ku fuliso xilkeeda.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
229,Governance,Public Service Delivery,This assessment must be finalized within two months of the submission of the action plan.,Tathmini hii lazima ifanyike ndani ya miezi miwili baada ya kuwasilisha mpango wa hatua.,,Nonro ma kamano nyaka timre bang' dweche ariyo bang' ka osechiw chenro mar timo lokruok.,Qiimayntaas waa in la dhammeystiraa laba bilood gudahood ka dib markii la soo gudbiyay qorshaha ficilka.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
230,Governance,Public Service Delivery,This short evaluation of the outcomes of the commitment must be submitted on an online platform.,Tathmini hii fupi ya matokeo ya ahadi lazima kuwasilishwa kwenye jukwaa la mtandaoni.,,Nonro machuok mar gik ma osetimore nikech singono nyaka bed e yo machuok e yor intanet.,Qiimaynta gaaban ee natiijooyinka ballanqaadka waa in lagu soo gudbiyaa barxad internetka.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
231,Governance,Public Service Delivery,The End-of-Commitment Assessment must be submitted one (1) month after the implementation of a commitment.,Tathmini ya mwisho ya ahadi lazima iwasilishwe mwezi mmoja (1) baada ya utekelezaji wa ahadi.,,"Ka ng'ato dwaro ni mondo otim kamano, nyaka oket chik ma ne omiye.",Qiimaynta dhamaadka ballanqaadka waa in la soo gudbiyaa hal (1) bil ka dib fulinta ballanqaadka.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
232,Governance,Public Service Delivery,The report will analyze the information within the Inception and End-of-Commitment Assessments.,Ripoti hiyo itachambua taarifa katika Tathmini za Mwanzo na Mwisho wa Ushirikiano.,,Ripotno biro nono weche manie kind paro ma ne otim e wi kaka ne ochak tich kod kaka ne ochopo e giko tijno.,Warbixinta ayaa falanqeyneysa macluumaadka ku jira Qiimaynta Bilowga iyo Dhammaadka Ballanqaadka.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
233,Governance,Public Service Delivery,The Final Learning Exercise must capture the successes and areas of improvement of the action plan as a whole – from co-creation to final implementation.,Mazoezi ya Mwisho ya Kujifunza lazima yazingatie mafanikio na maeneo ya kuboresha ya mpango wa hatua kwa ujumla  kutoka kwa uundaji wa pamoja hadi utekelezaji wa mwisho.,,Chenro mar puonjruok mogik nyaka ket e paro gik ma ne otimore e ngima koda kuonde ma ne inyalo timie dongruok e chenro mar tich duto  chakre chweyo gik moko kanyachiel nyaka chop e chopo gigo.,Waxbarashada ugu dambeysa waa in ay soo bandhigtaa guulaha iyo meelaha lagu hagaajin karo qorshaha ficilka oo dhan  laga bilaabo wada abuurista ilaa fulinta ugu dambeysa.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
234,Governance,Public Service Delivery,The Final Learning Exercise and a report summarizing the lessons from the exercise and steps forward must be carried out and submitted online two (2) months after the end of the action plan.,Mazoezi ya Mwisho ya Kujifunza na ripoti inayo muhtasari masomo kutoka kwa mazoezi na hatua zinazoendelea lazima zifanyike na kuwasilishwa mtandaoni miezi miwili (2) baada ya mwisho wa mpango wa hatua.,,"Weche ma ne opuonjore e wi tijno kod ripot ma ne oting'o weche ma ne opuonjore e wi tijno kod gik ma ne otimorego, nyaka timre kendo ochiwgi e Intanet bang' dweche ariyo (2) ka chenro mar tich osechopo.",Waxbarashada ugu dambeysa iyo warbixin soo koobaya casharrada ka soo baxday iyo tallaabooyinka ka soo baxay waa in la sameeyaa oo la soo gudbiyaa internetka laba (2) bilood ka dib dhamaadka qorshaha ficilka.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
235,Governance,Public Service Delivery,"Figure 1. – Monitoring and Reporting Instances Figure 2 – Local Action Plan Cycle and Calendar (Three-year action plan example) During an action plan period, participating governments must be working on developing an action plan or co-creating and implementing commitments, otherwise they will be considered inactive .","Kielelezo 1.  Mchakato wa ufuatiliaji na kuripoti Mchoro wa 2  Mzunguko na kalenda ya Mpango wa Kazi wa Mitaa (Mfano wa Mpango wa Kazi wa Miaka Mitatu) Wakati wa kipindi cha mpango wa hatua, serikali zinazohusika lazima zifanye kazi katika kutengeneza mpango wa hatua au kuunda pamoja na kutekeleza ahadi, vinginevyo zitaonwa kuwa hazifanyi kazi.",,"Figura 1.  Ranyisi mag nono kendo chiwo ripot Figura 2  Lendo kod chenro mar chenro mar timo gik moko e alwora (Ranyisi mar chenro mar higini adek) E kinde mar chenro mar timo gik moko, sirkande madonjo e chenrono nyaka tim chenro mar timo gik moko kata loso chenro mar timo gik moko kanyachiel kendo chopo gigo ma ne giseng'ado, ka ok kamano to gibiro kawogi ni ok gitiyo.","Shaxda 1.  Xaaladaha Kormeerka iyo Warbixinta Shaxda 2  Daqiiqadaha iyo jadwalka qorshaha ficilka maxalliga ah (Tusaale qorshe ficil saddex sano ah) Muddo lagu jiro qorshe ficil, dawladaha ka qaybgalaya waa inay ka shaqeeyaan horumarinta qorshe ficil ama wada abuurista iyo fulinta ballanqaadyada, haddii kale waxaa loo tixgelin doonaa inay yihiin kuwo aan shaqeyn.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
236,Governance,Public Service Delivery,It is highly recommended that the local government discusses with the non-governmental stakeholders and with an OGP Local Team representative in cases of voluntary inactivity.,Inashauriwa sana serikali ya mitaa kujadili na mashirika yasiyo ya serikali na na mwakilishi wa Timu ya Mitaa ya OGP katika kesi za kutofanya kazi kwa hiari.,,En gima jiwo ahinya ni sirkal mar alwora owuo gi joma ok gin sirkal kendo gi jal mochung' ne grup mar OGP e weche mag bedo maonge tich.,Waxaa si weyn loo talinayaa in dowladda hoose ay la hadasho daneeyayaasha aan dowladda ahayn iyo wakiilka Kooxda Hoose ee OGP kiisaska shaqo la'aanta iskaa u ah.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
237,Governance,Public Service Delivery,"OGP Local members in probation can continue with their activities; however, they must rectify any unmet requirement within four months of conference of probation status.","OGP Wanachama wa ndani katika kipindi cha majaribio wanaweza kuendelea na shughuli zao; hata hivyo, lazima kurekebisha mahitaji yoyote yasiyotimizwa ndani ya miezi minne ya mkutano wa hali ya majaribio.",,"OGP Jood Bura ma ni e bwo tem nyalo dhi nyime gi tije, kata kamano, nyaka giler weche duto ma ok ochopo e dweche ang'wen bang' chokruok mar bedo e bwo tem.","Xubnaha maxalliga ah ee OGP ee ku jira xaalad maxalli ah waxay sii wadi karaan howlahooda; si kastaba ha ahaatee, waa inay hagaajiyaan shuruudaha aan la buuxin afar bilood gudahood ka dib shirkii xaaladda xaaladda maxalli ah.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
238,Governance,Public Service Delivery,Only Government Points of Contact can submit through the online platform the action plan strategic vision.,Ni Vituo vya Mawasiliano vya Serikali tu vinavyoweza kuwasilisha kupitia jukwaa la mtandaoni maono ya kimkakati ya mpango wa hatua.,,Mana kuonde ma sirkal tudorego kende ema nyalo chiwo chenro mar chenro mar tich kokalo kuom chenro mar intanet.,Kaliya Goobaha Xiriirka ee Dowladda ayaa ku soo gudbin kara barxadda internetka aragtida istiraatiijiyadeed ee qorshaha ficilka.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
239,Governance,Public Service Delivery,This should include the ambition for this plan and how they plan to work together in implementation and monitoring. 3.,Hii inapaswa kutia ndani matarajio ya mpango huu na jinsi wanavyopanga kufanya kazi pamoja katika utekelezaji na ufuatiliaji. 3.,,Mano onego oriw dwaro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar chenro mar,Tan waxaa ku jiri doona himilooyinka qorshahan iyo sida ay u qorsheeyaan inay wada shaqeeyaan hirgelinta iyo kormeerka. 3.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
240,Governance,Public Service Delivery,"Open Government Challenges, Opportunities and Strategic Vision This subsection details the Open Government Strategic Vision in your local area that should guide the commitments for the action plan period: 4.1.","Changamoto za Serikali ya wazi, Fursa na Maono ya kimkakati Sehemu hii ya chini inaelezea Maono ya Kimkakati ya Serikali ya wazi katika eneo lako ambayo inapaswa kuongoza ahadi kwa kipindi cha mpango wa hatua: 4.1.",,"Timbego, Yore mag Locho kod Chenro mar Chenro mar Chenro mar Locho e Pinyu, e bwo wich machuok ma lero chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chenro mar Chen","Caqabadaha, Fursadaha iyo Aragtida Istaraatiijiyadeed ee Dowladda Furan Qaybta hoose waxay faahfaahineysaa Aragtida Istaraatiijiyadeed ee Dowladda Furan ee deegaankaada oo ay tahay inay hagto ballanqaadyada muddada qorshaha ficilka: 4.1.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
241,Governance,Public Service Delivery,Please list the lead institutions responsible for the implementation of this OGP action plan. 5.2.,Tafadhali orodha ya taasisi zinazoongoza zinazohusika na utekelezaji wa mpango huu wa hatua ya OGP. 5.2.,,Weuru wakwong wane riwruoge madongo matayo tich mar timo chenro mar OGP. 5.2.,Fadlan ka taxaddar hay'adaha ugu horreeya ee mas'uulka ka ah hirgelinta qorshaha ficil ee OGP. 5.2.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
242,Governance,Public Service Delivery,What measures did you take to ensure diversity of representation (including vulnerable or marginalized populations) in these spaces? 5.5.,Ni hatua gani ulizochukua ili kuhakikisha utofauti wa uwakilishi (ikiwa ni pamoja na watu walioathiriwa au walioachwa kando) katika maeneo haya? 5.5.,,Gin okenge mage misekawo mondo omi ji obed gi winjruok maber gi Nyasaye (moriwo koda joma ni e bwo chal mar chandruok kata joma ok ni e winjruok maber gi Nyasaye) e pinje ma kamago? 5.5.,Waa maxay tallaabooyinka aad qaadatay si loo hubiyo kala duwanaanta wakiilada (oo ay ku jiraan dadka nugul ama xadka ku jira) meelahaas? 5.5.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
243,Governance,Public Service Delivery,Please describe the Independent Monitoring Body you have identified for this plan. 6.2.,Tafadhali eleza kuhusu Chama cha Kufuatilia kilichojitenga ambacho umekiweka katika mpango huu. 6.2.,,6.2. Ler ane kama in iwuon iseyudoe riwruok mar nono weche ma biro timore e piny mangima.,Fadlan sharax Hay'adda Madaxbanaan ee Kormeerka ee aad u sheegtay qorshahan. 6.2.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
244,Governance,Public Service Delivery,Provide the contact details for the Independent Monitoring Body. 6.3.,Taja maelezo ya mawasiliano ya Kikundi cha Kufuatilia Kiasi. 6.3.,,6.3. Nyis weche ma biro miyo ng'ato owuo gi Jorit ma Onge Sirkal.,Soo gudbi macluumaadka xiriirka ee Hay'adda Madaxbanaan ee Kormeerka. 6.3.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
245,Governance,Public Service Delivery,If you held an online co-creation/consultation please include the link of the website.,Ikiwa umefanya kuunganisha mtandaoni/kujadiliana tafadhali ongeza kiunga cha tovuti.,,"Kapo ni ne itimo chenro mar loso gik moko kanyachiel e Intanet, inyalo ndiko weche manie websaitno.",Haddii aad sameysay wada-abuur/la-talin internetka fadlan ku qor xiriirka bogga internetka.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
246,Governance,Public Service Delivery,Only Government Points of Contact can submit through the online platform the action plan commitments.,Ni Vituo vya Mawasiliano vya Serikali tu vinavyoweza kuwasilisha kupitia jukwaa la mtandaoni ahadi za mpango wa hatua.,,Mana kuonde ma sirkal tudoree gi sirkal kende ema nyalo chiwo chenro mag chenro mar tich kokalo kuom chenro mar intanet.,Kaliya Goobaha Xiriirka ee Dowladda ayaa ku soo gudbin kara barxadda internetka ballanqaadyada qorshaha ficilka.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
247,Governance,Public Service Delivery,More register” or “Publish judicial data” or “Improve compliance with RTI law” 2.,Kujiandikisha zaidi au kuchapisha data za kisheria au kuboresha utekelezaji wa sheria ya RTI 2.,,Ng'e weche momedore  kata Publish data mag bura  kata Medo timo dongruok e chike mag RTI  2.,Diiwaangelinta badan ama Daabacaadda xogta garsoorka ama Hagaajinta u hoggaansanaanta sharciga RTI 2.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
248,Governance,Public Service Delivery,Primary Policy Area Please indicate the most relevant policy or practice for this commitment.,Eneo la sera ya msingi Tafadhali taja sera au mazoezi muhimu zaidi kwa ahadi hii.,,Puonjruok e wi chenro mar timo dongruok.,Goobta siyaasadda koowaad Fadlan sheeg siyaasadda ama dhaqanka ugu habboon ee ku saabsan ballanqaadkaas.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
249,Governance,Anti-Corruption Initiatives,"Select up to two policy areas from the following list: Asset Disclosure Asset declaration laws are an essential safeguard against corruption that require public servants to disclose information on their wealth, possessions, and other interests.","Chagua hadi maeneo mawili ya sera kutoka orodha ifuatayo: Sheria za kutangaza mali ni ulinzi muhimu dhidi ya ufisadi ambao huwataka watumishi wa umma watangaze habari kuhusu utajiri, mali, na maslahi mengine.",,"Yier weche ariyo ma nyalo konyo e loso chike: Weche mag chike ma tayo tij lando mwandu mag sirkal konyo ahinya e geng'o mibadhi ma dwaro ni jotich sirkal oland weche ma nyiso mwandu, gik ma gin-go, kod gik mamoko ma gihero.","Xulo ilaa laba qaybood oo siyaasadeed oo ka mid ah liiska soo socda: Sharciyada ku saabsan sheegashada hantida waa ilaalin muhiim ah musuqmaasuqa oo u baahan shaqaalaha dowladda inay soo bandhigaan macluumaadka ku saabsan hantidooda, hantidooda, iyo danaha kale.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.4,,True
250,Governance,Anti-Corruption Initiatives,Technical specifications: A... ; Audits Institutional and legal frameworks are necessary for providing assurance of the integrity of financial information and of compliance with budgetary rules and procedure.,Maelezo ya kiufundi: A... ; Ukaguzi Mifumo ya taasisi na kisheria ni muhimu ili kuhakikisha uadilifu wa taarifa za kifedha na kufuata sheria na utaratibu wa bajeti.,,"Weche mag thieth: A... ; Audits Gik ma dwarore mondo omi weche mag pesa obed makare kendo mondo omi weche mag pesa obed makare, kendo mondo omi omi chike mag bujeti kod chenro mag pesa orit maber.",Tilmaamaha farsamada: A... ; Dib u eegista Qaab-dhismeedka hay'adaha iyo sharciga ayaa loo baahan yahay si loo hubiyo in macluumaadka maaliyadeed uu yahay mid aan khasaare lahayn iyo in la raacayo xeerarka iyo nidaamka miisaaniyadda.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.45,,True
251,Governance,Elections and Voter Education,"More ; E-petitions; Elections &; Political Finance Providing for transparency in the funding of campaigns, political parties, and democratic politics is an essential accountability mechanism for democratic government and is a growing focus area in OGP...","Zaidi; E-Petitions; Elections & Political Finance Kuandaa uwazi katika fedha za kampeni, vyama vya kisiasa, na siasa za kidemokrasia ni utaratibu muhimu wa uwajibikaji kwa serikali za kidemokrasia na ni eneo la kuongezeka kwa lengo katika OGP...",,"More ; E-petitions; Elections &; Political Finance Miyo thuolo mar chiwo pesa ne kampen, riwruoge mag siasa, kod siasa mag siasa en chenro maduong' mar miyo sirkal mar loch bura bura kendo en gima duong' ahinya e chenro mar OGP...","More ; E-petitions; Elections &; Political Finance Bixinta caddaalad ee maalgelinta ololaha, xisbiyada siyaasadeed, iyo siyaasadda dimuqraadiga ah waa nidaam xisaabtan oo muhiim u ah dowladda dimuqraadiga ah waana aag diiradda lagu saarayo OGP...",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
252,Governance,Public Service Delivery,More ; Fiscal Openness; Governance; Inclusion; Legislative Openness; Lobbying Lobbying transparency allows the public to ensure that there is diversity of participation and contribution to public decision-making.,Zaidi; Uwazi wa kifedha; Utawala; Ushirikiano; Uwazi wa Sheria; Lobbying Uwazi wa lobbying inaruhusu umma kuhakikisha kuwa kuna utofauti wa ushiriki na mchango katika utekelezaji wa maamuzi ya umma.,,More ; Fiske Openness; Governance; Inclusion; Legislative Openness; Lobbying Lobbying ma en yo ma ji ng'eyogo gik moko miyo ji thuolo mar timo yiero mopogore opogore.,More ; Furanka Maaliyadeed; Maamul-goboleedka; Xirfadda; Furanka Sharci-dejinta; Lobbying Furanka lobbying wuxuu u oggolaanayaa shacabka inay hubiyaan in ay jirto kala duwanaansho ka qaybgalka iyo gacan ka geysashada go'aamada dadweynaha.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.9,,True
253,Governance,Anti-Corruption Initiatives,More ; Open Data; Public Procurement Transparency in the procurement process can help combat corruption and waste that plagues a significant portion of public procurement budgets globally.,Zaidi; Data wazi; Uwazi wa mikataba ya umma katika mchakato wa mikataba ya umma inaweza kusaidia kupambana na ufisadi na taka ambayo huathiri sehemu kubwa ya bajeti za mikataba ya umma duniani kote.,,Weche momedore; Open Data; Public procurement Transparency e chenro mar yudo gweth nyalo konyo e kedo gi mibadhi kod gik makelo kethruok e piny mangima.,Wax badan; Macluumaad furan; Xayeysiinta dadweynaha Furanka nidaamka iibsiga ayaa gacan ka geysan kara la dagaalanka musuqmaasuqa iyo qashinka oo dhibaateynaya qayb weyn oo ka mid ah miisaaniyadda iibsiga dadweynaha adduunka.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
254,Governance,Public Service Delivery,"Techni... ; Safety Nets & Economic Inclusion Transparency, participation, and accountability are essential to ensuring that social spending and services reach their intended populations and provide the outcomes that are needed.","Teknolojia... ; Usalama wa Mtandao & Ushirikiano wa Uchumi Uwazi, ushiriki, na uwajibikaji ni muhimu ili kuhakikisha kuwa matumizi ya kijamii na huduma hufikia idadi ya watu wanaotarajiwa na kutoa matokeo yanayotakiwa.",,"Tekin... ; Safety Net & Economic Inclusion Nenore maler ni, bedo gi thuolo mar timo gik moko e yo maler, mar konyo ji, koda mar chiwo dwoko mag penjo, dwarore ahinya mondo omi pesa mitimo e konyo ji oyud kony madwarore.","Farsamo, ka qaybgalka iyo xisaabtanka ayaa muhiim u ah in la hubiyo in kharashka bulshada iyo adeegyada ay gaaraan dadka la doonayo oo ay bixiyaan natiijooyinka loo baahan yahay.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.4,,True
255,Governance,Public Service Delivery,Technical specifications: Commitments related to c... ; Whistleblower Protection; Other/NA Please indicate the most relevant primary sector for this commitment.,Maelezo ya kiufundi: Wajibu kuhusiana na c... ; Ulinzi wa Waasherati; Wengine/NA Tafadhali taja sekta ya msingi muhimu zaidi kwa ahadi hii.,,Weche motudore gi weche mag tiegruok: Chenro motudore gi c... ; Rito joma hango wach; mamoko/NA Nyisuru achiel kuom yore madongo ma dwarore ahinya e chopo chenrono.,Tilmaamaha farsamada: Ballanqaadyada la xiriira c... ; Ilaalinta soo-jeedinayaasha; Kale/NA Fadlan sheeg qaybta ugu muhiimsan ee waaxda ugu muhiimsan ee ballanqaadkaas.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.75,,True
